ID,grading,exam,mark,ASCI1,ASCI2,ASCI3,ASCI4,ASCI5,ASCI6,ASCI7,ASCI8,AMSC01,AMSC02,AMSC03,AMSC04,AMSC05,AMSC06,AMSC07,AMSC08,AMSC09,AMSC10,AMSC11,AMSC12,AMSC13,AMSC14,AMSC15,AMSC16,AMSC17,AMSC18,AMSC19,AMSC20,AMSC21,AMSC22,AMSC23,AMSC24,AMSC25,AMSC26,AMSC27,AMSC28,EBN1,EBN2,EBN3,EBN4,EBN5,EBP1,EBP2,EBP3,EBP4,MSLQ05,MSLQ06,MSLQ12,MSLQ15,MSLQ20,MSLQ21,MSLQ29,MSLQ31,CSC24,CSC28,CSC20,CSC36,CSC16,CSC40,CSC04,CSC12,CSC32,CSC08,Age ,Major,Year,Year_6_TEXT,Credits ,Work ,FirstGen ,Gender ,Gender ,Race ,Race _8_TEXT
S44,specs,82,A,,,,2,2,,3,5,3,4,5,3,1,4,5,3,3,5,3,1,5,5,5,3,5,2,1,5,3,3,4,4,3,1,3,5,1,2,2,2,2,4,4,3,2,4,3,5,3,4,5,4,4,4,2,2,5,4,2,1,2,2,2,19,chemistry,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S45,specs,,,6,4,3,5,5,2,5,5,4,3,3,2,1,2,3,4,2,5,4,1,2,3,4,3,2,2,2,3,3,3,3,2,2,1,2,2,4,1,1,1,1,4,5,5,4,4,4,4,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,19,psychology ,Third year,,Full-time student (enrolled in 12 or more credits),No,No,I am a man,,"Middle Eastern, North African, or Arab American (e.g., Lebanese, Iranian, Egyptian, Moroccan, Israeli, Palestinian, etc.),Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S46,specs,76,A,6,2,5,5,3,3,5,5,2,3,4,2,1,2,2,3,3,4,4,2,2,4,3,3,2,2,1,2,3,3,3,3,2,1,2,4,2,3,2,4,2,4,4,4,4,5,5,5,5,5,5,4,5,5,5,5,3,5,5,5,5,5,5,19,Immunology ,Second year,,Full-time student (enrolled in 12 or more credits),"Yes, part-time job or internship",No,I am a man,,"Asian or Asian American (e.g., Chinese, Japanese, Filipino, Korean, South Asian, Vietnamese, etc.)",
S47,specs,62,B,6,2,3,3,2,3,3,6,1,5,4,2,1,3,3,3,4,4,4,1,4,4,4,4,4,3,1,4,4,4,4,4,4,1,4,4,2,4,3,4,2,4,4,4,2,4,4,5,5,4,5,4,4,4,2,2,2,3,2,3,5,3,2,19,Pharmacology,Second year,,Full-time student (enrolled in 12 or more credits),"Yes, part-time job or internship",No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S48,specs,64,B+,,5,5,6,5,2,,,2,3,4,4,1,5,4,2,4,4,4,1,3,3,2,4,4,4,1,3,3,1,3,3,3,2,2,2,4,1,2,3,1,2,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,19,science,Third year,,Full-time student (enrolled in 12 or more credits),"Yes, part-time job or internship",No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S49,specs,64,A,6,6,6,6,1,2,5,2,2,1,5,3,1,1,4,4,2,4,3,1,2,5,5,3,4,3,4,2,4,2,2,4,3,1,2,5,3,2,2,4,4,3,4,4,4,4,3,3,4,4,4,4,5,4,5,3,3,1,4,4,3,4,4,19,bbh,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a man,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S50,specs,56,A,6,3,3,3,2,2,3,3,5,3,5,2,2,3,5,5,3,5,2,2,2,5,5,4,3,2,2,5,5,5,3,5,5,2,3,5,3,4,4,4,3,2,4,3,3,3,3,3,3,3,3,3,3,2,5,4,2,3,5,3,3,4,1,20,BBH,Third year,,Full-time student (enrolled in 12 or more credits),"Yes, part-time job or internship",No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S51,specs,66,B+,5,5,5,3,2,6,2,6,3,2,5,2,2,2,4,3,2,5,2,1,2,3,3,2,4,2,1,3,2,3,4,5,3,1,2,3,2,1,1,1,2,4,4,4,3,4,4,4,4,4,5,5,5,3,4,2,2,2,3,3,3,3,3,19,Biology ,Second year,,Full-time student (enrolled in 12 or more credits),"Yes, part-time job or internship",No,I am a woman,,"Asian or Asian American (e.g., Chinese, Japanese, Filipino, Korean, South Asian, Vietnamese, etc.),Latino/a/e/x or Hispanic American (e.g., Puerto Rican, Mexican, Cuban, Salvadoran, Colombian, etc.)",
S53,specs,,D,6,3,3,5,2,2,5,1,4,4,4,1,1,4,5,4,4,4,4,1,4,5,4,4,4,1,1,4,4,4,4,4,4,1,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,3,1,4,5,2,3,1,20,BBH,Third year,,Full-time student (enrolled in 12 or more credits),"Yes, part-time job or internship",Yes,I am a woman,,"Middle Eastern, North African, or Arab American (e.g., Lebanese, Iranian, Egyptian, Moroccan, Israeli, Palestinian, etc.)",
S54,specs,72,A-,3,3,5,2,3,6,5,5,4,4,4,4,1,1,2,5,5,5,4,1,1,1,5,4,5,4,1,1,1,5,5,4,4,2,1,1,2,1,1,1,1,5,5,5,5,4,5,4,4,4,4,4,4,5,2,1,4,4,1,1,3,1,3,20,Chemical Engineering,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a man,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S55,specs,70,B+,6,6,6,2,5,6,2,6,5,1,1,1,1,1,1,5,1,5,1,1,1,1,5,1,1,1,1,1,1,5,1,1,1,1,1,1,5,4,4,4,2,4,5,4,4,3,2,4,2,3,3,3,3,2,5,2,1,1,4,5,3,4,1,19,Biology,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S56,specs,70,A,6,3,3,5,3,3,5,5,2,2,4,1,1,2,3,3,2,5,3,1,2,3,2,2,2,2,1,2,3,3,4,4,2,1,2,3,5,2,2,2,1,4,5,4,4,3,3,4,4,4,4,3,4,3,4,3,1,2,3,2,3,3,2,20,Biology,Third year,,Full-time student (enrolled in 12 or more credits),"Yes, part-time job or internship",No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S57,specs,78,A,6,2,2,5,1,2,4,3,2,4,4,4,1,4,3,3,4,4,5,1,4,3,3,4,4,4,1,4,3,2,4,4,4,1,4,3,3,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,2,2,3,1,5,3,2,19,Biochemistry and Molecular Biology,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S58,specs,68,A,5,6,5,3,5,5,3,3,3,3,4,3,1,3,3,3,3,4,4,1,4,4,3,3,4,4,1,4,4,3,4,4,4,1,3,3,1,1,1,1,1,4,4,4,3,3,3,4,3,3,3,3,3,4,3,2,3,3,2,2,3,4,2,19,Chemistry,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S59,specs,76,A,6,2,2,6,2,2,3,6,1,4,4,4,1,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,1,1,1,2,5,5,5,5,3,2,4,3,3,3,3,3,3,4,3,3,3,3,2,4,4,3,19,Pre-medical Medical,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a woman,,"Asian or Asian American (e.g., Chinese, Japanese, Filipino, Korean, South Asian, Vietnamese, etc.)",
S60,specs,78,A,3,2,4,1,1,4,1,1,3,4,5,3,1,4,1,5,3,5,4,1,4,4,5,4,5,4,1,3,1,5,5,5,3,1,3,1,1,1,1,1,1,4,5,5,5,3,1,5,1,3,3,3,3,3,2,1,3,5,1,2,4,3,3,18,Chemical Engineering ,First year,,Full-time student (enrolled in 12 or more credits),No,No,I am a man,,"Asian or Asian American (e.g., Chinese, Japanese, Filipino, Korean, South Asian, Vietnamese, etc.)",
S61,specs,80,A,5,4,5,5,3,3,4,2,2,3,5,1,1,2,4,3,2,5,1,1,2,4,4,2,3,1,1,2,3,3,2,5,2,1,2,3,1,1,1,1,1,4,5,4,3,4,3,5,3,4,4,5,4,3,3,1,4,4,1,2,3,2,2,19,Biology,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S63,specs,58,A-,6,3,4,4,3,2,4,5,1,4,5,2,1,3,4,1,3,5,2,1,3,4,1,2,5,2,1,3,4,1,3,5,2,1,3,4,1,1,1,1,1,5,4,5,5,4,4,4,4,4,4,4,4,4,3,1,4,4,1,2,4,1,3,19,Science B.S.,Second year,,Full-time student (enrolled in 12 or more credits),"Yes, part-time job or internship",No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S64,specs,72,A-,5,3,4,2,4,3,5,4,5,2,5,1,1,3,4,5,2,5,3,1,4,4,5,3,2,1,1,3,3,5,2,5,2,1,2,3,2,1,1,1,3,4,5,4,3,4,2,5,3,3,4,3,5,3,4,4,3,3,1,4,3,2,3,19,Integrative science,Second year,,Full-time student (enrolled in 12 or more credits),"Yes, part-time job or internship",Yes,I am a woman,,"Black, Afro-Caribbean, or African American (e.g., Jamaican, Nigerian, Haitian, Ethiopian, etc.),Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S66,specs,46,D,5,2,3,5,1,2,3,6,1,5,5,4,1,4,5,4,4,5,4,1,4,4,5,5,5,4,1,4,4,4,4,4,4,1,4,5,5,1,1,1,1,5,5,5,5,4,4,4,3,3,4,4,4,4,4,2,2,3,2,2,4,4,2,19,Integrative Science,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S67,specs,72,A,5,3,3,4,4,2,5,4,3,2,4,1,1,3,3,3,1,5,1,1,3,4,3,2,1,1,1,3,1,3,2,4,1,1,3,2,2,1,1,1,1,4,5,5,5,4,3,5,3,4,4,3,4,2,3,3,1,3,3,3,3,2,4,19,Bio (vert. phys),Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S68,specs,76,B+,5,2,2,4,3,2,4,4,4,2,5,1,1,2,3,4,2,5,3,2,1,2,3,2,4,2,1,2,2,2,3,4,2,1,2,1,4,1,1,4,2,4,5,5,3,3,3,4,3,3,4,4,4,3,3,1,2,4,2,1,4,2,1,19,Forensic science,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a woman,,I prefer not to disclose my racial or ethnic background.,
S69,specs,74,A,5,3,4,4,3,3,5,4,1,3,4,2,1,3,4,2,2,5,3,1,4,5,3,3,4,2,1,4,2,2,2,4,2,1,2,2,3,1,1,1,2,4,4,5,4,4,4,5,3,4,5,4,4,4,4,2,3,4,2,3,3,2,3,19,Genetics and Development,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S70,specs,72,A,3,5,2,6,7,4,5,5,1,2,4,1,1,4,5,3,3,5,1,1,1,5,5,4,4,4,1,4,4,4,4,4,4,1,4,4,5,1,1,1,1,3,5,5,5,5,3,5,1,4,4,3,4,5,1,1,5,5,1,1,5,1,5,19,Veterinarian and Biomedical Sciences ,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a woman,,I prefer not to disclose my racial or ethnic background.,
S71,specs,68,A,5,5,5,5,2,2,5,2,5,4,5,3,1,2,3,5,3,5,4,1,2,5,5,5,5,4,1,3,1,5,5,5,4,1,2,1,1,1,1,1,1,4,5,5,5,4,4,5,3,3,4,3,5,3,5,4,2,3,2,2,4,3,2,21,BIOLOGY,Fourth year,,Full-time student (enrolled in 12 or more credits),"Yes, part-time job or internship",No,I am a man,,"Indigenous American or Alaska Native (e.g., Navajo Nation, Blackfeet Tribe, Inupiat Traditional Gov't., etc.),Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S72,specs,90,A,2,5,6,2,2,5,2,4,3,2,2,2,2,3,2,5,2,5,2,1,2,4,5,2,3,2,1,3,2,4,3,2,2,2,2,2,1,2,1,1,1,5,4,5,5,4,3,4,3,4,4,4,5,4,1,1,4,4,1,1,5,1,5,19,VBSC,Second year,,Full-time student (enrolled in 12 or more credits),"Yes, part-time job or internship",No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S73,specs,86,A,6,2,2,5,3,1,5,2,3,3,4,1,2,1,1,4,2,4,1,2,2,3,4,1,2,2,3,3,4,2,3,2,4,4,3,3,4,4,3,3,2,2,3,3,4,3,2,3,3,3,2,3,2,2,3,3,2,3,3,4,3,3,4,20,Kinesiology ,Third year,,Full-time student (enrolled in 12 or more credits),No,Yes,I am a man,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S74,specs,72,A,7,1,1,6,3,1,7,2,4,2,3,1,3,1,1,4,1,4,1,1,1,1,4,1,2,1,2,1,1,4,2,2,1,2,1,1,4,3,2,3,2,2,4,4,2,4,3,3,2,3,3,3,3,2,5,4,1,2,4,5,2,5,2,19,VBSC,Second year,,Full-time student (enrolled in 12 or more credits),"Yes, part-time job or internship",No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S75,specs,72,A,6,2,3,3,3,2,5,2,3,3,5,1,1,4,5,4,3,5,1,1,5,5,4,2,1,1,1,3,4,4,3,3,2,1,2,5,1,1,1,1,1,5,4,2,4,5,4,5,4,4,5,5,5,2,4,2,1,1,2,2,3,2,3,21,Biology,Fourth year,,Full-time student (enrolled in 12 or more credits),"Yes, full-time job or internship",No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S76,specs,82,A,6,2,5,5,3,2,5,3,3,4,4,2,2,4,5,5,4,5,3,3,4,4,5,4,4,3,2,3,4,5,4,4,3,2,3,4,3,2,2,2,2,3,4,4,4,4,3,4,3,5,4,4,5,3,4,4,2,3,2,2,3,2,3,19,Immunology and Infectious Disease,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a man,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.),My race or ethnicity is best described as:",mixed
S77,specs,70,A,7,1,1,7,5,1,7,1,4,3,5,2,2,1,2,5,1,5,1,1,3,4,5,1,4,1,2,3,3,4,5,5,2,1,2,3,5,3,1,2,1,4,5,5,5,4,3,5,3,3,3,3,3,2,5,5,1,3,3,5,5,4,3,19,biology,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S78,specs,62,A,4,4,4,4,4,4,4,4,3,4,4,4,2,4,4,3,5,5,5,1,4,4,3,3,5,3,3,4,4,3,3,3,3,3,3,3,4,2,2,3,4,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,BBH ,Second year,,Full-time student (enrolled in 12 or more credits),"Yes, part-time job or internship",No,I am a woman,,"Asian or Asian American (e.g., Chinese, Japanese, Filipino, Korean, South Asian, Vietnamese, etc.)",
S79,specs,82,A,6,5,3,1,5,6,2,5,3,3,2,1,2,2,3,3,2,4,2,1,3,4,4,2,2,1,1,3,3,5,2,2,2,1,2,3,1,1,1,1,1,5,5,4,5,4,3,5,3,4,4,3,4,4,5,3,2,2,3,2,4,3,4,18,Science- BSHP track,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a woman,,"Asian or Asian American (e.g., Chinese, Japanese, Filipino, Korean, South Asian, Vietnamese, etc.)",
S80,specs,,,7,2,2,4,1,1,3,1,3,3,5,2,1,4,5,4,4,5,2,1,5,5,5,5,4,2,1,4,5,5,3,5,3,1,2,5,2,4,1,2,2,2,5,5,4,5,4,5,5,5,5,4,5,3,4,2,2,3,1,3,4,3,3,20,Premedicine ,Third year,,Full-time student (enrolled in 12 or more credits),No,No,I am a woman,,"Black, Afro-Caribbean, or African American (e.g., Jamaican, Nigerian, Haitian, Ethiopian, etc.)",
S82,specs,78,A,6,3,3,5,3,3,3,5,1,3,4,3,1,2,2,4,2,5,2,1,2,2,3,2,2,2,1,2,2,3,4,5,2,1,2,2,2,1,1,1,1,4,5,4,4,3,3,3,2,3,2,3,2,2,3,2,2,2,2,2,4,2,2,19,Biology,Second year,,Full-time student (enrolled in 12 or more credits),No,Yes,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S83,specs,76,A,4,4,5,5,6,3,2,5,1,4,4,4,1,4,4,4,4,4,3,1,4,4,4,4,4,3,1,4,4,3,4,4,4,1,4,4,2,1,1,2,2,4,4,5,5,4,4,4,4,5,5,5,5,4,2,2,4,4,2,2,4,2,4,19,Science,First year,,Full-time student (enrolled in 12 or more credits),No,No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S84,specs,68,A-,3,4,5,3,3,3,2,5,1,3,4,3,1,3,3,3,3,4,3,1,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,4,4,4,4,4,4,5,4,5,5,5,5,4,2,2,4,4,1,1,4,2,3,19,chemistry,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a man,,"Asian or Asian American (e.g., Chinese, Japanese, Filipino, Korean, South Asian, Vietnamese, etc.),Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S85,specs,92,A,6,5,5,4,1,3,5,6,2,3,5,1,1,4,5,4,3,5,3,1,3,3,5,3,5,2,1,4,5,5,5,5,2,1,4,5,3,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,2,3,2,2,4,2,2,18,Biology,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a man,,"Asian or Asian American (e.g., Chinese, Japanese, Filipino, Korean, South Asian, Vietnamese, etc.),Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S86,specs,66,A,6,2,1,6,7,1,7,3,1,2,5,1,1,3,4,5,1,5,1,1,1,4,3,1,4,1,1,1,4,3,3,5,1,1,1,4,5,3,4,3,1,2,5,3,4,3,2,5,2,3,3,2,3,2,5,5,1,2,4,5,3,4,1,19,psychology/pre-med,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S87,specs,64,B,6,6,6,6,3,6,5,5,2,3,4,1,1,3,3,4,2,4,2,1,3,3,3,3,4,3,1,3,2,2,3,4,4,1,3,3,4,1,1,1,1,4,3,4,4,3,3,4,3,3,4,3,4,2,3,2,2,2,3,2,4,4,3,19,Biology,Second year,,Full-time student (enrolled in 12 or more credits),"Yes, part-time job or internship",No,I am a woman,,"Latino/a/e/x or Hispanic American (e.g., Puerto Rican, Mexican, Cuban, Salvadoran, Colombian, etc.)",
S88,specs,64,A-,6,1,3,4,3,2,4,5,2,3,5,1,1,3,4,4,2,5,1,1,3,4,5,2,5,3,1,4,4,5,3,4,4,1,3,3,2,2,2,2,2,3,3,4,4,4,3,4,3,3,3,4,4,2,4,3,3,3,4,3,4,4,2,19,Biology,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S89,specs,50,D,5,3,5,3,3,3,4,4,5,4,5,3,1,4,5,5,4,5,4,1,4,5,5,4,5,4,2,4,5,5,4,5,5,1,4,5,3,2,2,2,2,2,4,4,4,3,4,4,4,4,4,4,4,3,3,2,3,4,2,2,4,3,4,21,CAMS,Fourth year,,Full-time student (enrolled in 12 or more credits),No,Yes,I am a woman,,"Latino/a/e/x or Hispanic American (e.g., Puerto Rican, Mexican, Cuban, Salvadoran, Colombian, etc.),Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S90,specs,80,A,5,3,3,4,4,3,4,3,3,3,5,2,1,3,2,5,4,5,3,1,3,3,5,3,5,1,1,3,1,4,4,5,3,1,1,3,3,1,1,1,1,2,5,5,4,5,3,5,3,5,5,5,5,4,2,2,5,5,1,1,4,1,3,19,Biobehavioral Health,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S91,specs,70,A,3,3,,3,3,3,,,2,4,4,2,1,3,5,4,4,3,4,1,2,4,4,4,3,4,1,3,4,2,2,1,2,1,3,4,1,1,1,1,1,2,4,5,4,4,4,4,4,4,4,5,4,4,2,1,3,4,1,2,2,2,3,19,Biology ,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a man,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S93,specs,60,B+,5,3,4,5,3,3,4,4,1,3,5,1,1,2,4,4,2,5,1,1,2,2,3,2,1,2,1,2,1,1,3,4,1,1,2,4,2,1,1,1,1,3,5,5,5,5,5,5,5,5,5,5,5,4,3,1,3,3,1,3,4,2,2,19,Biology,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a man,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S94,specs,78,A,5,2,3,4,2,2,4,3,3,4,5,3,2,4,5,3,4,4,3,2,4,4,4,4,4,4,1,3,3,4,4,3,4,2,3,4,3,2,2,2,2,3,5,4,4,3,3,4,3,2,3,3,3,3,2,1,4,4,2,2,5,2,3,18,Chemical Engineering,First year,,Full-time student (enrolled in 12 or more credits),No,No,I am a man,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S95,specs,64,A,7,1,1,7,6,1,7,1,1,1,2,1,2,2,5,1,1,5,1,3,2,5,5,1,2,1,3,1,5,5,1,1,1,2,1,4,5,5,5,4,1,2,5,4,3,2,1,2,2,2,4,2,3,2,5,5,1,1,5,5,1,5,4,20,Biology,Third year,,Full-time student (enrolled in 12 or more credits),No,No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S96,specs,40,D,6,3,4,4,2,2,3,4,4,3,4,3,1,4,3,4,3,4,3,1,3,4,5,3,4,3,1,3,4,4,4,4,3,2,3,4,2,1,1,1,1,3,5,5,5,4,4,5,3,4,4,3,4,4,4,2,3,3,1,1,4,2,2,19,premed,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a man,,"Latino/a/e/x or Hispanic American (e.g., Puerto Rican, Mexican, Cuban, Salvadoran, Colombian, etc.),Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S97,specs,82,A,6,2,3,5,3,2,3,3,3,4,4,4,1,3,3,4,4,4,4,1,3,3,3,3,3,3,1,3,3,3,3,3,3,1,3,3,2,1,1,2,1,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,19,Pre Med,Second year,,Full-time student (enrolled in 12 or more credits),"Yes, part-time job or internship",No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S98,specs,52,C+,6,2,2,5,3,2,6,4,2,3,4,2,1,3,4,2,1,5,2,1,2,3,3,2,4,2,1,3,2,2,4,5,2,1,3,2,4,1,1,4,2,2,5,5,4,3,2,4,2,2,3,3,4,2,5,3,1,1,4,4,3,5,2,19,Forensic Science,Third year,,Full-time student (enrolled in 12 or more credits),No,No,I am a woman,,"Latino/a/e/x or Hispanic American (e.g., Puerto Rican, Mexican, Cuban, Salvadoran, Colombian, etc.),Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S99,specs,90,A,6,2,2,3,3,1,2,6,2,3,4,2,2,4,5,3,3,3,2,2,3,3,3,3,3,2,2,4,3,3,3,3,3,2,3,4,2,2,3,4,3,2,5,5,4,3,2,4,2,2,3,2,3,2,4,4,2,2,3,2,4,3,1,19,Biology,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a woman,,"Asian or Asian American (e.g., Chinese, Japanese, Filipino, Korean, South Asian, Vietnamese, etc.)",
S1,specs,72,A,5,2,2,5,4,1,4,4,1,2,5,1,1,1,2,4,2,5,1,1,1,1,3,2,2,1,1,2,1,3,1,2,1,1,1,1,2,1,1,1,1,2,5,4,4,3,2,5,2,4,3,3,3,2,4,2,1,1,3,4,4,3,2,20,Biology,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a man,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S2,specs,56,D,7,2,3,5,7,1,5,3,4,2,4,3,4,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,5,3,3,3,3,3,3,5,1,1,4,2,4,5,5,3,2,3,2,3,2,2,2,2,3,5,3,2,2,4,4,2,4,2,21,Kinesiology ,Fourth year,,Full-time student (enrolled in 12 or more credits),"Yes, part-time job or internship",Yes,I am a woman,,"Black, Afro-Caribbean, or African American (e.g., Jamaican, Nigerian, Haitian, Ethiopian, etc.)",
S3,specs,68,B,4,2,3,6,7,3,7,5,3,1,4,2,3,3,4,5,2,4,1,2,3,2,5,2,1,1,3,3,3,5,3,3,3,3,3,2,4,2,3,2,3,4,4,4,4,4,4,4,4,4,3,3,3,2,5,5,2,2,3,4,2,5,1,19,Biology,Second year,,Full-time student (enrolled in 12 or more credits),"Yes, part-time job or internship",No,I am a woman,,"Black, Afro-Caribbean, or African American (e.g., Jamaican, Nigerian, Haitian, Ethiopian, etc.)",
S4,specs,56,B,5,2,2,5,4,2,5,3,1,3,4,1,2,4,4,2,3,4,3,3,3,4,3,3,4,2,1,3,3,2,4,4,3,1,4,4,4,2,2,4,2,2,4,3,4,1,1,2,1,2,2,2,3,3,4,3,2,2,3,3,4,3,3,19,Biology,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a woman,,"Non-Hispanic White or Euro-American (e.g., German, Irish, English, Italian, Polish, French, etc.)",
S5,specs,56,D,5,3,4,5,3,3,4,4,2,2,3,1,3,2,3,2,2,2,2,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,2,3,3,3,3,3,20,Biological Sciences and Health Professions ,Third year,,Full-time student (enrolled in 12 or more credits),"Yes, part-time job or internship",No,I am a woman,,"Latino/a/e/x or Hispanic American (e.g., Puerto Rican, Mexican, Cuban, Salvadoran, Colombian, etc.)",
S6,specs,72,A,5,4,5,3,1,3,2,7,5,5,5,5,1,5,5,5,5,5,4,1,5,5,5,5,4,3,1,5,5,5,5,5,5,1,5,5,1,1,1,1,1,4,5,5,5,5,5,5,5,5,4,4,2,5,3,2,4,5,2,1,4,2,5,19,Biology,Second year,,Full-time student (enrolled in 12 or more credits),No,No,I am a woman,,"Latino/a/e/x or Hispanic American (e.g., Puerto Rican, Mexican, Cuban, Salvadoran, Colombian, etc.)",
