stu_id,strat_id,psu,bys87a,bys87c,bys87f,bys89a,bys89b,bys89l,bys89r,bys89u,f1s18a,f1s18b,f1s18c,f1s18d,f1s18e,bys70a,bys70b,bys70c,bys70d,bystlang,bytm12b,bysex,byrace_r,byses2qu,f3onet2curr,f3onet6curr,f3bytscwt,school
372204,372,2,2,2,2,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,1,2,2,2,0,-3,1,-5,1,15,-5,387.7362,3722
372205,372,2,4,4,4,1,1,1,1,1,-4,-4,-4,-4,-4,-3,-3,-3,-3,1,0,1,-5,1,-4,-5,0,3722
372206,372,2,-9,-9,-9,-9,-9,-9,-9,-9,-4,-4,-4,-4,-4,-3,-3,-3,-3,1,0,2,-5,2,43,-5,424.326,3722
372207,372,2,2,3,2,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,2,-5,1,31,-5,399.7218,3722
372208,372,2,2,3,2,2,2,-9,-9,-9,-8,-8,-8,-8,-8,2,2,3,3,0,1,2,-5,2,25,-5,396.5867,3722
372209,372,2,3,3,2,1,1,-9,-9,-9,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,1,-5,1,43,-5,600.4452,3722
372210,372,2,2,2,2,4,3,3,3,3,-8,-8,-8,-8,-8,1,1,1,1,0,-3,1,-5,1,-8,-5,0,3722
372211,372,2,-9,-9,-9,-9,-9,-9,-9,-9,-4,-4,-4,-4,-4,-3,-3,-3,-3,1,0,1,-5,2,47,-5,445.7713,3722
372212,372,2,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,1,-5,2,53,-5,445.0095,3722
372213,372,2,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-4,2,-5,1,39,-5,382.9584,3722
372214,372,2,-9,-9,1,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,1,-5,2,11,-5,492.385,3722
372215,372,2,-9,-9,-9,-9,-9,1,-9,-9,-4,-4,-4,-4,-4,-3,-3,-3,-3,1,-3,1,-5,1,51,-5,448.9117,3722
372216,372,2,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,2,-5,2,-4,-5,0,3722
372220,372,2,3,3,3,2,1,1,2,2,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,2,-5,1,35,-5,432.9644,3722
372222,372,2,3,3,3,3,2,2,2,2,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,1,-5,2,41,-5,407.9439,3722
372223,372,2,-9,-9,-9,3,2,3,3,3,-8,-8,-8,-8,-8,-9,-9,-9,-9,0,-3,2,-5,1,39,-5,380.6321,3722
372224,372,2,3,4,4,2,1,2,2,2,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,2,-5,4,43,-5,346.7003,3722
372226,372,2,-9,-9,-9,-9,-9,-9,-9,-9,-4,-4,-4,-4,-4,-9,-9,-9,-9,1,-3,1,-5,1,49,-5,381.6299,3722
372227,372,2,4,4,3,3,2,2,2,2,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,1,-5,4,35,-5,378.6698,3722
372229,372,2,-9,-9,-9,-9,-9,-9,-9,-9,-4,-4,-4,-4,-4,-9,-9,-9,-9,1,-4,2,-5,1,27,-5,367.5933,3722
372231,372,2,-9,-9,-9,-9,-9,-9,-9,-9,-4,-4,-4,-4,-4,-3,-3,-3,-3,1,-4,1,-5,4,-4,-5,0,3722
372232,372,2,-4,-4,-4,-4,-4,-4,-4,-4,-8,-8,-8,-8,-8,-4,-4,-4,-4,-4,-4,-4,-5,-4,41,-5,759.0423,3722
372234,372,2,1,1,1,2,2,2,3,3,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,1,-5,4,25,-5,457.913,3722
373101,373,1,2,2,2,2,2,1,2,3,-4,-4,-4,-4,-4,-3,-3,-3,-3,1,-3,1,-5,1,41,-5,573.6183,3731
373102,373,1,4,4,4,2,2,-9,-9,-9,2,1,2,4,4,-3,-3,-3,-3,1,-3,2,-5,3,25,-5,75.15,3731
373103,373,1,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,3,3,-3,-3,-3,-3,1,-3,1,-5,4,-4,-5,0,3731
373104,373,1,3,4,2,2,1,2,3,2,2,1,1,3,2,-3,-3,-3,-3,1,-3,1,-5,4,33,-5,297.0154,3731
373105,373,1,3,3,2,2,2,2,2,2,-4,-4,-4,-4,-4,-3,-3,-3,-3,1,-4,2,-5,4,-4,-5,0,3731
373106,373,1,-9,-9,-9,-9,-9,-9,-9,-9,2,3,3,4,2,-3,-3,-3,-3,1,-4,2,-5,1,39,-5,302.9831,3731
373107,373,1,2,3,2,4,4,4,4,4,3,3,3,3,3,-3,-3,-3,-3,1,-3,1,-5,3,-4,-5,0,3731
373108,373,1,2,3,3,2,3,2,2,3,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,2,-5,4,35,-5,312.9023,3731
373109,373,1,2,4,4,2,2,4,4,3,2,2,2,3,2,-3,-3,-3,-3,1,-3,1,-5,4,49,-5,288.7321,3731
373110,373,1,3,3,4,-9,-9,-9,-9,-9,2,1,1,3,2,-3,-3,-3,-3,1,-3,2,-5,4,39,-5,276.0238,3731
373111,373,1,-9,-9,-9,-9,-9,-9,-9,-9,4,2,2,3,3,-3,-3,-3,-3,1,-3,1,-5,2,49,-5,320.1151,3731
373112,373,1,2,2,2,2,2,3,2,2,4,3,4,4,4,-3,-3,-3,-3,1,-3,1,-5,1,-4,-5,0,3731
373113,373,1,2,2,2,4,3,-9,-9,-9,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,2,-5,1,-4,-5,0,3731
373114,373,1,2,2,2,2,2,2,2,2,2,2,2,3,3,-3,-3,-3,-3,1,-3,2,-5,4,25,-5,427.6584,3731
373115,373,1,3,3,3,3,3,-9,-9,-9,3,2,1,3,2,-3,-3,-3,-3,1,0,1,-5,3,47,-5,300.0814,3731
373116,373,1,2,2,2,-9,-9,-9,-9,-9,2,2,3,3,3,-3,-3,-3,-3,1,-3,2,-5,3,39,-5,295.6341,3731
373117,373,1,3,4,2,2,3,2,4,4,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,1,-5,4,49,-5,324.3803,3731
373118,373,1,3,3,2,2,1,1,3,3,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,2,-5,3,43,-5,0,3731
373120,373,1,3,2,2,3,3,3,2,4,4,3,3,3,3,-3,-3,-3,-3,1,-3,2,-5,4,25,-5,282.8999,3731
373121,373,1,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,2,-5,2,29,-5,76.0542,3731
373122,373,1,4,4,4,1,1,1,1,1,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-4,2,-5,2,55,-5,0,3731
373123,373,1,-9,-9,-9,1,1,-9,-9,-9,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,2,-5,1,43,-5,0,3731
373124,373,1,4,4,4,2,3,3,2,2,-4,-4,-4,-4,-4,-3,-3,-3,-3,1,-4,1,-5,1,47,-5,0,3731
373125,373,1,3,3,2,2,3,4,4,4,3,2,3,3,3,1,1,1,1,0,0,1,-5,2,17,-5,303.0271,3731
373201,373,2,-9,-9,-9,-9,-9,-9,-9,-9,2,3,3,4,2,-3,-3,-3,-3,1,-4,1,-5,1,39,-5,165.518,3732
373202,373,2,3,3,3,4,4,4,4,4,4,4,4,4,4,-3,-3,-3,-3,1,-3,1,-5,1,-4,-5,0,3732
373203,373,2,-9,-9,-9,-9,-9,-9,-9,-9,3,2,3,4,3,-3,-3,-3,-3,1,-4,2,-5,1,25,-5,148.9471,3732
373205,373,2,-9,-9,-9,-9,-9,-9,-9,-9,3,3,4,4,3,-9,-9,-9,-9,0,0,1,-5,1,-4,-5,0,3732
373206,373,2,-7,-7,-7,-7,-7,-7,-7,-7,2,1,2,2,1,1,1,1,1,0,-3,2,-5,1,41,-5,76.7909,3732
373208,373,2,2,3,3,3,3,2,3,2,3,2,2,3,2,2,2,2,2,0,1,1,-5,1,-4,-5,0,3732
373209,373,2,-9,-9,-9,-9,-9,-9,-9,-9,4,2,3,3,3,-3,-3,-3,-3,1,-4,1,-5,1,-4,-5,0,3732
373210,373,2,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-4,1,-5,1,35,-5,406.6159,3732
373211,373,2,2,-9,2,3,2,3,3,3,3,4,3,3,4,-3,-3,-3,-3,1,-3,1,-5,1,43,-5,167.5748,3732
373212,373,2,2,3,2,4,2,3,3,3,4,3,3,3,3,2,2,2,2,0,-3,1,-5,1,51,-5,73.1255,3732
373213,373,2,3,4,-9,1,1,1,1,1,2,2,2,2,3,2,2,2,2,0,0,2,-5,1,43,-5,75.9513,3732
373215,373,2,2,2,2,3,3,2,3,2,-9,-9,-9,2,-9,2,2,2,2,0,0,1,-5,1,-4,-5,0,3732
373216,373,2,2,2,2,3,3,2,3,3,2,2,2,2,2,-3,-3,-3,-3,1,-3,1,-5,4,-4,-5,0,3732
373217,373,2,-9,-9,-9,-9,-9,4,1,-9,4,2,2,3,2,-3,-3,-3,-3,1,0,2,-5,1,31,-5,78.3227,3732
373218,373,2,-9,-9,1,-9,-9,-9,-9,-9,3,3,3,3,3,-9,-9,-9,-9,0,-3,1,-5,1,43,-5,41.3046,3732
373219,373,2,-9,-9,-9,-9,-9,-9,-9,-9,2,1,1,2,2,1,1,1,1,0,-4,1,-5,1,49,-5,76.4295,3732
373220,373,2,3,2,2,3,2,-9,-9,-9,4,2,3,4,3,-3,-3,-3,-3,1,0,2,-5,1,29,-5,85.0547,3732
373222,373,2,1,1,1,4,4,4,4,4,4,4,4,4,4,-3,-3,-3,-3,1,-3,1,-5,4,19,-5,24.6614,3732
373223,373,2,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,1,1,1,1,0,0,1,-5,1,47,-5,150.9039,3732
373224,373,2,4,4,4,2,3,2,2,2,3,2,2,3,3,-3,-3,-3,-3,1,-3,1,-5,3,47,-5,334.9762,3732
373225,373,2,-9,-9,-9,-9,-9,-9,-9,-9,3,3,3,4,4,1,1,1,1,0,-3,1,-5,3,17,-5,85.9007,3732
373226,373,2,2,2,3,4,4,4,-9,-9,2,2,2,2,2,-3,-3,-3,-3,1,-3,1,-5,1,11,-5,161.6166,3732
373227,373,2,3,2,2,3,3,3,4,4,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-4,2,-5,3,13,-5,392.9868,3732
373228,373,2,-9,-9,-9,-9,-9,-9,-9,-9,-4,-4,-4,-4,-4,-3,-3,-3,-3,1,-4,1,-5,2,51,-5,273.3359,3732
373229,373,2,-9,-9,1,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,1,-5,1,-4,-5,0,3732
373231,373,2,-4,-4,-4,-4,-4,-4,-4,-4,-8,-8,-8,-8,-8,-4,-4,-4,-4,-4,-4,-4,-5,-4,49,-5,1225.5298,3732
373232,373,2,-9,-9,-9,-9,-9,-9,-9,-9,2,3,2,2,2,-3,-3,-3,-3,1,-3,1,-5,1,43,-5,186.9401,3732
373233,373,2,3,4,4,2,3,2,2,2,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,2,-5,1,39,-5,550.5091,3732
373234,373,2,2,4,2,-9,-9,-9,-9,-9,-4,-4,-4,-4,-4,-3,-3,-3,-3,1,-3,2,-5,4,41,-5,266.5195,3732
373235,373,2,2,2,2,3,3,-9,-9,-9,3,3,3,3,3,1,1,1,1,0,-3,1,-5,4,13,-5,31.5672,3732
373261,373,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-8,29,-5,0,3732
374101,374,1,2,2,3,2,3,2,1,1,3,2,4,2,3,-3,-3,-3,-3,1,-3,2,-5,1,31,-5,277.953,3741
374102,374,1,-9,-9,-9,-9,-9,-9,-9,-9,-4,-4,-4,-4,-4,-9,-9,-9,-9,1,-4,1,-5,2,43,-5,540.8351,3741
374105,374,1,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,3,2,-9,-9,-9,-9,0,-3,1,-5,1,-4,-5,0,3741
374106,374,1,4,3,1,-9,-9,-9,-9,-9,1,1,2,3,3,1,1,1,1,0,-4,2,-5,1,-4,-5,0,3741
374107,374,1,1,4,4,1,1,3,4,3,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-4,2,-5,1,43,-5,263.5286,3741
374108,374,1,2,3,4,3,4,2,2,2,4,2,1,3,4,-3,-3,-3,-3,1,-3,1,-5,2,51,-5,243.0727,3741
374109,374,1,2,3,3,4,3,3,3,4,-8,-8,-8,-8,-8,1,1,1,1,0,-4,2,-5,1,11,-5,249.3095,3741
374110,374,1,2,2,2,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,2,2,1,2,0,-4,2,-5,1,43,-5,240.3617,3741
374111,374,1,2,2,2,4,2,1,1,1,3,1,2,2,3,-3,-3,-3,-3,1,-4,2,-5,1,41,-5,234.0231,3741
374112,374,1,2,2,2,4,2,4,3,3,-4,-4,-4,-4,-4,-3,-3,-3,-3,1,-4,2,-5,1,11,-5,255.3981,3741
374113,374,1,-9,-9,-9,-9,-9,-9,-9,-9,3,2,2,2,4,-3,-3,-3,-3,1,-9,1,-5,1,51,-5,436.1342,3741
374114,374,1,2,3,3,4,4,4,4,4,2,2,2,2,2,2,2,2,2,0,-4,2,-5,1,-3,-5,0,3741
374115,374,1,3,3,3,2,1,2,-9,-9,2,1,2,2,2,-3,-3,-3,-3,1,-4,2,-5,1,41,-5,241.2961,3741
374116,374,1,-4,-4,-4,-4,-4,-4,-4,-4,-8,-8,-8,-8,-8,-4,-4,-4,-4,-4,-4,-4,-5,-4,31,-5,424.6831,3741
374118,374,1,2,4,2,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,1,1,1,1,0,-3,2,-5,1,43,-5,0,3741
374119,374,1,2,2,1,3,2,2,2,3,2,1,2,2,2,-3,-3,-3,-3,1,-3,2,-5,1,25,-5,388.4198,3741
374120,374,1,-9,-9,-9,-9,-9,-9,-9,-9,-4,-4,-4,-4,-4,-3,-3,-3,-3,1,-4,1,-5,2,51,-5,335.1583,3741
374121,374,1,-9,-9,-9,-9,-9,-9,-9,-9,4,4,4,4,4,-3,-3,-3,-3,1,-3,2,-5,1,43,-5,252.5973,3741
374122,374,1,-9,-9,-9,-9,-9,-9,-9,-9,2,1,1,2,2,-3,-3,-3,-3,1,-4,2,-5,1,-4,-5,0,3741
374124,374,1,-9,-9,-9,-9,-9,-9,-9,-9,3,3,3,3,3,-3,-3,-3,-3,1,0,2,-5,1,-3,-5,247.7716,3741
374125,374,1,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,2,2,-9,-9,-9,-9,0,0,2,-5,1,43,-5,250.8583,3741
374126,374,1,-9,-9,-9,-9,-9,-9,-9,-9,-4,-4,-4,-4,-4,2,2,2,2,0,-3,1,-5,2,-4,-5,0,3741
374127,374,1,2,2,2,4,4,4,4,4,-8,-8,-8,-8,-8,1,1,1,1,0,-3,1,-5,1,47,-5,266.3469,3741
374128,374,1,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,2,1,1,1,1,1,0,-4,2,-5,2,11,-5,225.677,3741
374129,374,1,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-4,1,-5,1,51,-5,254.2741,3741
374131,374,1,2,3,2,2,1,2,2,1,2,3,3,3,3,1,1,1,1,0,-3,2,-5,1,-4,-5,0,3741
374201,374,2,-4,-4,-4,-4,-4,-4,-4,-4,-8,-8,-8,-8,-8,-4,-4,-4,-4,-4,-4,-4,-5,-4,-8,-5,0,3742
374203,374,2,3,3,3,-9,-9,-9,-9,-9,3,4,3,4,3,-3,-3,-3,-3,1,-4,2,-5,4,31,-5,225.6628,3742
374205,374,2,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,2,2,-3,-3,-3,-3,1,-4,2,-5,4,13,-5,225.6976,3742
374213,374,2,3,4,3,3,3,2,2,2,3,3,3,3,3,-3,-3,-3,-3,1,-4,1,-5,4,11,-5,224.3298,3742
374214,374,2,-9,-9,-9,-9,-9,-9,-9,-9,4,3,3,3,3,-3,-3,-3,-3,1,-4,2,-5,2,-4,-5,0,3742
374217,374,2,1,2,1,4,4,4,4,4,3,3,3,4,4,-3,-3,-3,-3,1,-4,2,-5,4,13,-5,235.2367,3742
374218,374,2,-9,-9,-9,-9,-9,-9,-9,-9,1,2,3,3,3,-3,-3,-3,-3,1,-4,1,-5,3,33,-5,340.6727,3742
374219,374,2,-9,-9,-9,-9,-9,-9,-9,-9,3,3,2,3,3,-3,-3,-3,-3,1,-4,1,-5,3,27,-5,245.8916,3742
374220,374,2,-9,-9,-9,-9,-9,-9,-9,-9,3,3,3,3,3,-9,-9,-9,-9,0,-4,1,-5,4,19,-5,236.3742,3742
374221,374,2,-9,-9,-9,-9,-9,-9,-9,-9,2,1,1,2,2,-3,-3,-3,-3,1,-4,2,-5,3,41,-5,242.0145,3742
374222,374,2,-7,-7,-7,-7,-7,-7,-7,-7,4,2,2,4,4,-3,-3,-3,-3,1,-4,2,-5,4,23,-5,246.0742,3742
374223,374,2,2,2,3,2,1,-9,-9,-9,4,4,4,4,4,-3,-3,-3,-3,1,-4,2,-5,4,25,-5,238.3107,3742
374228,374,2,1,2,1,4,3,-9,-9,-9,4,4,4,4,4,-3,-3,-3,-3,1,-4,1,-5,4,13,-5,230.566,3742
374229,374,2,3,3,3,3,3,2,2,2,3,3,3,3,3,-3,-3,-3,-3,1,-4,2,-5,4,25,-5,227.6392,3742
374230,374,2,-9,-9,-9,-9,-9,-9,-9,-9,2,3,3,4,3,-3,-3,-3,-3,1,-4,1,-5,4,13,-5,236.2877,3742
374233,374,2,-9,-9,-9,-9,-9,-9,-9,-9,-4,-4,-4,-4,-4,-9,-9,-9,-9,1,-4,1,-5,2,47,-5,310.1007,3742
375101,375,1,2,3,2,4,4,4,4,4,4,4,4,4,4,-3,-3,-3,-3,1,-4,2,-5,4,13,-5,206.4,3751
375103,375,1,2,4,3,4,4,3,3,4,2,2,2,2,2,-3,-3,-3,-3,1,0,1,-5,4,-4,-5,0,3751
375104,375,1,3,3,3,2,2,2,2,2,2,1,1,2,2,-3,-3,-3,-3,1,-3,2,-5,2,15,-5,49.7055,3751
375105,375,1,2,4,3,3,2,3,3,3,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,1,-5,4,11,-5,287.4833,3751
375106,375,1,3,3,3,2,2,2,2,2,2,2,2,2,2,-3,-3,-3,-3,1,0,2,-5,2,11,-5,240.0242,3751
375108,375,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-4,1,-5,-8,-4,-5,0,3751
375109,375,1,-9,-9,-9,-9,-9,-9,-9,-9,-4,-4,-4,-4,-4,-3,-3,-3,-3,1,-4,2,-5,4,13,-5,213.5596,3751
375110,375,1,3,3,2,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-4,2,-5,3,31,-5,297.3489,3751
375113,375,1,-9,-9,-9,-9,-9,-9,-9,-9,2,3,3,3,3,-9,-9,-9,-9,1,-4,2,-5,2,41,-5,202.934,3751
375115,375,1,-9,-9,-9,-9,-9,-9,-9,-9,3,2,2,2,1,-3,-3,-3,-3,1,-4,1,-5,2,11,-5,250.9413,3751
375118,375,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-4,1,-5,-8,53,-5,549.0696,3751
375119,375,1,2,2,2,4,4,4,4,4,4,4,4,4,4,-3,-3,-3,-3,1,-4,1,-5,4,27,-5,225.6093,3751
375120,375,1,2,2,2,2,2,3,3,3,2,2,1,3,3,-3,-3,-3,-3,1,-4,2,-5,3,29,-5,222.264,3751
375121,375,1,2,3,2,2,3,2,2,2,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-4,1,-5,3,27,-5,242.0987,3751
375122,375,1,3,3,3,2,2,2,2,2,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-4,1,-5,3,39,-5,390.7626,3751
375124,375,1,4,4,4,2,2,2,2,3,3,2,2,3,3,1,1,1,1,0,-4,1,-5,4,51,-5,76.9322,3751
375125,375,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-4,1,-5,-8,-8,-5,0,3751
375126,375,1,3,3,4,3,3,2,2,2,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,1,-5,2,-4,-5,0,3751
375201,375,2,2,2,2,3,3,3,3,3,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,2,-5,3,43,-5,237.7674,3752
375202,375,2,3,2,2,2,2,-9,2,3,2,3,3,3,3,-3,-3,-3,-3,1,-4,2,-5,3,43,-5,247.5334,3752
375203,375,2,-9,-9,-9,-9,-9,-9,-9,-9,2,4,3,4,4,-3,-3,-3,-3,1,-3,2,-5,4,29,-5,239.8856,3752
375204,375,2,2,2,1,4,3,4,4,4,2,1,1,3,2,-3,-3,-3,-3,1,-3,2,-5,4,27,-5,253.6592,3752
375205,375,2,2,3,2,2,2,2,3,3,-4,-4,-4,-4,-4,-3,-3,-3,-3,1,-3,1,-5,3,27,-5,339.9819,3752
375206,375,2,4,4,4,1,1,2,2,2,1,1,2,2,2,-3,-3,-3,-3,1,-4,2,-5,1,41,-5,270.8739,3752
375207,375,2,2,3,2,3,3,4,4,4,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,1,-5,3,25,-5,281.3318,3752
375208,375,2,1,3,2,2,2,2,2,2,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-4,1,-5,3,35,-5,312.7275,3752
375209,375,2,2,2,3,2,2,2,2,2,2,2,1,3,3,-3,-3,-3,-3,1,-3,2,-5,3,27,-5,240.8688,3752
375210,375,2,3,3,2,2,1,3,2,3,1,1,1,3,1,-3,-3,-3,-3,1,-4,2,-5,3,43,-5,239.9001,3752
375211,375,2,2,1,1,4,3,4,4,4,2,2,2,3,4,-3,-3,-3,-3,1,-3,1,-5,3,19,-5,297.8217,3752
375212,375,2,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,2,-5,2,43,-5,312.5085,3752
375214,375,2,2,3,2,3,3,3,3,3,2,2,2,2,3,-3,-3,-3,-3,1,-4,1,-5,3,51,-5,291.2878,3752
375215,375,2,3,3,3,3,2,2,2,3,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-4,2,-5,4,41,-5,252.5099,3752
375216,375,2,-9,-9,-9,4,4,-9,-9,-9,4,4,4,3,4,-3,-3,-3,-3,1,-4,1,-5,4,25,-5,285.8432,3752
375217,375,2,4,4,4,1,1,1,1,1,-8,-8,-8,-8,-8,1,2,3,3,0,1,2,-5,1,43,-5,83.1752,3752
375218,375,2,3,3,3,1,1,2,2,2,3,3,3,3,3,-3,-3,-3,-3,1,-3,1,-5,3,27,-5,299.1729,3752
375219,375,2,2,3,3,2,3,3,3,3,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,2,-5,4,25,-5,262.9675,3752
375220,375,2,2,2,2,3,3,3,3,3,2,2,4,3,4,-3,-3,-3,-3,1,-3,1,-5,4,11,-5,274.6866,3752
375221,375,2,-9,-9,-9,-9,-9,-9,-9,-9,-4,-4,-4,-4,-4,-9,-9,-9,-9,1,-3,1,-5,4,37,-5,296.227,3752
375222,375,2,-9,-9,-9,-9,-9,-9,-9,-9,4,4,3,4,3,-9,-9,-9,-9,0,-4,1,-5,4,-4,-5,0,3752
375223,375,2,4,4,3,2,2,2,2,2,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-4,2,-5,4,29,-5,235.9068,3752
375224,375,2,4,4,4,4,4,4,3,4,2,2,2,2,2,-3,-3,-3,-3,1,-3,1,-5,4,25,-5,270.9142,3752
375225,375,2,3,3,1,2,2,2,4,3,2,2,2,3,2,-3,-3,-3,-3,1,-4,1,-5,3,49,-5,273.2543,3752
375226,375,2,-4,-4,-4,-4,-4,-4,-4,-4,-8,-8,-8,-8,-8,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-5,0,3752
375227,375,2,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-4,1,-5,1,47,-5,356.7951,3752
375261,375,2,-8,-8,-8,-8,-8,-8,-8,-8,1,2,3,4,3,-8,-8,-8,-8,-8,-8,-8,-5,-8,11,-5,0,3752
376101,376,1,3,4,3,2,1,3,3,3,-8,-8,-8,-8,-8,1,1,1,2,0,-3,2,-5,1,43,-5,0,3761
376103,376,1,3,3,3,2,2,2,2,1,-8,-8,-8,-8,-8,1,1,1,1,0,0,1,-5,2,51,-5,24.0014,3761
376104,376,1,-9,-9,-9,-9,-9,-9,-9,-9,2,3,2,2,2,-3,-3,-3,-3,1,-3,2,-5,1,33,-5,256.0912,3761
376105,376,1,1,1,1,4,4,4,4,4,3,4,4,4,4,1,1,1,1,0,0,1,-5,1,11,-5,248.3135,3761
376107,376,1,2,3,2,4,4,4,4,4,2,2,2,2,2,-3,-3,-3,-3,1,-3,1,-5,4,35,-5,236.4647,3761
376108,376,1,2,2,3,2,3,4,3,4,3,3,4,4,3,1,1,1,1,0,-3,2,-5,2,41,-5,231.2174,3761
376109,376,1,4,4,4,2,2,-6,1,2,2,2,2,2,2,-3,-3,-3,-3,1,-3,1,-5,2,39,-5,246.3033,3761
376110,376,1,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-9,-9,-9,-9,0,-3,1,-5,1,43,-5,0,3761
376112,376,1,2,3,2,3,2,3,3,2,2,2,3,3,3,1,1,1,1,0,0,2,-5,1,41,-5,277.6753,3761
376113,376,1,1,2,2,4,4,3,4,4,3,3,4,3,4,1,1,1,1,0,0,1,-5,2,29,-5,268.9734,3761
376114,376,1,-9,2,2,2,2,2,2,2,-4,-4,-4,-4,-4,1,2,1,1,0,-3,2,-5,2,-4,-5,0,3761
376115,376,1,3,2,2,2,2,1,-9,-9,3,3,2,2,3,1,2,1,1,0,0,1,-5,4,47,-5,239.5893,3761
376116,376,1,2,4,3,4,4,4,4,4,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,1,-5,2,15,-5,0,3761
376117,376,1,3,3,3,4,2,3,4,3,2,3,3,3,3,2,3,3,3,0,0,2,-5,1,13,-5,260.8739,3761
376118,376,1,3,3,3,2,2,2,2,2,2,2,2,2,2,-3,-3,-3,-3,1,0,2,-5,2,11,-5,240.8063,3761
376119,376,1,2,3,4,2,2,2,4,2,3,3,4,3,3,-3,-3,-3,-3,1,0,1,-5,2,35,-5,243.1163,3761
376120,376,1,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,3,2,-9,-9,-9,-9,1,-3,2,-5,2,-4,-5,0,3761
376121,376,1,2,3,3,4,4,4,3,4,2,2,1,3,2,-3,-3,-3,-3,1,-3,1,-5,4,13,-5,158.8071,3761
376122,376,1,3,3,2,3,3,3,3,3,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,2,-5,3,37,-5,0,3761
376201,376,2,-7,-7,-7,-7,-7,-7,-7,-7,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,1,-5,3,25,-5,455.1671,3762
