CASENUM,GENDER,AB34D,ASCIIRT,CSCIIRT,ESCIIRT,GSCIIRT,ISCIIRT,KSCIIRT
5462,1,3,50.21,61.76,62.07,61.69,64.75,67.96
5463,1,1,32.52,32.96,39.04,41.91,36.77,39.6
5464,1,2,NA,56.27,NA,67.56,65.37,NA
5465,1,2,51.86,57.54,65.09,66.47,60.55,64.59
5466,2,1,55.55,50.33,41.19,NA,NA,NA
5467,2,NA,NA,NA,NA,58.27,58.71,59.48
5468,1,1,58.19,62.24,62.39,65.56,70.59,65.64
5469,2,2,34.75,36.58,NA,NA,NA,NA
5470,1,2,61.8,68.71,66.86,70.81,76.03,NA
5471,2,NA,NA,NA,NA,63.74,70.61,69.52
5472,1,NA,59.46,65.36,67.32,70.23,67.28,74.75
5473,2,2,66.65,67.6,71.62,NA,79.42,81.61
5474,1,2,64.04,73.15,76.32,81.43,NA,81.9
5475,2,NA,NA,NA,NA,NA,64.9,61.74
5476,2,2,48.09,53.03,62.68,62.83,NA,62.44
5477,2,3,65.02,69.22,79.9,80.18,79.92,NA
5478,1,NA,NA,NA,NA,50.94,58.61,56.26
5479,1,NA,NA,NA,NA,64.17,NA,NA
5480,2,1,39.74,38.61,45.35,47.3,NA,57.13
5481,2,NA,NA,NA,NA,69.73,77.09,79.24
5482,2,NA,NA,NA,NA,73.25,80.96,79.18
5483,2,1,46.76,47.99,53.36,57.23,63.92,65.59
5484,1,NA,NA,NA,NA,45.32,46.19,40.36
5485,1,NA,NA,NA,NA,40.74,NA,NA
5486,2,3,59.85,59.85,61.28,61.46,63.8,NA
5487,2,NA,NA,NA,NA,66.84,70.4,NA
5488,1,1,29.38,29.32,34.41,33.85,NA,NA
5489,1,NA,NA,NA,NA,76.83,NA,NA
5490,1,1,50.09,57.66,68.31,71.04,71.78,67.93
5491,2,NA,NA,NA,NA,65.31,NA,NA
5492,1,3,37.2,31.86,32.95,NA,NA,NA
5493,1,1,42.01,NA,NA,NA,NA,NA
5494,1,NA,NA,NA,NA,61.7,65.57,64
5495,1,2,49.72,50.24,58.24,61.66,62.55,62.42
5496,2,NA,NA,NA,NA,51.3,NA,63.12
5497,2,2,39.51,66.83,67.44,59.47,NA,54.71
5498,2,NA,NA,NA,NA,49.11,51.11,55.21
5499,1,2,63.84,66.15,71.79,73.13,76.75,75.62
5500,1,NA,NA,NA,NA,43.75,51.71,53.78
5501,1,2,51.34,57.34,61.81,71.8,NA,NA
5502,1,NA,NA,NA,NA,71.98,76.61,71.82
5503,1,NA,NA,NA,NA,60.49,61.64,61.27
5504,1,NA,NA,NA,NA,59.33,NA,NA
5505,2,NA,NA,NA,NA,46.11,56.36,52.65
5506,1,1,35.72,49.02,50.78,51.4,NA,NA
5507,2,NA,NA,NA,NA,48.44,63.81,68.85
5508,2,2,44.62,56.07,NA,NA,NA,NA
5509,1,2,49.69,50.2,56.19,60.93,NA,NA
5510,2,NA,NA,NA,NA,65.2,71.64,NA
5511,2,NA,NA,NA,NA,49.99,53.07,54.64
5512,2,2,63.92,61.19,62.53,56.88,NA,NA
5513,2,NA,NA,NA,NA,59.19,69.41,75.24
5514,1,1,50.56,NA,NA,NA,NA,NA
5515,2,3,61.97,67.63,69.14,75.11,77.18,78.84
5516,1,NA,NA,NA,NA,61.52,74.45,NA
5517,2,3,58.1,56.13,64.93,67.02,71.34,64.49
5518,2,NA,NA,NA,NA,53.11,66.05,68.61
5519,2,NA,52.22,51.46,51.92,NA,NA,NA
5520,2,NA,NA,NA,NA,47.62,NA,NA
5521,1,1,56.39,53.94,59.8,66.14,66.17,NA
5522,2,NA,NA,NA,NA,78.23,76.39,NA
5523,2,NA,NA,NA,NA,71.67,76.45,73.54
5524,1,1,43.17,48.98,55.39,62.57,69.88,65.83
5525,1,NA,NA,NA,NA,NA,70.05,68.63
5526,2,NA,NA,NA,NA,75.37,84.62,85.84
5527,1,2,55.29,69.13,67.49,72.52,74.67,78.67
5528,2,2,38.6,NA,38.93,NA,NA,NA
5529,1,NA,NA,NA,NA,52.25,NA,NA
5530,2,2,39.54,53.91,56.04,NA,54.3,NA
5531,2,NA,NA,NA,NA,69.23,65.16,66.04
5532,2,NA,NA,NA,NA,67.43,72.49,79.59
5533,2,3,65.36,NA,NA,NA,NA,NA
5534,2,NA,NA,NA,NA,52.67,56.32,NA
5535,2,2,66.25,69.24,76.57,75.95,81.36,78.14
5536,1,NA,NA,NA,NA,51.12,53.57,57.54
5537,2,NA,NA,NA,NA,59.75,58.77,63.65
5538,1,3,61.81,62.94,69.9,74.5,75.61,75.68
5539,1,NA,NA,NA,NA,52.84,62.57,64.78
5540,1,1,55.42,70.06,70.14,74.19,NA,NA
5541,2,NA,NA,NA,NA,57.61,58.13,65.21
5542,1,1,43.71,49.62,50.81,51.85,56.22,55.49
5543,1,1,43.9,37.78,37.52,48.8,NA,NA
5544,1,NA,NA,NA,NA,64.4,71.57,74.24
5545,1,2,53.01,NA,69.6,63.21,64.19,NA
5546,2,1,47.92,45.08,49.53,53,48.11,48.07
5547,2,2,34.52,30.18,41.01,36.71,39.98,43.17
5548,1,1,32.37,50.54,51.3,47.89,41.81,51.43
5549,2,NA,NA,NA,NA,74.54,NA,NA
5550,1,NA,NA,NA,NA,75.24,82.83,85.07
5551,2,1,52.94,45.45,NA,NA,NA,NA
5552,2,NA,NA,NA,NA,64.46,74.49,77
5553,2,1,56.99,NA,NA,NA,NA,NA
5554,1,NA,NA,NA,NA,53.19,56.29,52.39
5555,1,NA,NA,NA,NA,45.65,60.82,NA
5556,2,NA,NA,NA,NA,68.38,71.66,73.68
5557,2,NA,NA,NA,NA,62.91,61.8,61.76
5558,2,NA,NA,NA,NA,NA,NA,NA
5559,1,NA,NA,NA,NA,45.98,58.24,57.67
5560,2,1,44.54,38.99,47.9,57.45,64.63,63.92
5561,2,NA,NA,NA,NA,72.7,70.41,74.75
5562,2,NA,NA,NA,NA,56.74,NA,NA
5563,1,NA,NA,NA,NA,51.87,64.92,62.95
5564,1,1,42.21,43.52,NA,NA,NA,NA
5565,2,1,37.26,NA,NA,NA,NA,37.06
5566,2,1,42.77,46.04,53.43,53.54,NA,64.32
5567,2,2,57.46,NA,NA,NA,62.01,NA
5568,2,NA,NA,NA,NA,74.48,78.93,81.15
5569,1,NA,NA,NA,NA,63.5,59.6,64.05
5570,1,1,44.3,66.55,66.07,62.25,74.84,71.26
5571,1,NA,NA,NA,NA,61.97,NA,NA
5572,2,2,59.5,64.73,69.61,67.88,71.31,72.6
5573,2,2,49.36,49.94,57.7,64.1,65.05,NA
5574,2,1,43.41,54.69,53.66,53.9,NA,NA
5575,1,NA,NA,NA,NA,72.71,72.16,70.59
5576,1,3,58.02,59.56,65.68,65.58,70.1,68.56
5577,2,1,42.66,32.13,41.21,79.71,NA,61.5
5578,2,NA,46.93,NA,35.04,69.65,68.29,NA
5579,2,NA,NA,NA,NA,71.2,72.38,79.1
5580,2,2,71.29,65.13,72.96,75.76,NA,NA
5581,1,1,36.44,41.41,50.76,54.36,62.41,58.88
5582,1,2,45.16,53.3,57.89,56,63.45,NA
5583,2,1,55.07,NA,53.77,54.68,49.91,NA
5584,2,NA,NA,NA,NA,37.86,35.91,41.56
5585,2,NA,NA,NA,NA,65.83,70.72,NA
5586,2,2,64.03,61.1,62.08,65.55,68.26,70.41
5587,2,NA,NA,NA,NA,48.93,48.26,55.37
5588,2,NA,NA,NA,NA,NA,NA,NA
5589,2,3,55.49,NA,NA,NA,NA,NA
5590,2,2,63.48,64.97,71.57,74.88,75.5,69.73
5591,1,NA,45.15,50.94,55.59,63.74,59.15,NA
5592,1,2,54.04,45.3,58.04,66.88,60.77,62.59
5593,1,2,37.37,40.21,43.51,NA,52.92,53
5594,2,1,54.46,61.65,60.74,71.18,NA,NA
5595,2,NA,42.68,NA,35.33,NA,NA,NA
5596,1,2,32.83,38.86,43.13,NA,51.01,73.46
5597,2,1,42.31,44.06,NA,NA,NA,NA
5598,1,2,34.57,39.57,35.53,36.2,48.23,NA
5599,1,NA,NA,NA,NA,58.82,54.15,63.32
5600,1,NA,NA,NA,NA,65.62,71.02,73.9
5601,2,NA,NA,NA,NA,56.25,NA,42.79
5602,1,2,48.09,53.36,NA,62.09,65.2,67.51
5603,1,2,51.38,59.15,NA,NA,NA,NA
5604,1,NA,NA,NA,NA,71.08,NA,NA
5605,2,2,59.43,NA,NA,NA,NA,NA
5606,2,NA,NA,NA,NA,51.64,44.21,47.46
5607,2,2,NA,NA,NA,NA,NA,NA
5608,2,NA,NA,NA,NA,56.18,48.92,64.8
5609,2,NA,NA,NA,NA,69.38,76.2,82.6
5610,1,3,48.03,NA,NA,NA,NA,NA
5611,2,3,52.31,57.48,59.88,59.38,66.7,NA
5612,2,2,57.99,65.65,69.09,67.79,67.69,NA
5613,2,1,57.63,58.53,66.6,63.13,58.72,NA
5614,1,NA,NA,NA,NA,60.23,66.75,71.4
5615,2,NA,NA,NA,NA,77.21,73.48,74.98
5616,1,NA,NA,NA,NA,48.79,NA,53.96
5617,2,NA,NA,NA,NA,82.04,82.54,79.36
5618,2,3,75.36,74.94,82.05,83.27,86.36,NA
5619,2,NA,NA,NA,NA,69.9,80.26,80.22
5620,2,NA,40.63,44.48,NA,NA,NA,NA
5621,2,2,38.25,38.68,33.32,52.15,46.31,40.66
5622,2,2,31.24,34.79,30.44,38.03,NA,NA
5623,1,2,56.45,62.93,59.02,64.75,64.79,65.64
5624,2,NA,NA,NA,NA,65.67,67.36,78.18
5625,2,NA,NA,NA,NA,64.16,68.16,75.93
5626,2,NA,NA,NA,NA,59,61.19,NA
5627,2,2,49.92,54.85,NA,NA,NA,NA
5628,1,NA,NA,NA,NA,65.9,73.37,74.37
5629,1,3,59.67,68.45,67.22,67.65,NA,NA
5630,1,3,50.13,57.82,69.97,71.41,68.97,70.32
5631,2,NA,NA,NA,NA,70.82,74.46,NA
5632,2,NA,NA,NA,NA,79.55,86.48,82.8
5633,2,NA,NA,NA,NA,66.1,57.4,58.02
5634,2,2,54.32,62.07,65.93,NA,NA,NA
5635,2,1,51.14,NA,NA,NA,NA,NA
5636,2,2,60.72,NA,NA,61.66,76.6,NA
5637,2,NA,NA,NA,NA,79.64,76.3,82.45
5638,1,2,50.1,46.87,55.75,53.5,59.98,NA
5639,2,2,52.59,NA,46.04,52.38,NA,NA
5640,1,1,NA,44.34,53.93,49.63,47.63,NA
5641,2,NA,NA,NA,NA,65.22,NA,NA
5642,2,3,43.1,NA,45.56,54.23,NA,NA
5643,1,NA,52.75,NA,NA,NA,NA,NA
5644,2,3,35.47,NA,52.39,NA,NA,NA
5645,2,1,40.45,47.12,41.99,44.58,NA,NA
5646,1,NA,NA,NA,NA,67.95,66.98,NA
5647,2,NA,NA,NA,NA,63.18,64.45,63.16
5648,2,NA,NA,NA,NA,70.74,NA,NA
5649,1,2,38.03,43.39,40.63,45.42,NA,NA
5650,1,3,49.88,53.85,52.53,43.11,NA,NA
5651,2,3,45.15,58.22,58.53,63.12,56.12,NA
5652,2,NA,NA,NA,NA,68.94,73.39,68.47
5653,1,1,47.82,58.04,63.65,NA,NA,64.29
5654,2,NA,NA,NA,NA,NA,NA,NA
5655,2,NA,NA,NA,NA,47.84,NA,NA
5656,1,NA,NA,NA,NA,65.1,NA,70.98
5657,2,NA,NA,NA,NA,60.49,66.32,66.19
5658,2,1,48.2,60.03,NA,NA,NA,NA
5659,2,1,41.6,NA,39.52,53.03,52.92,54.3
5660,2,NA,NA,NA,NA,75.03,NA,76.16
5661,1,NA,NA,NA,NA,63.81,69.31,71.65
5662,2,NA,NA,NA,NA,55.08,64,NA
5663,1,NA,NA,NA,NA,65.5,NA,NA
5664,2,NA,NA,NA,NA,71.46,71.92,78.87
5665,1,1,41.96,56.32,60.98,57.04,64.09,61.18
5666,2,NA,NA,NA,NA,75.66,81.47,81.62
5667,2,NA,NA,NA,NA,39.47,NA,37.82
5668,2,1,55.36,70.61,73.32,78.02,81.46,NA
5669,2,1,39.04,50.17,52.09,55.23,58.29,NA
5670,2,1,52.98,59.01,54.68,NA,NA,NA
5671,1,2,65.7,73.08,74.88,74.93,NA,NA
5672,1,NA,NA,NA,NA,45.14,41.79,46.34
5673,2,NA,NA,NA,NA,68.25,NA,NA
5674,1,NA,NA,NA,NA,50.38,55.55,58.52
5675,2,3,56.48,58.1,66.77,72.42,NA,NA
5676,1,NA,NA,NA,NA,54.6,62.18,64.62
5677,1,NA,NA,NA,NA,58.66,62.16,64.82
5678,2,NA,NA,NA,NA,45.85,42.08,58.3
5679,1,NA,NA,NA,NA,67.64,68.43,70.35
5680,1,2,55.04,61.48,64.04,68.36,70.54,76.57
5681,1,1,39.78,45.91,41.9,55.89,NA,57.79
5682,1,2,59.39,59.65,64.33,61.41,65.82,61.57
5683,1,NA,NA,NA,NA,62.56,NA,NA
5684,1,1,44.76,35.89,53.91,NA,NA,NA
5685,1,NA,NA,NA,NA,53.2,64.42,62.22
5686,2,2,56.21,61.19,73.23,73.85,73.73,69.3
5687,2,NA,NA,NA,NA,77.67,NA,NA
5688,1,2,41.58,NA,NA,NA,NA,NA
5689,1,1,53.05,58.78,66.62,NA,NA,NA
5690,1,NA,NA,NA,NA,58.75,58.73,NA
5691,1,NA,NA,NA,NA,80.33,80.65,83.92
5692,2,3,67.45,72.79,78.74,79.89,85.85,87.78
5693,1,NA,NA,NA,NA,64.82,63.81,68.81
5694,1,NA,NA,NA,NA,72.26,79.42,82.01
5695,2,NA,NA,NA,NA,57.95,58.23,61.02
5696,2,NA,NA,NA,NA,78.47,83.39,84.95
5697,2,1,35.97,NA,NA,31.34,NA,NA
5698,1,2,39.01,45,49.8,53.06,54.99,NA
5699,2,2,61.78,61.02,64.47,71.63,75.61,74.22
5700,2,1,49.18,45.52,NA,NA,NA,NA
5701,1,2,47.15,54.66,64.7,67.19,69.22,66.2
5702,1,NA,NA,NA,NA,55.69,NA,60.54
5703,1,1,43.63,43.97,48.74,56.13,56.08,58.09
5704,1,1,46.29,56.76,59.03,62.23,66.22,68.21
5705,1,NA,NA,NA,NA,43.27,49.52,62.28
5706,2,3,56.51,53.96,57.9,NA,NA,NA
5707,2,NA,NA,NA,NA,61.63,NA,NA
5708,2,NA,NA,NA,NA,56.46,57.67,63.32
5709,1,NA,NA,NA,NA,46.26,NA,NA
5710,1,NA,NA,NA,NA,70.78,NA,NA
5711,2,1,45.1,38.94,50.82,58.58,58.54,49.78
5712,1,NA,NA,NA,NA,55.1,50.41,NA
5713,2,1,36.4,48.61,70.09,72.02,73.11,77.66
5714,2,NA,NA,NA,NA,49.99,51.62,65.9
5715,2,NA,NA,NA,NA,57.41,60.63,62.1
5716,1,2,50.27,52.35,63.21,63.72,NA,NA
5717,1,2,62.9,63.98,NA,NA,NA,NA
5718,2,2,58.09,71.89,66.46,66.76,69.83,75.38
5719,2,2,67.01,65.62,68.18,66.22,74.09,71.65
5720,2,2,52.22,52.87,59.65,62.42,58.78,58.66
5721,1,NA,NA,NA,NA,74.94,77.35,80.12
5722,2,2,60.55,55.25,51.56,NA,45.92,67.73
5723,1,1,40.97,37.54,42.22,NA,NA,NA
5724,1,NA,NA,NA,NA,55.77,NA,48.2
5725,2,NA,NA,NA,NA,77.43,82.57,84.41
5726,1,2,41.81,45.76,45.83,46.18,55.7,48.76
5727,2,1,39.53,61.5,61.02,55.2,NA,NA
5728,2,1,41.05,37.48,NA,NA,59.93,NA
5729,1,1,50.94,58.61,NA,NA,NA,NA
5730,2,NA,NA,NA,NA,74.39,78.69,78.57
5731,1,NA,NA,NA,NA,58.09,59.16,59.8
5732,2,NA,NA,NA,NA,65.7,63.51,63.37
5733,2,NA,NA,NA,NA,62.85,70.51,73.66
5734,1,NA,NA,NA,NA,62.44,69.04,61.75
5735,1,2,48.49,54.64,NA,48.79,43.07,NA
5736,1,3,44,40.29,48.4,43.65,51.64,59.37
5737,1,2,43.2,49.41,59.48,65.58,64.9,61.81
5738,2,1,64.73,70.73,71.83,82.86,NA,NA
5739,1,1,52.31,55.38,62.53,63.15,64.52,65.88
5740,2,NA,NA,NA,NA,60.94,65.56,68.18
5741,1,2,67.33,NA,NA,NA,NA,NA
5742,1,2,36.39,NA,NA,57.38,NA,NA
5743,1,NA,NA,NA,NA,69.91,72.49,80.05
5744,1,NA,NA,NA,NA,66.96,74.48,74.15
5745,2,NA,NA,NA,NA,64.11,56.97,52.31
5746,2,1,38.49,42.31,59.95,NA,NA,54.24
5747,2,NA,NA,NA,NA,60.14,66.81,NA
5748,2,NA,NA,NA,NA,69.18,69.35,77.99
5749,2,NA,NA,NA,NA,67.17,66.7,67.51
5750,2,1,30.45,42.32,35.82,39.82,43.01,41.65
5751,2,NA,NA,NA,NA,64.29,NA,NA
5752,1,NA,NA,NA,NA,53.35,54.14,NA
5753,1,NA,NA,NA,NA,61.18,64.35,61.66
5754,2,NA,NA,NA,NA,63.43,64.7,60.06
5755,2,NA,NA,NA,NA,60.98,64.05,68.94
5756,1,1,29.04,43.57,NA,NA,NA,NA
5757,1,1,47.89,49.59,49.43,NA,49.4,51.5
5758,2,NA,NA,NA,NA,66.32,70.73,75.89
5759,1,NA,NA,NA,NA,43.16,NA,NA
5760,2,NA,59.27,54.74,54.72,64.47,NA,NA
5761,2,2,34.84,NA,NA,NA,NA,NA
5762,1,3,38.72,49.35,55.44,NA,NA,62.71
5763,2,NA,NA,NA,NA,83.64,85.26,82.62
5764,2,NA,NA,NA,NA,58.35,NA,NA
5765,2,1,64.18,67.72,68.76,72.6,77.01,76.01
5766,2,NA,NA,NA,NA,49.33,NA,NA
5767,1,NA,NA,NA,NA,61.87,NA,NA
5768,1,2,50.65,45.05,63.17,68.5,65.96,65.69
5769,1,NA,NA,NA,NA,71.48,74.25,NA
5770,2,NA,NA,NA,NA,41.14,45.69,NA
5771,1,1,47.3,48.57,49.04,53.96,51.89,56.81
5772,2,NA,NA,NA,NA,38.66,NA,NA
5773,1,3,61.09,65.37,70.25,70.03,69.92,66.44
5774,2,NA,NA,NA,NA,46.26,NA,NA
5775,2,1,58.36,62.84,65.25,65.81,NA,NA
5776,1,1,51.24,NA,43.56,NA,NA,NA
5777,1,1,59.12,60.38,62.09,NA,47.06,NA
5778,2,NA,NA,NA,NA,83.64,85.29,87.66
5779,2,2,52.55,49.6,NA,NA,NA,NA
5780,2,2,57.64,58.1,69.66,69.09,65.38,NA
5781,1,3,54.65,NA,58.2,NA,54.14,NA
5782,2,NA,NA,NA,NA,37.28,34.88,38.94
5783,2,NA,NA,NA,NA,72.82,77.7,75.56
5784,2,3,73.97,70.2,72.23,75.46,81.77,83.34
5785,1,3,59.26,61.35,70.89,70.29,80.9,84
5786,2,NA,NA,NA,NA,62.23,67.67,NA
5787,2,2,52.96,62.07,57.61,59.37,54.08,46.95
5788,1,2,27.48,35.47,43.63,36.06,36.33,NA
5789,2,1,43.33,47.08,41.61,51.87,58.69,NA
5790,2,2,52.54,53.89,59,55.54,64.14,66.27
5791,1,NA,NA,NA,NA,53,56.19,59.3
5792,2,NA,NA,NA,NA,55.52,57.18,61.11
5793,2,2,42.29,36.77,NA,NA,NA,NA
5794,1,2,43.14,52.64,58.61,65.11,64.64,65.68
5795,2,NA,NA,NA,NA,46.56,53.95,60
5796,2,NA,NA,NA,NA,46.03,NA,50.97
5797,2,NA,NA,NA,NA,53.31,59.1,55.22
5798,1,NA,NA,NA,NA,41.14,40.81,NA
5799,1,NA,NA,NA,NA,74.43,70.95,69.83
5800,2,2,32.46,57.96,62.5,66.33,74.94,NA
5801,2,3,55.02,59.91,73.07,NA,NA,NA
5802,1,NA,NA,NA,NA,61.49,69.69,66.41
5803,1,NA,NA,NA,NA,67.31,76.69,79.15
5804,1,NA,NA,NA,NA,59.83,58.8,72.97
5805,2,NA,40.69,45.74,65.36,66.56,61.02,NA
5806,2,3,49.4,51.46,54.44,58.15,60.29,65.51
5807,1,NA,NA,NA,NA,52.34,54.51,58.97
5808,1,3,40.1,NA,36.67,NA,NA,NA
5809,1,2,38.79,46.17,41.6,50.81,54.1,NA
5810,1,NA,NA,NA,NA,59.45,64.65,NA
5811,2,NA,NA,NA,NA,NA,NA,NA
5812,2,NA,NA,NA,NA,55.01,51.9,58.82
5813,2,1,61.21,61.87,64.35,66.76,74.05,74.23
5814,2,3,52.79,NA,NA,NA,NA,NA
5815,2,NA,NA,NA,NA,61.18,70.13,69.35
5816,2,NA,NA,NA,NA,67.57,65.26,69.21
5817,2,1,53.42,NA,NA,45.45,NA,NA
5818,1,NA,NA,NA,NA,64.19,64.56,66.66
5819,2,2,34.73,31.52,39.78,48.67,45.14,39.26
5820,2,NA,NA,NA,NA,63.89,69.9,63.9
5821,1,2,43.58,NA,NA,40.12,64.57,NA
5822,1,NA,NA,NA,NA,78.33,77.27,72
5823,1,NA,NA,NA,NA,64.99,NA,NA
5824,2,1,33.48,42.7,49.55,NA,NA,NA
5825,2,2,74.45,70.54,80.89,84.35,86.12,85.29
5826,2,NA,NA,NA,NA,49.4,49.49,54.04
5827,1,2,63.91,60.86,67.31,73.41,73.42,72.73
5828,1,1,43.88,NA,50.55,55.82,NA,59.76
5829,2,1,53.91,60.44,61.28,67.04,70.01,69.34
5830,2,1,64.97,NA,66.7,65.68,NA,NA
5831,2,1,51.02,52.7,61.88,67.04,66.43,NA
5832,2,2,53.09,60.47,NA,NA,NA,NA
5833,2,2,44.06,52.02,66.35,73.46,67.82,74.16
5834,2,3,67.44,66.57,71.3,78.76,81.17,74.57
5835,2,3,50.19,58.13,67.32,68.27,69.14,NA
5836,2,2,72.49,NA,69.19,77.58,84.86,87.12
5837,2,3,64.62,NA,60.03,NA,74.23,NA
5838,2,2,43.16,NA,42.55,38.21,NA,NA
5839,1,NA,NA,NA,NA,65.42,67.58,64.36
5840,1,NA,NA,NA,NA,52.97,55.2,NA
5841,2,3,68.06,71.85,67.82,71.61,80.12,75.68
5842,1,1,58.98,74.9,NA,67.91,73.71,70.58
5843,2,NA,NA,NA,NA,62.23,59.86,NA
5844,1,1,48.81,45.18,56.85,NA,NA,NA
5845,1,NA,NA,NA,NA,51.95,58.44,NA
5846,2,3,58.73,56.22,59.35,57.19,50.63,NA
5847,2,2,34.32,29.76,33.41,NA,NA,NA
5848,2,2,52.68,NA,64.88,67.95,69.77,70.05
5849,1,NA,32.01,43.61,43.83,NA,NA,NA
5850,2,NA,NA,NA,NA,64.74,NA,NA
5851,2,1,55.9,63.41,64.14,66.18,76.2,NA
5852,1,1,51.97,NA,45.38,NA,NA,65.64
5853,1,NA,NA,NA,NA,43.72,47.58,54.91
5854,1,NA,NA,NA,NA,53.02,53.87,50.86
5855,2,2,55.54,NA,NA,61.02,55.17,NA
5856,2,NA,NA,NA,NA,66.56,70.27,79.48
5857,1,1,56.55,59.19,62.91,NA,NA,NA
5858,2,1,45.97,42.39,55.8,NA,52.7,NA
5859,1,2,68.47,69.56,69.98,73.44,NA,NA
5860,2,2,55.59,NA,NA,NA,63.46,NA
5861,1,NA,NA,NA,NA,70.03,NA,68.39
5862,2,NA,NA,NA,NA,76.09,82,82.29
5863,2,NA,NA,NA,NA,54.07,58.96,NA
5864,2,2,61.47,67.14,76.6,NA,75.19,NA
5865,1,1,32.92,36.03,NA,NA,NA,NA
5866,2,3,NA,NA,NA,NA,NA,NA
5867,2,1,33.6,39.58,NA,NA,NA,NA
5868,1,NA,NA,NA,NA,55.41,50.66,54.71
5869,1,1,53.49,NA,55.68,56.21,53.21,64.81
5870,2,NA,NA,NA,NA,NA,NA,NA
5871,2,NA,41.95,45.2,61.54,57.01,49.68,NA
5872,2,NA,NA,NA,NA,60.84,55.94,60.61
5873,2,1,37,38.38,NA,61.37,NA,NA
5874,1,1,42.18,NA,NA,NA,NA,NA
5875,1,1,42.52,NA,36.1,58.97,NA,NA
5876,2,NA,NA,NA,NA,71.62,69.84,68.78
5877,2,NA,NA,NA,NA,52.54,NA,NA
5878,2,NA,NA,NA,NA,67.71,76.66,75.51
5879,1,3,65.32,67.34,69.77,73.98,83.32,91.5
5880,2,NA,NA,NA,NA,40.7,NA,NA
5881,2,2,55.29,61.71,60.1,59.38,59.84,64.89
5882,1,2,59.68,56.72,64.13,66.14,NA,NA
5883,1,NA,NA,NA,NA,70,NA,NA
5884,1,NA,NA,NA,NA,53.66,58.55,NA
5885,2,NA,NA,NA,NA,76.87,NA,NA
5886,1,2,45.22,51.21,46.76,56.07,NA,NA
5887,1,NA,NA,NA,NA,68.71,71.22,73.13
5888,1,3,57.97,61.74,69.19,71.76,70.78,76.03
5889,2,NA,NA,NA,NA,60.21,68.92,69.4
5890,2,3,61.49,68.56,63.28,68.23,74.77,NA
5891,1,1,51.46,NA,59.41,61.4,61.37,57.32
5892,2,NA,NA,NA,NA,63.36,77.88,77.94
5893,1,NA,NA,NA,NA,57.89,NA,NA
5894,1,1,58.38,61.21,63.08,63.24,71.62,NA
5895,2,NA,47.14,51.63,64.85,69.14,76.55,NA
5896,2,NA,NA,NA,NA,51.81,NA,NA
5897,1,2,59.1,59.31,NA,47.75,54.48,54
5898,1,3,44.61,59.59,57.23,62.7,69.54,67.41
5899,2,NA,NA,NA,NA,42.11,37.53,NA
5900,1,3,35.13,50,53.37,59.52,64.3,67.69
5901,1,1,36.44,40.84,37.9,NA,51.85,44.31
5902,2,1,46.01,40.08,48,NA,NA,NA
5903,1,1,45.98,45.57,45.31,49.76,NA,NA
5904,2,NA,NA,NA,NA,61.72,62.12,62.71
5905,1,NA,NA,NA,NA,71.88,81.82,79.83
5906,1,NA,NA,NA,NA,71.46,76.31,69.47
5907,1,NA,NA,NA,NA,66.08,NA,NA
5908,2,NA,NA,NA,NA,50.63,44.88,NA
5909,1,NA,NA,NA,NA,55.6,62.06,61.95
5910,1,NA,NA,NA,NA,36.8,44.92,NA
5911,1,1,51.25,54.42,51.7,NA,NA,NA
5912,2,NA,NA,NA,NA,55.67,55.26,55.72
5913,2,2,47.63,59.72,64.65,69.45,74.65,73.04
5914,2,2,42.21,46.58,NA,NA,NA,NA
5915,2,NA,NA,NA,NA,48.41,46.07,NA
5916,2,2,40.09,54.2,53.47,45.71,38.93,37.35
5917,2,3,44.42,59.29,NA,NA,NA,NA
5918,1,NA,NA,NA,NA,51.31,63.08,60.55
5919,2,3,56.42,48.5,NA,57.18,NA,NA
5920,1,2,37.61,41.75,40.28,40.08,NA,NA
5921,1,1,54.53,66.99,68.04,67.34,76.52,84.06
5922,2,NA,NA,NA,NA,80.23,79.75,NA
5923,1,NA,NA,NA,NA,59.34,64.46,60.94
5924,2,2,61.8,NA,NA,NA,NA,NA
5925,1,2,39.9,37.59,68.23,73.8,77.89,76.82
5926,1,3,61.54,NA,NA,NA,NA,NA
5927,2,NA,NA,NA,NA,80.01,81.89,86.53
5928,2,NA,NA,NA,NA,35.4,50.15,45.59
5929,1,NA,NA,NA,NA,50.72,NA,NA
5930,1,NA,NA,NA,NA,55.51,NA,NA
5931,1,2,30.74,37.49,48.24,49.6,NA,NA
5932,1,NA,NA,NA,NA,59.17,63.18,76.12
5933,1,NA,NA,NA,NA,65.14,64.02,NA
5934,2,2,48.97,74.87,NA,52.98,83.84,NA
5935,1,2,45.32,NA,57.81,54.4,52.46,NA
5936,1,NA,NA,NA,NA,51.68,NA,NA
5937,1,NA,NA,NA,NA,65.89,72.24,NA
5938,1,NA,NA,NA,NA,46.99,52.89,NA
5939,1,1,48.36,61.5,61.29,71.27,79.31,75.06
5940,2,2,NA,53.91,NA,NA,NA,NA
5941,2,2,48.51,48.7,52.47,NA,NA,NA
5942,2,1,54.85,57.2,57.31,62.12,58.58,63.65
5943,1,1,NA,NA,NA,NA,NA,NA
5944,1,NA,NA,NA,NA,60.23,62.3,56.77
5945,2,NA,NA,NA,NA,71.83,78.16,80.99
