CASENUM,GENDER,AB34D,ASCIIRT,CSCIIRT,ESCIIRT,GSCIIRT,ISCIIRT,KSCIIRT
1479,2,1,60.55,58.76,57.65,60.65,68.53,71.89
1480,2,2,59.43,50.64,58.9,64.68,64.25,61.77
1481,2,NA,NA,NA,NA,71.03,67.58,66.61
1482,1,1,41.9,47.04,60.38,62.37,NA,NA
1483,1,2,45.65,38.28,60.7,63.03,NA,NA
1484,1,2,50.56,NA,NA,48.41,49.28,50.86
1485,2,NA,NA,NA,NA,63.2,NA,NA
1486,1,NA,NA,NA,NA,71.64,72.39,74.97
1487,1,1,50.67,61.43,67.42,65.74,67.11,64.16
1488,1,3,45.09,NA,49.33,41.63,57.52,NA
1489,1,NA,NA,NA,NA,56.14,65.37,NA
1490,2,NA,NA,NA,NA,70.28,73.54,68.93
1491,2,3,48.92,59.63,NA,63.08,75.44,NA
1492,1,2,38.59,54.01,49.29,56.16,NA,NA
1493,2,1,56.72,65.51,77.85,80.35,82.39,76.81
1494,2,NA,42.33,NA,63.54,NA,55.65,NA
1495,2,3,53.53,63.69,62.08,68.35,66.08,77.4
1496,1,NA,NA,NA,NA,64.48,NA,NA
1497,2,3,52.8,60.46,NA,NA,NA,NA
1498,2,2,42.48,56.84,61.5,62.83,62.03,58.41
1499,1,NA,NA,NA,NA,59.54,70.05,65.14
1500,2,NA,NA,NA,NA,41.15,NA,NA
1501,1,NA,NA,NA,NA,59.46,67.17,66.2
1502,2,NA,NA,NA,NA,40.19,NA,NA
1503,1,NA,NA,NA,NA,63.08,NA,NA
1504,2,1,43.12,37.53,45.88,53.09,NA,43.13
1505,1,NA,NA,NA,NA,65.41,70.81,63.06
1506,1,1,59.63,61.36,63.1,NA,NA,NA
1507,2,NA,NA,NA,NA,65.14,73.03,NA
1508,2,NA,NA,NA,NA,62.06,NA,NA
1509,2,2,59.66,64.43,74.69,NA,NA,NA
1510,1,2,49.2,50.65,52.03,NA,NA,NA
1511,1,2,61.2,65.47,67.89,66.82,64.6,NA
1512,2,2,74.9,NA,75.14,76.47,84,82.3
1513,2,NA,NA,NA,NA,42.72,53.98,51
1514,1,NA,NA,NA,NA,60.86,56.78,61.95
1515,1,NA,NA,NA,NA,40.36,NA,NA
1516,2,NA,NA,NA,NA,63.68,77.89,75.01
1517,1,NA,NA,NA,NA,72.99,75.81,77.58
1518,1,3,62.15,NA,NA,NA,NA,NA
1519,1,1,52.19,55.59,63.1,62.17,62.12,55.92
1520,1,2,59.91,56.4,59.15,55.86,63.37,NA
1521,2,1,34.86,34.56,41.62,NA,NA,NA
1522,2,2,51.68,NA,64.78,66.74,67.2,63.3
1523,1,NA,NA,NA,NA,69.53,70.07,68.7
1524,2,NA,NA,NA,NA,61.28,65.67,74.32
1525,2,NA,NA,NA,NA,50.87,65.57,61.52
1526,2,2,45.32,45.2,37.55,31.64,NA,55.62
1527,2,2,63.22,NA,67.59,NA,NA,64.43
1528,2,NA,NA,NA,NA,73.03,76.12,75.7
1529,2,3,51.59,46.48,NA,52.59,47.72,65.06
1530,2,NA,NA,NA,NA,40.22,48.45,NA
1531,2,NA,NA,NA,NA,47.33,NA,NA
1532,2,3,NA,40.66,38.77,33.34,NA,NA
1533,2,3,54.22,NA,58.63,55.91,61.68,72.1
1534,1,1,63.64,65.3,68.97,73.49,70.04,70.97
1535,1,2,54.09,61.96,66.46,70.68,74.92,76.04
1536,1,NA,NA,NA,NA,41.21,54.19,49.56
1537,2,3,40.56,NA,62.81,63.3,NA,NA
1538,2,NA,NA,NA,NA,65.8,NA,65.08
1539,1,NA,NA,NA,NA,65.55,67.35,68.8
1540,1,NA,NA,NA,NA,79.53,81.23,82.64
1541,2,2,41.25,46.22,63.93,NA,47.12,53.57
1542,1,3,52.48,53.32,63.9,61.18,NA,NA
1543,2,NA,NA,NA,NA,58.55,55.02,71.83
1544,1,NA,NA,NA,NA,49.63,NA,NA
1545,2,NA,NA,NA,NA,63.3,NA,50.55
1546,1,3,47.19,NA,NA,NA,NA,NA
1547,2,1,67.2,NA,64.08,67.44,71.86,NA
1548,2,NA,NA,NA,NA,58.13,NA,NA
1549,2,1,64.23,68.68,72,69.95,77.63,73.1
1550,1,3,47.96,58.73,55.49,52.66,53.2,NA
1551,1,1,50.82,60.79,64.98,65.04,NA,NA
1552,2,3,44.38,43.87,42.69,41.09,50.19,NA
1553,2,2,37.96,33.24,30.07,NA,NA,NA
1554,1,NA,NA,NA,NA,65.01,NA,70.86
1555,1,NA,NA,NA,NA,71.41,74.08,NA
1556,1,NA,NA,NA,NA,50.92,56.54,59.19
1557,1,NA,NA,NA,NA,67.16,NA,NA
1558,1,3,45.32,56.01,61.43,NA,57.23,NA
1559,1,NA,NA,NA,NA,63.48,58.22,70.78
1560,2,2,70.56,78.84,82.14,85.48,85.79,NA
1561,1,NA,NA,NA,NA,58.57,60.44,65.99
1562,2,NA,NA,NA,NA,75.67,75.13,75.4
1563,1,NA,NA,NA,NA,59.56,58.26,67.81
1564,1,NA,NA,NA,NA,57.06,NA,NA
1565,1,NA,NA,NA,NA,63.33,NA,NA
1566,2,3,50.62,60.67,65.62,NA,NA,NA
1567,1,NA,NA,NA,NA,72.66,73.53,70.05
1568,1,NA,NA,NA,NA,58.75,66.48,65.97
1569,2,NA,NA,NA,NA,52.55,69.72,NA
1570,1,2,53.42,49.34,63.35,68.65,72.99,NA
1571,1,NA,NA,NA,NA,42.42,NA,NA
1572,1,3,44.7,54.23,62.46,58.98,NA,NA
1573,2,3,65.75,58.1,69.3,NA,NA,NA
1574,1,NA,NA,NA,NA,76.11,NA,NA
1575,2,1,50.54,NA,43.38,55.42,NA,NA
1576,1,2,50,49.44,55.54,NA,52.91,NA
1577,1,1,34.75,42.72,46.22,NA,NA,NA
1578,1,NA,NA,NA,NA,56.82,51.56,46.19
1579,1,2,35.18,41.48,55.51,56.85,58.29,NA
1580,1,1,44.82,47.53,49.12,NA,NA,NA
1581,2,3,46.09,NA,NA,NA,NA,NA
1582,2,NA,NA,NA,NA,71.53,71.44,73.4
1583,1,NA,NA,NA,NA,44.73,51.06,56.65
1584,2,1,37.22,36.05,34.55,36.34,NA,NA
1585,2,NA,NA,NA,NA,39.9,NA,NA
1586,2,1,39,38.85,54.82,51.14,56.22,NA
1587,1,2,60.1,58.32,62.81,69.39,NA,NA
1588,2,2,46.79,39.92,52.45,NA,NA,NA
1589,2,NA,NA,NA,NA,68.01,67.38,72.35
1590,2,3,36.72,NA,NA,NA,68.61,NA
1591,2,NA,NA,NA,NA,71.16,71.42,73.05
1592,1,NA,NA,NA,NA,NA,NA,NA
1593,1,NA,NA,NA,NA,74.36,73.13,70.44
1594,2,3,61.13,67.15,NA,69.07,74.66,76.68
1595,2,3,70.76,NA,77.16,81.96,NA,71.53
1596,2,NA,NA,NA,NA,81.27,83.27,84.37
1597,1,NA,NA,NA,NA,48.97,59.18,NA
1598,2,1,45.96,NA,51.28,NA,40.68,NA
1599,2,1,39.87,36.55,36.77,NA,NA,NA
1600,2,NA,NA,NA,NA,63.07,NA,NA
1601,2,NA,NA,NA,NA,56.45,NA,NA
1602,1,1,34.51,48.47,NA,60.09,NA,NA
1603,1,NA,NA,NA,NA,59.16,59.06,63.87
1604,1,NA,NA,NA,NA,39.18,39.59,38.82
1605,2,NA,NA,NA,NA,46.48,60.55,NA
1606,1,1,50.4,55.98,NA,NA,NA,NA
1607,2,1,36.13,38.46,48.85,44.91,NA,NA
1608,2,NA,NA,NA,NA,43.23,NA,NA
1609,2,1,42.51,38.93,NA,NA,65.59,73.34
1610,1,NA,NA,NA,NA,54.95,61.19,63.19
1611,1,NA,NA,NA,NA,50.85,57.42,NA
1612,2,2,54.11,54.81,58.76,NA,NA,NA
1613,2,NA,NA,NA,NA,49.98,NA,NA
1614,2,3,32.12,28.49,34.02,36.16,48.47,44.62
1615,2,1,34.33,31.61,39.95,44.06,47.26,47.12
1616,2,NA,NA,NA,NA,67.02,NA,NA
1617,1,1,40.09,NA,55.1,NA,NA,NA
1618,1,1,56.79,67.18,63.46,67.88,NA,64.18
1619,2,1,38.14,40.41,55.29,56.51,57.15,52.31
1620,1,NA,NA,NA,NA,61.39,72.94,NA
1621,2,2,47.1,54.25,55.32,65.11,NA,NA
1622,2,3,46.96,44.2,40.03,NA,NA,NA
1623,1,1,30.31,37.32,28.62,NA,NA,NA
1624,2,NA,NA,NA,NA,72.51,NA,NA
1625,2,2,39.76,58.85,NA,NA,NA,NA
1626,2,2,57.89,56.31,62.4,63.94,68.8,66.44
1627,2,NA,NA,NA,NA,55.83,58.22,62.42
1628,2,NA,NA,NA,NA,40.32,NA,NA
1629,1,1,57.88,55.68,48.98,NA,NA,NA
1630,1,NA,NA,NA,NA,52.65,61.6,NA
1631,2,NA,NA,NA,NA,81.24,81.24,87.79
1632,1,2,47.27,63.13,61.82,62.36,70.17,75.83
1633,2,NA,NA,NA,NA,80.33,NA,84.12
1634,1,2,43,48.53,60.42,55.4,63.06,NA
1635,2,NA,NA,NA,NA,46.05,40.86,51.11
1636,2,2,37.83,46.79,52.46,NA,NA,62.44
1637,1,NA,NA,NA,NA,54.17,58.73,55.82
1638,1,NA,NA,NA,NA,72.14,72.64,74.66
1639,2,1,50.4,41.27,47.59,40.74,36.75,39.03
1640,1,2,32.25,43.74,NA,NA,NA,68.23
1641,1,1,49.46,62.05,68.89,NA,76.35,NA
1642,1,1,40.85,NA,37.34,NA,NA,NA
1643,1,1,50.16,41.81,NA,66.49,NA,NA
1644,1,NA,NA,NA,NA,59.32,NA,NA
1645,2,NA,NA,NA,NA,69.75,NA,47.43
1646,2,1,53.28,NA,NA,NA,NA,NA
1647,2,3,63,71.79,72.4,74.08,81.3,81.84
1648,1,NA,NA,NA,NA,45.83,45.39,43.59
1649,1,1,37.9,32.55,44.35,37.1,35.41,34.85
1650,1,NA,NA,NA,NA,44.31,NA,NA
1651,1,NA,NA,NA,NA,64.81,59.76,65.16
1652,1,NA,NA,NA,NA,69.48,NA,68.86
1653,1,NA,52.49,59.73,63.92,68.94,64.59,NA
1654,1,2,52.3,62.17,63.07,64.55,69.57,71.15
1655,1,NA,NA,NA,NA,50.39,48.66,46.39
1656,1,1,42.12,37.39,34.65,44.09,NA,NA
1657,2,2,45.41,63.01,NA,NA,52.49,44.27
1658,2,1,65.32,71.1,66.15,NA,75.66,79.35
1659,1,NA,NA,NA,NA,45.14,44.71,NA
1660,1,2,58.44,56.62,59.64,60.62,64.71,NA
1661,2,1,66.92,62.68,55.08,NA,NA,NA
1662,1,NA,NA,NA,NA,48.55,NA,NA
1663,2,1,55.93,50.75,50.36,NA,49.25,NA
1664,1,NA,NA,NA,NA,68.67,69.02,NA
1665,1,1,55.77,61.22,58.83,59.39,65.31,66.86
1666,1,NA,NA,NA,NA,54.7,63.04,NA
1667,1,1,56.3,63.24,65.34,62.81,67.32,72.52
1668,2,2,70.01,73.44,79.23,82.99,81.99,82.09
1669,1,NA,NA,NA,NA,57.28,62.32,NA
1670,2,1,32.69,NA,NA,NA,NA,NA
1671,1,3,64.54,69.55,74.43,70.94,76.41,77.95
1672,2,1,31.33,37.63,NA,NA,NA,NA
1673,2,2,51.62,NA,NA,NA,NA,NA
1674,1,NA,NA,NA,NA,58.98,61.69,60.83
1675,1,NA,NA,NA,NA,60.63,60.54,54.23
1676,1,NA,NA,NA,NA,47.47,46.11,47.2
1677,1,3,48.5,56.39,63.61,NA,62.47,69.43
1678,2,3,38.82,39.04,35.4,40.23,37.84,35.12
1679,1,NA,NA,NA,NA,51.48,62.66,NA
1680,1,NA,NA,NA,NA,56.94,NA,NA
1681,2,2,34.68,42.23,NA,NA,NA,NA
1682,2,2,70.08,75.12,NA,58.92,NA,NA
1683,2,NA,NA,NA,NA,56.95,55.37,NA
1684,2,3,46.41,61.6,56.04,NA,48.01,58.66
1685,1,2,67.47,70.07,69.68,72.26,74.32,NA
1686,2,2,68.44,NA,71.53,72.86,77.25,NA
1687,2,NA,NA,NA,NA,51.31,63.4,NA
1688,2,NA,NA,NA,NA,63.26,54.66,71.56
1689,1,NA,NA,NA,NA,59.17,59.9,71.91
1690,2,1,47.41,51.79,54.62,57.23,61.49,60.29
1691,2,NA,NA,NA,NA,37.94,NA,NA
1692,1,3,50.26,NA,NA,NA,NA,NA
1693,1,3,52.84,NA,NA,NA,NA,NA
1694,2,2,35.43,54.28,50.4,NA,54.14,NA
1695,2,1,46.28,39.28,NA,NA,NA,57.4
1696,2,NA,NA,NA,NA,56.57,55.01,NA
1697,2,3,48.16,49.48,NA,51.88,65,62.25
1698,1,NA,NA,NA,NA,45.12,54.9,54.52
1699,1,NA,NA,NA,NA,51.62,55.5,62.35
1700,1,NA,NA,NA,NA,53.67,47.99,60.29
1701,2,2,61.29,59.13,65.66,69.97,81.33,NA
1702,1,NA,NA,NA,NA,67.39,73.41,NA
1703,1,NA,NA,NA,NA,NA,NA,NA
1704,1,NA,NA,NA,NA,62.88,59.85,68.21
1705,2,3,36.1,41.06,NA,NA,NA,NA
1706,1,NA,NA,NA,NA,61.6,61.71,70.77
1707,2,NA,NA,NA,NA,66.4,NA,55.34
1708,1,1,44.98,NA,NA,NA,NA,NA
1709,1,NA,NA,NA,NA,66.54,69.04,71.04
1710,2,NA,NA,NA,NA,53.71,NA,NA
1711,1,NA,NA,NA,NA,54.6,NA,NA
1712,1,NA,NA,NA,NA,68.2,NA,NA
1713,1,2,40.86,NA,58.08,NA,NA,NA
1714,1,2,51.24,NA,50.73,NA,59.03,55.48
1715,1,NA,NA,NA,NA,68.19,75.12,78.6
1716,2,2,57.15,60.81,67,70.44,74.82,77.88
1717,1,1,43.37,32.76,52.11,47.84,51.82,NA
1718,1,NA,NA,NA,NA,62.07,67.41,NA
1719,2,NA,NA,NA,NA,80.91,NA,79.18
1720,1,1,61.99,NA,72.97,NA,NA,NA
1721,2,NA,38.12,NA,39.54,NA,NA,NA
1722,1,NA,NA,NA,NA,62.65,61.91,70.29
1723,2,1,NA,39.32,42.71,NA,NA,NA
1724,2,NA,NA,NA,NA,38.38,NA,NA
1725,1,NA,NA,NA,NA,45.52,NA,NA
1726,1,NA,NA,NA,NA,NA,NA,NA
1727,1,2,47.14,57.66,58.51,62.75,67.08,72.38
1728,1,NA,NA,NA,NA,64.53,69.77,68.58
1729,1,NA,NA,NA,NA,59.39,51.83,59.98
1730,1,1,52.13,58.22,61.13,66.54,65.25,62.35
1731,2,3,49.73,47.67,50.24,NA,NA,NA
1732,1,NA,NA,NA,NA,54.14,58.17,65.01
1733,1,NA,33.1,38.14,NA,NA,NA,NA
1734,2,3,56.95,70.28,75.92,78.21,82.93,86.85
1735,2,NA,NA,NA,NA,48.13,59.68,67.35
1736,1,NA,NA,NA,NA,68.8,78.15,74.6
1737,2,NA,NA,NA,NA,65.15,68.01,69.86
1738,2,3,55.05,53.34,62.64,66.12,58.58,57.57
1739,1,2,58.79,52.49,55.38,NA,NA,NA
1740,1,1,41.89,NA,63.92,59.29,NA,NA
1741,1,1,40.62,38.93,56.46,NA,50.43,43.32
1742,2,3,62.76,62.13,NA,NA,NA,NA
1743,2,2,55.85,57.82,70.23,72,NA,NA
1744,2,NA,NA,NA,NA,NA,60.09,64.17
1745,2,1,47.15,43.38,49.76,56.54,56.32,54.55
1746,1,1,35.04,51.19,58.25,NA,NA,NA
1747,2,NA,NA,NA,NA,61.94,NA,68.88
1748,1,1,47.74,51.12,54,50.59,59.78,60.56
1749,1,2,45.49,52.54,58.41,NA,52.42,NA
1750,1,2,58.78,56.5,58.81,67.33,NA,65.48
1751,1,NA,NA,NA,NA,45.56,43.85,NA
1752,2,NA,NA,NA,NA,60.94,NA,52.28
1753,2,NA,35,NA,NA,NA,NA,NA
1754,1,1,57.2,65.93,62.81,63.01,69.07,68.09
1755,1,2,57.95,62.18,58.18,65.38,NA,NA
1756,2,2,45.59,NA,NA,NA,NA,NA
1757,2,1,46.92,36.36,37.31,NA,31.06,NA
1758,2,2,43.88,NA,NA,53.76,61.66,NA
1759,2,3,42.3,40.06,NA,NA,NA,NA
1760,1,2,46.99,54.83,59.71,59.01,63.9,62.07
1761,2,2,52.3,57.83,60.54,59.67,60.78,54.1
1762,2,1,52.67,44.44,58.95,55.97,NA,58.84
1763,2,NA,NA,NA,NA,72.21,72.92,76.63
1764,2,1,NA,NA,64.52,NA,NA,72.58
1765,2,NA,NA,NA,NA,46.09,47.52,NA
1766,1,NA,NA,NA,NA,47.95,60.4,60.2
1767,2,NA,NA,NA,NA,53.6,55.14,55.9
1768,2,NA,NA,NA,NA,47.12,48.09,52.8
1769,1,1,NA,56.47,58.78,NA,60.7,64.21
1770,1,NA,NA,NA,NA,62.84,NA,NA
1771,1,NA,NA,NA,NA,51.57,53.26,58.27
1772,2,NA,NA,NA,NA,53.33,NA,73.59
1773,1,1,51.81,52.13,62.15,62.74,63.74,NA
1774,2,1,32.1,44.71,NA,47.5,NA,NA
1775,2,1,62.82,66.55,72.49,75.58,NA,76.02
1776,2,1,44.26,35.43,37.52,32.4,NA,NA
1777,2,3,46.54,49.43,56.37,NA,44.56,41.1
1778,2,1,48.96,53.93,52.54,62.73,59.51,55.47
1779,1,3,56.68,49.69,56.46,61.29,NA,NA
1780,2,3,47.21,NA,46.59,54.09,NA,NA
1781,1,3,44.61,70.55,70.97,77.55,NA,80.67
1782,1,2,53,51.35,NA,NA,NA,NA
1783,2,NA,NA,NA,NA,NA,65.66,64.89
1784,1,NA,NA,NA,NA,69.28,69.99,68.33
1785,1,NA,NA,NA,NA,64.46,73.15,69.48
1786,2,NA,NA,NA,NA,56.56,63.77,63.33
1787,1,NA,NA,NA,NA,63.78,59.07,54.43
1788,1,1,36.17,NA,NA,53.31,NA,49.69
1789,1,NA,NA,NA,NA,59.22,64.38,67.22
1790,2,2,54,NA,NA,NA,NA,NA
1791,2,1,39.6,NA,45.22,NA,NA,NA
1792,1,2,48.01,NA,NA,NA,NA,NA
1793,1,1,49.46,56.88,55.19,67.8,62.49,70.21
1794,2,2,44.59,52.84,NA,NA,51.97,NA
1795,2,NA,NA,NA,NA,NA,NA,NA
1796,1,NA,NA,NA,NA,68.85,73.45,70.6
1797,2,3,29.68,27.43,NA,NA,NA,NA
1798,2,1,39.36,41.1,54.24,NA,NA,NA
1799,1,1,49.19,NA,63.19,58.01,58.67,NA
1800,1,2,63.01,66.95,70.97,77.29,NA,80.89
1801,1,NA,NA,NA,NA,59.22,56.91,65.02
1802,1,2,74.48,68.43,70.21,75.42,74.19,78.69
1803,1,NA,34.41,39.6,38.91,NA,NA,NA
1804,1,1,57.82,66.29,67.84,68.04,72.89,NA
1805,1,NA,NA,NA,NA,73.08,78.84,82.24
1806,2,1,56.07,63.28,65.21,66.62,62.89,NA
1807,1,2,42.87,52.51,57.02,66.07,67.03,NA
1808,2,3,42.21,54.76,54.92,NA,NA,NA
1809,1,1,56.07,55.55,59.14,63.27,69.55,63.21
1810,1,NA,NA,NA,NA,57.48,NA,53.19
1811,1,2,65.66,69,NA,NA,NA,NA
1812,2,NA,NA,NA,NA,67.26,NA,NA
1813,2,NA,NA,NA,NA,44.48,53.16,61.99
1814,2,2,43.21,36.06,58.13,NA,NA,NA
1815,2,NA,NA,NA,NA,68.55,65.96,67.6
1816,2,NA,NA,NA,NA,71.66,NA,NA
1817,1,3,62.62,66.4,73.1,74.42,78.87,82.6
1818,1,NA,NA,NA,NA,52.17,NA,56.83
1819,1,NA,NA,NA,NA,53.54,48.93,60.82
1820,2,2,56.54,54.16,NA,52.68,52.41,63.9
1821,1,1,52.66,58.68,64.22,61.72,NA,70.27
1822,1,NA,NA,NA,NA,58.97,63.21,56.07
1823,2,2,40.7,47.51,50.9,49.78,NA,53.72
1824,1,2,44.51,50.16,NA,46.12,48.3,40.71
1825,2,NA,NA,NA,NA,67.06,71.01,62.96
1826,1,2,54.71,62.55,NA,NA,NA,NA
1827,1,1,34.92,57.54,NA,NA,NA,NA
1828,1,2,55.31,60.62,66.29,60.3,67.72,61.75
1829,2,NA,NA,NA,NA,43.93,43.46,38.79
1830,2,1,71,75.76,83.76,89.94,91.58,92.05
1831,1,3,56.51,57.41,62.73,65.28,65.25,NA
1832,1,1,31.57,33.01,NA,NA,NA,NA
1833,1,NA,NA,NA,NA,64.75,73.18,72.76
1834,1,2,60.76,66.95,68.41,69.04,69.65,73.7
1835,2,3,74.65,NA,78.15,84.14,85.14,88.35
1836,2,2,38.3,44.53,50.83,57.64,NA,NA
1837,1,NA,NA,NA,NA,58.42,NA,NA
1838,1,NA,NA,NA,NA,51.33,NA,NA
1839,1,2,56.53,NA,61.71,62.91,62.77,58.46
1840,2,1,44.1,39.47,47.9,NA,NA,NA
1841,1,NA,NA,NA,NA,55.8,64.2,NA
1842,2,NA,NA,NA,NA,64.25,57.26,68.04
1843,2,NA,NA,NA,NA,71.81,73.45,73.15
1844,2,2,63.65,68.39,75.84,76.33,80.88,78.43
1845,2,NA,NA,NA,NA,51.63,62.94,NA
1846,2,2,51.96,62.33,61.55,61.53,NA,NA
1847,1,NA,NA,NA,NA,56.12,55.7,63.69
1848,2,3,54.86,68.98,73.04,67.4,74.6,NA
1849,1,NA,NA,NA,NA,55.8,66.79,64.44
1850,2,3,65.45,72.63,76.22,77.72,79.27,84.02
1851,1,NA,NA,NA,NA,53.55,54.5,52.3
1852,1,NA,NA,NA,NA,63.85,72.22,67.15
1853,1,NA,NA,NA,NA,54.58,61.12,58.95
1854,2,NA,NA,NA,NA,60.3,62.46,67.25
1855,1,NA,NA,NA,NA,47.27,50.93,NA
1856,2,1,49.62,NA,NA,NA,NA,NA
1857,2,NA,NA,NA,NA,43.51,58.31,63.29
1858,2,NA,NA,NA,NA,74.45,NA,NA
1859,1,2,29.76,35.05,36.2,NA,NA,NA
1860,1,NA,NA,NA,NA,66.75,65.61,NA
1861,1,2,60.91,65.07,69.45,72.56,73.92,79.84
1862,2,NA,NA,NA,NA,54.98,56.54,64.03
1863,1,NA,NA,NA,NA,58.67,54.42,60.54
1864,1,2,43.89,44.53,NA,NA,43.54,53.36
1865,2,2,35.58,38.57,34.71,31.97,34.41,NA
1866,2,NA,NA,NA,NA,50.01,NA,42.1
1867,1,2,57.7,NA,NA,NA,NA,NA
1868,2,2,44.07,53.05,56.93,63.32,66.59,NA
1869,2,NA,NA,NA,NA,76.15,77.05,NA
1870,1,NA,NA,NA,NA,66.92,62.82,69.4
1871,1,1,45.26,41.19,NA,45.03,NA,NA
1872,2,1,43.21,NA,45.31,39.36,47.89,61.13
1873,1,1,56.73,63.27,66.25,73.95,76.6,NA
1874,1,2,69.5,71.44,75.58,81.23,81.99,NA
1875,2,NA,NA,NA,NA,59.17,NA,NA
1876,1,1,47.75,NA,49.44,NA,NA,NA
1877,2,1,56.95,74.07,NA,81.93,80.75,NA
1878,1,NA,NA,NA,NA,72.42,76.3,76.96
1879,1,1,57.46,54.79,65.09,60.3,NA,NA
1880,2,NA,NA,NA,NA,71.55,73.87,74.58
1881,1,2,68.45,69.3,71.28,75.79,NA,NA
1882,2,NA,NA,NA,NA,54.47,49.96,57.34
1883,2,1,43.15,NA,NA,NA,NA,NA
1884,1,NA,NA,NA,NA,54.72,61.63,NA
1885,1,1,47.49,53.91,58.73,53,NA,NA
1886,1,NA,NA,NA,NA,46.55,49.17,46.21
1887,1,NA,NA,NA,NA,50.44,55.28,63.42
1888,2,1,29.87,38.04,35.88,NA,NA,NA
1889,2,1,43.68,51.47,48.43,NA,NA,NA
1890,2,1,38.38,44.81,44.1,42.4,NA,NA
1891,1,NA,NA,NA,NA,60.03,NA,NA
1892,2,3,51.51,42.59,NA,52.74,NA,46.15
1893,2,1,40.44,45.85,45.85,NA,NA,NA
1894,2,NA,NA,NA,NA,45.91,42.94,59.78
1895,1,3,34.43,45.15,42.44,54.59,NA,NA
1896,1,NA,NA,NA,NA,51.93,64.34,62.63
1897,1,2,50.81,56.35,64.44,NA,NA,NA
1898,2,2,55.35,54.79,64.75,NA,65.13,74.1
1899,2,2,49.26,52.44,60.8,63.54,NA,57.5
1900,1,2,48.56,53.58,NA,NA,NA,NA
1901,2,3,46.83,55.11,49.49,NA,NA,NA
1902,1,1,51.01,57.97,60.46,NA,NA,57.45
1903,2,1,47.76,46.64,NA,NA,NA,NA
1904,1,2,50.16,59.75,66.01,NA,NA,NA
1905,1,1,61.81,65.2,72.89,75.16,NA,NA
1906,1,NA,NA,NA,NA,49.33,42.77,NA
1907,1,NA,NA,NA,NA,62.66,NA,NA
1908,2,1,55.76,54.64,46.91,NA,NA,NA
1909,1,NA,NA,NA,NA,76.12,79.12,84.01
1910,2,3,48.08,42.56,46.47,55.38,58.47,NA
1911,1,NA,NA,NA,NA,50,58.63,53.72
1912,1,NA,NA,NA,NA,44.57,44.21,46.92
1913,2,NA,NA,NA,NA,54.54,54.46,60.17
1914,2,NA,NA,NA,NA,63.82,67.18,65.67
1915,1,3,52.19,55.6,62.36,NA,68.42,69.41
1916,2,1,51.32,60.85,59.64,64.81,74.77,NA
1917,1,NA,NA,NA,NA,73.52,NA,NA
1918,2,2,56.18,53.47,67.78,NA,NA,NA
1919,2,2,57.54,65.11,69.56,76.01,NA,NA
1920,2,1,36.71,38.66,39.52,47.13,NA,NA
1921,1,1,60.8,64.28,NA,71.67,NA,NA
1922,2,NA,NA,NA,NA,75.52,79.05,83.36
1923,1,NA,NA,NA,NA,58.48,59.43,71.57
1924,1,1,52.7,55.43,66.45,72.64,67.84,72.74
1925,1,NA,NA,NA,NA,56.2,NA,NA
1926,1,NA,NA,NA,NA,66.82,74.44,68.86
1927,2,2,31.01,29.31,27.36,NA,NA,NA
1928,2,3,60.13,59.69,63.05,68.12,62.27,62.11
1929,2,1,NA,33.84,33.04,34.79,32.92,35.47
1930,1,NA,NA,NA,NA,65.61,67.15,68.21
1931,2,1,46.87,56.75,58.36,NA,NA,NA
1932,2,NA,NA,NA,NA,72.96,73.96,80.14
1933,2,2,52.93,58.19,59.9,NA,NA,NA
1934,1,NA,NA,NA,NA,64.6,66.61,65.44
1935,1,NA,NA,NA,NA,74.14,75.62,84.29
1936,2,NA,NA,NA,NA,60.77,66.06,65.04
1937,1,1,45.31,60.15,58.4,59.55,61.63,65.33
1938,2,NA,NA,NA,NA,76.27,77.49,81.5
1939,1,NA,NA,NA,NA,56.65,68.61,67.54
1940,1,NA,NA,NA,NA,47.34,55,NA
1941,2,NA,NA,NA,NA,51.34,55.86,57.14
1942,1,1,54.17,52.98,55.66,57.62,60.53,NA
1943,1,NA,NA,NA,NA,44.08,62.04,60.13
1944,1,2,70.51,68.95,67.95,75.9,79.89,89.2
1945,2,1,48.49,43,52.7,45.51,NA,40.34
1946,2,2,71.71,71.15,NA,NA,NA,NA
1947,1,NA,NA,NA,NA,64.99,67.26,66.73
1948,2,NA,NA,NA,NA,54.04,NA,50.63
1949,2,NA,NA,NA,NA,60.6,NA,NA
1950,2,2,61.22,NA,NA,61.79,62.5,64.05
1951,1,NA,NA,NA,NA,59.35,55.23,NA
1952,2,2,NA,31.86,28.39,31.94,30.77,26.38
1953,2,2,58.22,52.6,64.26,65.85,NA,68.16
1954,1,1,45.7,55.16,61.87,55.74,59.1,NA
1955,1,3,57.37,59.3,67.55,68.71,66.9,67.33
1956,1,NA,NA,NA,NA,61.64,64.15,65.35
1957,1,2,58.84,54.37,NA,48.69,68.88,82.18
1958,2,1,36.61,NA,NA,NA,NA,54.91
1959,2,NA,NA,NA,NA,69.77,64.08,NA
1960,2,NA,NA,NA,NA,77.81,NA,NA
1961,1,1,35.92,40.22,40.56,NA,NA,NA
1962,1,1,48.5,54.86,62.27,62.57,NA,NA
1963,2,2,42.37,51.26,40.34,46.38,NA,38.07
1964,2,2,NA,32.25,36.41,NA,NA,NA
