CASENUM,GENDER,KA46A,KA46H,KA46I,KA46K,KA46L,KA47A,KA47H,KA47I,KA47K,KA47L
5514,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5515,2,2,2,1,1,2,2,2,2,1,2
5516,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5517,2,4,2,2,2,4,3,4,4,3,4
5518,2,1,2,4,1,1,1,4,5,3,3
5519,2,2,2,4,2,3,4,3,4,4,4
5520,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5521,1,3,3,2,3,3,4,3,2,3,3
5522,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5523,2,3,2,2,2,3,2,2,2,2,2
5524,1,2,2,2,2,2,4,3,3,3,4
5525,1,4,4,4,2,3,2,4,4,2,3
5526,2,1,4,2,4,2,1,4,2,4,2
5527,1,2,2,2,2,2,2,2,2,2,2
5528,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5529,1,3,3,3,3,3,3,3,3,3,3
5530,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5531,2,2,4,3,4,2,5,2,2,3,2
5532,2,4,2,2,2,2,2,2,4,2,2
5533,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5534,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5535,2,3,2,2,2,2,2,3,3,3,4
5536,1,2,2,2,2,2,2,2,2,2,2
5537,2,2,2,2,2,2,2,2,2,2,2
5538,1,4,2,2,2,1,2,2,2,2,1
5539,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5540,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5541,2,2,2,2,2,2,4,2,2,2,2
5542,1,2,2,2,2,2,4,4,2,4,4
5543,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5544,1,2,1,2,2,2,2,2,2,2,3
5545,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5546,2,4,2,1,4,3,3,3,2,2,1
5547,2,2,2,3,3,2,3,2,3,3,3
5548,1,4,2,4,3,3,4,2,4,3,3
5549,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5550,1,2,1,2,NA,4,1,1,2,4,2
5551,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5552,2,1,1,1,2,1,1,1,1,2,1
5553,2,2,3,3,3,3,2,3,3,3,3
5554,1,2,2,2,2,1,3,3,3,3,3
5555,1,2,3,3,4,2,NA,4,4,4,4
5556,2,2,3,2,3,3,2,3,2,3,3
5557,2,4,4,4,4,4,4,4,4,4,4
5558,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5559,1,4,2,4,4,1,2,4,1,2,5
5560,2,3,3,3,3,3,3,3,3,3,3
5561,2,2,2,2,2,2,2,2,2,2,2
5562,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5563,1,5,4,4,4,3,2,4,4,4,3
5564,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5565,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5566,2,2,3,3,5,1,2,5,2,1,3
5567,2,3,3,3,3,3,3,3,3,3,3
5568,2,1,4,2,5,2,2,4,2,5,3
5569,1,2,4,2,3,4,5,4,4,4,5
5570,1,4,2,2,4,2,4,3,2,4,3
5571,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5572,2,2,2,2,2,2,2,3,3,2,3
5573,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5574,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5575,1,4,3,2,2,3,1,3,1,2,1
5576,1,2,2,2,4,3,2,2,3,3,3
5577,2,3,NA,NA,NA,NA,5,NA,NA,NA,NA
5578,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5579,2,2,2,1,2,2,2,2,2,3,2
5580,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5581,1,1,1,1,2,1,5,5,5,5,5
5582,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5583,2,2,2,2,2,1,2,1,2,1,2
5584,2,5,3,2,2,3,4,3,2,2,4
5585,2,3,3,3,3,3,4,3,3,3,3
5586,2,4,2,2,3,2,4,2,2,3,3
5587,2,3,3,3,3,3,3,3,3,3,3
5588,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5589,2,2,3,3,2,2,4,4,4,3,4
5590,2,4,2,2,2,2,4,2,2,2,2
5591,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5592,1,5,5,5,4,5,4,4,4,4,5
5593,1,2,2,4,2,1,5,2,4,2,4
5594,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5595,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5596,1,2,2,2,2,2,2,2,2,2,2
5597,2,2,2,2,2,2,4,2,2,3,3
5598,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5599,1,2,2,2,2,1,5,4,4,1,5
5600,1,2,2,2,2,2,2,2,2,3,3
5601,2,2,2,4,NA,2,2,3,2,3,1
5602,1,5,2,3,5,5,4,4,3,5,5
5603,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5604,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5605,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5606,2,2,3,3,2,2,4,3,3,3,3
5607,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5608,2,2,4,2,3,3,4,4,3,4,4
5609,2,1,2,1,3,1,1,2,1,3,1
5610,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5611,2,5,2,3,4,2,5,2,4,3,2
5612,2,3,3,3,3,3,3,3,3,3,3
5613,2,2,2,2,1,2,2,2,2,2,3
5614,1,4,3,2,4,2,2,2,2,4,2
5615,2,4,2,1,2,2,1,1,1,NA,1
5616,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5617,2,4,2,2,3,3,2,3,2,3,3
5618,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5619,2,1,1,1,3,2,1,1,1,3,2
5620,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5621,2,4,2,2,2,2,2,2,2,2,2
5622,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5623,1,5,2,1,2,2,1,4,2,4,4
5624,2,2,2,3,3,2,2,3,3,3,3
5625,2,2,2,2,2,2,2,2,2,2,2
5626,2,4,2,2,2,2,1,1,1,3,2
5627,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5628,1,2,1,2,1,2,2,2,2,3,3
5629,1,1,2,2,2,2,2,4,4,2,3
5630,1,3,3,3,3,3,3,3,3,3,3
5631,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5632,2,1,1,1,1,1,1,1,2,2,1
5633,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5634,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5635,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5636,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5637,2,2,2,2,2,1,1,1,1,1,1
5638,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5639,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5640,1,2,1,2,2,1,2,1,1,4,3
5641,2,3,3,3,3,3,3,3,3,3,3
5642,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5643,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5644,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5645,2,2,3,3,2,2,3,2,2,2,2
5646,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5647,2,3,3,3,3,3,3,3,3,3,3
5648,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5649,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5650,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5651,2,4,2,2,4,4,2,2,4,3,2
5652,2,5,1,2,1,1,3,2,2,5,3
5653,1,2,2,2,2,2,2,2,2,3,3
5654,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5655,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5656,1,2,3,3,2,2,2,3,3,2,2
5657,2,2,2,2,3,3,2,3,3,3,3
5658,2,2,2,2,2,2,2,2,2,2,2
5659,2,2,3,2,2,3,2,3,3,3,4
5660,2,1,1,1,1,1,1,1,1,1,1
5661,1,2,2,2,2,2,2,2,2,3,3
5662,2,4,2,2,2,2,4,2,2,2,2
5663,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5664,2,5,2,2,2,2,2,2,2,2,2
5665,1,2,2,2,2,2,3,3,3,3,3
5666,2,5,4,4,5,4,1,4,4,3,5
5667,2,3,3,3,3,3,3,3,3,3,3
5668,2,1,2,1,2,2,1,2,1,2,2
5669,2,2,2,2,2,2,5,5,5,4,4
5670,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5671,1,4,2,2,2,2,2,4,2,4,2
5672,1,5,3,2,4,4,4,4,4,2,4
5673,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5674,1,4,4,2,4,4,1,3,3,4,4
5675,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5676,1,5,2,2,3,4,5,3,3,5,5
5677,1,1,1,1,1,1,2,3,1,2,1
5678,2,4,1,1,2,1,2,2,2,4,1
5679,1,5,3,3,2,2,1,2,2,2,1
5680,1,4,2,2,2,2,2,4,4,2,2
5681,1,4,2,2,2,2,5,4,4,5,5
5682,1,3,5,5,4,5,3,2,2,2,1
5683,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5684,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5685,1,2,3,3,3,3,3,3,3,3,3
5686,2,3,3,3,3,3,3,3,3,3,3
5687,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5688,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5689,1,4,2,2,3,3,5,2,2,5,4
5690,1,4,3,2,2,3,2,3,3,3,3
5691,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5692,2,2,2,2,4,2,2,2,3,4,3
5693,1,4,2,3,5,2,2,2,3,5,3
5694,1,1,1,1,1,1,1,2,2,2,2
5695,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5696,2,2,2,3,2,2,NA,NA,NA,NA,NA
5697,2,3,3,3,2,2,3,3,3,3,3
5698,1,2,2,2,3,2,5,4,2,4,4
5699,2,1,2,2,1,1,2,2,2,1,1
5700,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5701,1,1,1,1,1,1,4,2,NA,2,2
5702,1,4,3,3,3,4,2,3,2,3,3
5703,1,2,2,2,2,2,2,2,2,2,2
5704,1,4,2,2,3,2,3,2,2,4,3
5705,1,2,1,1,1,1,4,1,1,3,4
5706,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5707,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5708,2,1,3,2,1,1,1,3,2,1,1
5709,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5710,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5711,2,3,3,3,3,3,4,4,4,3,3
5712,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5713,2,2,3,2,3,2,3,3,3,3,3
5714,2,2,3,2,2,2,5,3,3,3,3
5715,2,2,4,4,3,5,2,4,2,3,4
5716,1,3,3,3,3,3,3,3,3,3,3
5717,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5718,2,2,2,2,2,2,2,2,2,2,2
5719,2,2,2,2,2,2,2,2,2,2,3
5720,2,4,2,2,2,2,2,2,2,2,2
5721,1,2,1,1,2,2,1,2,2,3,1
5722,2,4,3,4,2,2,4,2,3,3,3
5723,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5724,1,2,1,2,2,1,5,3,4,3,3
5725,2,1,1,1,1,1,1,1,1,2,2
5726,1,2,2,2,4,3,4,3,3,3,3
5727,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5728,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5729,1,2,3,3,4,4,4,3,3,4,5
5730,2,2,3,3,3,3,3,3,3,3,3
5731,1,3,2,2,2,1,2,4,2,4,3
5732,2,3,4,2,3,2,4,2,2,4,5
5733,2,4,4,2,2,5,2,3,2,2,4
5734,1,3,2,2,2,1,3,3,2,3,1
5735,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5736,1,2,1,2,1,1,4,3,2,2,2
5737,1,4,1,1,1,1,2,2,2,2,2
5738,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5739,1,2,2,3,3,1,5,4,4,5,4
5740,2,2,2,2,2,2,2,2,2,2,2
5741,1,4,1,3,4,2,2,3,3,4,3
5742,1,3,4,2,4,3,4,3,3,4,4
5743,1,1,1,1,1,1,2,2,2,3,3
5744,1,2,2,2,2,2,2,3,2,4,3
5745,2,2,5,1,2,2,3,4,3,2,2
5746,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5747,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5748,2,2,2,2,2,2,2,3,4,3,3
5749,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5750,2,2,2,2,2,2,2,2,2,2,2
5751,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5752,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5753,1,5,2,2,3,3,2,3,3,NA,3
5754,2,4,4,4,2,2,2,4,4,2,2
5755,2,2,2,3,2,2,4,4,4,4,4
5756,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5757,1,2,2,3,2,2,2,3,3,3,3
5758,2,2,2,2,2,2,2,2,2,3,2
5759,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5760,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5761,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5762,1,5,4,4,5,4,1,4,5,5,5
5763,2,2,4,2,2,3,1,3,2,2,2
5764,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5765,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5766,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5767,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5768,1,5,2,2,4,3,1,2,2,4,4
5769,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5770,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5771,1,2,2,2,2,2,NA,NA,NA,NA,NA
5772,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5773,1,3,3,3,3,3,3,3,3,3,3
5774,2,2,4,NA,NA,NA,4,3,NA,NA,4
5775,2,3,3,3,3,3,3,3,3,3,3
5776,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5777,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5778,2,5,2,2,4,5,3,2,2,4,5
5779,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5780,2,3,3,3,3,3,3,3,3,3,3
5781,1,5,2,5,2,2,2,4,2,2,2
5782,2,3,3,3,3,3,3,3,3,3,3
5783,2,2,2,3,3,2,2,3,4,2,2
5784,2,2,2,2,2,2,2,2,2,4,4
5785,1,2,2,2,2,2,2,2,2,2,2
5786,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5787,2,4,2,3,3,3,4,2,2,2,2
5788,1,3,3,3,3,3,3,3,3,3,3
5789,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5790,2,4,2,2,2,2,2,3,2,3,3
5791,1,2,1,1,1,1,2,1,1,2,2
5792,2,4,4,4,3,3,3,4,4,4,4
5793,2,2,4,2,3,4,4,5,4,5,5
5794,1,4,2,2,2,2,3,2,2,2,2
5795,2,2,1,1,2,2,2,3,2,5,4
5796,2,3,4,4,3,2,2,3,4,4,4
5797,2,3,3,3,3,3,3,3,3,3,3
5798,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5799,1,1,2,1,1,1,2,3,2,2,2
5800,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5801,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5802,1,4,4,4,4,4,4,4,4,4,4
5803,1,1,2,1,1,1,1,1,1,1,1
5804,1,NA,2,2,3,2,4,2,2,3,2
5805,2,2,3,2,2,2,3,2,3,2,2
5806,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5807,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5808,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5809,1,4,3,3,3,3,3,3,3,3,3
5810,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5811,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5812,2,2,4,3,2,2,5,5,5,3,3
5813,2,2,2,3,2,2,3,3,2,2,2
5814,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5815,2,2,3,4,3,3,1,3,NA,3,3
5816,2,3,3,3,3,3,3,3,3,3,3
5817,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5818,1,2,3,3,2,2,2,3,3,3,2
5819,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5820,2,4,2,2,2,2,2,2,2,2,2
5821,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5822,1,1,1,NA,2,2,1,1,1,1,1
5823,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5824,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5825,2,2,2,2,2,2,2,2,2,2,2
5826,2,1,3,2,5,4,5,5,5,5,5
5827,1,4,2,2,2,4,2,2,2,2,2
5828,1,3,1,1,2,2,4,4,2,2,2
5829,2,4,2,2,2,2,4,2,2,2,2
5830,2,2,3,3,3,3,3,3,3,3,3
5831,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5832,2,4,2,2,3,4,2,2,2,3,3
5833,2,2,2,2,2,2,2,2,2,2,2
5834,2,4,2,2,2,2,2,2,1,2,2
5835,2,1,2,2,3,2,1,2,2,3,2
5836,2,4,2,2,2,2,2,2,2,2,2
5837,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5838,2,2,2,2,2,3,3,2,3,3,3
5839,1,2,1,1,1,1,4,4,2,4,5
5840,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5841,2,5,4,4,4,4,2,4,4,4,4
5842,1,2,2,2,3,3,4,2,2,3,4
5843,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5844,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5845,1,1,4,3,3,2,4,3,3,4,3
5846,2,4,2,2,2,2,4,2,2,2,2
5847,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5848,2,2,1,1,1,1,2,3,3,3,4
5849,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5850,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5851,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5852,1,2,2,3,2,1,2,2,3,2,3
5853,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5854,1,2,4,3,4,3,3,4,3,3,3
5855,2,1,3,3,3,3,4,3,3,3,3
5856,2,2,2,2,2,2,4,2,2,3,3
5857,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5858,2,3,2,4,3,2,3,4,1,5,3
5859,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5860,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5861,1,2,2,2,3,1,3,3,3,4,3
5862,2,4,4,3,3,2,4,2,3,3,2
5863,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5864,2,2,4,3,1,2,2,3,2,2,3
5865,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5866,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5867,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5868,1,2,2,2,2,3,2,2,2,2,2
5869,1,2,1,3,2,1,2,3,3,3,3
5870,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5871,2,3,3,3,3,3,3,3,3,3,3
5872,2,5,3,3,2,3,5,2,2,4,4
5873,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5874,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5875,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5876,2,2,2,2,2,2,2,2,2,2,2
5877,2,2,2,2,2,2,3,3,3,3,3
5878,2,2,2,2,2,2,3,3,3,3,3
5879,1,1,2,2,2,1,2,2,2,2,2
5880,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5881,2,2,2,2,2,2,2,4,2,2,2
5882,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5883,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5884,1,4,4,4,4,4,2,2,2,4,4
5885,2,5,2,4,2,2,1,3,2,2,2
5886,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5887,1,2,4,2,4,4,2,2,2,4,3
5888,1,4,4,4,3,2,2,2,2,2,2
5889,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5890,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5891,1,1,1,1,1,1,5,5,5,5,5
5892,2,4,2,2,2,2,1,2,2,4,2
5893,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5894,1,2,2,2,2,2,4,4,4,4,4
5895,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5896,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5897,1,1,2,2,2,2,2,4,2,4,4
5898,1,2,2,2,3,2,2,3,3,3,3
5899,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5900,1,4,3,2,3,2,2,3,3,3,3
5901,1,2,1,2,2,1,4,3,3,3,3
5902,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5903,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5904,2,1,1,1,3,1,4,5,2,3,5
5905,1,2,2,2,2,2,2,2,2,2,2
5906,1,2,3,3,3,3,2,3,2,3,3
5907,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5908,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5909,1,2,2,2,2,2,2,3,3,3,3
5910,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5911,1,4,3,3,3,3,4,4,3,4,4
5912,2,2,2,3,1,2,4,3,3,3,3
5913,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA
5914,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5915,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5916,2,2,2,2,2,2,1,2,2,3,2
5917,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5918,1,4,4,4,3,4,2,4,4,3,3
5919,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5920,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5921,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5922,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5923,1,4,1,2,2,1,2,2,2,4,2
5924,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5925,1,2,2,2,2,2,2,2,2,2,3
5926,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5927,2,2,2,2,2,2,1,1,1,1,1
5928,2,2,2,2,1,1,4,4,3,3,3
5929,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5930,1,5,2,2,2,2,5,5,2,5,5
5931,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5932,1,5,4,4,5,2,4,4,5,5,5
5933,1,1,1,1,1,1,1,1,1,1,1
5934,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5935,1,5,4,3,3,5,5,4,3,3,5
5936,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5937,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5938,1,2,2,2,2,2,2,NA,NA,NA,NA
5939,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5940,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5941,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5942,2,2,4,2,2,2,5,5,5,5,5
5943,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5944,1,3,2,3,1,1,2,1,1,1,1
5945,2,2,2,3,2,3,4,4,3,3,4
5946,2,2,2,3,3,1,2,2,4,4,1
5947,1,2,2,2,3,3,2,3,3,3,3
5948,1,2,2,2,2,3,2,2,2,2,2
5949,2,2,2,2,3,2,4,2,2,2,2
5950,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5951,2,2,4,3,2,2,3,2,3,3,3
5952,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5953,2,2,3,2,2,2,2,2,2,2,2
5954,1,5,3,2,3,3,3,3,3,3,3
5955,1,2,2,2,2,2,3,3,3,3,3
5956,2,5,5,5,2,3,5,2,2,4,5
5957,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5958,1,4,2,2,2,2,2,2,2,2,2
5959,2,3,2,3,3,3,3,2,3,3,3
5960,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5961,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5962,2,2,2,2,2,2,2,2,2,2,2
5963,2,2,3,2,3,3,2,3,2,3,3
5964,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5965,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5966,1,5,4,4,5,5,5,4,4,5,4
5967,1,2,2,2,2,2,4,2,2,3,3
5968,2,4,2,2,3,3,2,3,2,2,2
5969,2,2,2,2,2,2,2,2,2,2,2
5970,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5971,2,2,2,1,2,2,2,2,2,4,4
5972,1,5,1,1,3,1,2,1,1,3,2
5973,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5974,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5975,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5976,1,2,3,2,2,1,2,2,2,2,4
5977,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5978,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5979,1,1,3,3,2,2,5,5,5,5,5
5980,2,2,1,1,1,1,2,1,1,1,1
5981,2,5,3,2,3,2,3,2,4,2,3
5982,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5983,2,2,1,NA,1,1,1,4,1,4,3
5984,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5985,1,5,4,2,2,4,1,2,1,2,3
5986,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5987,1,2,1,1,2,2,4,4,4,4,4
5988,2,4,3,3,3,3,3,3,3,3,3
5989,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5990,2,3,2,2,3,3,2,2,3,4,4
5991,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5992,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5993,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5994,1,1,2,2,2,2,2,2,2,2,2
