CASENUM,GENDER,KA46A,KA46H,KA46I,KA46K,KA46L,KA47A,KA47H,KA47I,KA47K,KA47L
2941,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2942,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2943,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2944,1,2,2,2,2,2,2,4,2,4,4
2945,2,4,3,3,3,3,3,3,3,3,3
2946,1,4,4,2,4,2,3,2,2,4,4
2947,1,3,2,2,2,2,2,1,1,2,2
2948,2,4,4,4,4,4,3,3,3,3,3
2949,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2950,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2951,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2952,2,3,3,3,2,3,1,1,1,1,1
2953,2,2,2,3,2,3,2,3,3,3,3
2954,2,3,4,2,4,4,2,3,2,4,2
2955,2,1,2,2,1,1,2,3,2,2,2
2956,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2957,2,4,2,2,2,2,1,2,2,2,2
2958,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2959,1,5,4,5,5,5,5,2,4,5,4
2960,1,4,2,3,3,2,2,3,2,4,3
2961,2,2,2,2,3,3,4,3,3,3,3
2962,2,2,2,2,3,2,2,2,2,2,2
2963,2,2,3,3,2,2,2,2,2,2,2
2964,2,2,2,2,4,2,2,2,2,4,2
2965,2,5,3,2,3,3,5,3,3,3,3
2966,2,1,1,1,3,1,1,2,2,3,1
2967,2,3,3,3,2,3,2,3,2,3,3
2968,1,5,3,3,3,3,5,3,3,3,3
2969,1,3,2,2,2,3,4,3,4,1,3
2970,2,2,2,2,2,2,NA,NA,NA,NA,NA
2971,1,2,3,3,NA,2,4,4,4,4,4
2972,1,4,1,3,3,1,1,3,3,3,2
2973,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2974,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2975,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2976,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2977,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2978,2,2,3,4,3,3,4,3,2,3,3
2979,1,2,1,2,1,1,5,2,3,3,2
2980,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2981,1,2,2,2,1,1,4,1,1,1,1
2982,1,4,2,2,2,2,4,2,2,2,2
2983,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2984,1,2,2,2,2,2,2,2,2,2,2
2985,2,4,2,2,4,2,2,2,2,4,2
2986,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2987,1,2,1,2,1,1,3,3,4,4,4
2988,1,2,3,3,3,3,2,2,3,3,3
2989,1,2,3,2,3,4,5,3,3,4,5
2990,2,4,2,2,2,2,2,2,2,2,2
2991,1,2,2,2,3,2,2,3,2,3,3
2992,1,4,2,2,3,2,2,2,2,3,2
2993,1,2,2,2,3,3,3,2,3,3,3
2994,1,2,2,3,3,2,4,3,3,5,5
2995,2,4,3,2,2,3,4,3,2,2,2
2996,1,4,3,2,4,3,4,3,3,3,3
2997,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2998,1,5,5,5,5,5,1,1,2,3,3
2999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3000,2,3,3,3,3,3,3,3,3,3,3
3001,1,2,2,2,2,2,3,3,4,4,4
3002,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3003,1,4,5,3,2,2,1,1,1,1,1
3004,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3005,1,2,2,2,2,2,2,3,2,3,2
3006,1,2,2,3,3,2,1,2,2,3,2
3007,1,1,1,1,1,1,1,1,1,1,1
3008,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3009,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3010,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3011,1,1,1,2,1,1,5,3,2,2,3
3012,1,2,2,2,4,2,4,4,2,4,3
3013,1,2,4,4,4,4,4,4,4,4,4
3014,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3015,1,4,1,1,1,1,5,5,5,5,5
3016,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3017,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3018,2,1,1,2,5,2,1,2,2,5,2
3019,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3020,1,2,3,4,3,4,2,3,4,3,4
3021,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3022,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3023,2,1,4,1,1,1,4,2,2,2,1
3024,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3025,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3026,1,4,2,2,2,2,2,3,3,2,2
3027,2,2,2,2,3,2,2,2,2,4,2
3028,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3029,1,3,1,1,1,1,3,2,2,3,3
3030,2,2,2,2,2,2,2,2,2,2,2
3031,2,3,3,3,3,3,3,3,3,3,3
3032,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3033,1,4,2,4,2,NA,2,2,2,2,2
3034,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3035,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3036,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3037,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3038,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3039,2,2,1,1,1,1,1,2,2,2,2
3040,2,3,2,2,4,2,2,3,3,3,3
3041,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3042,2,2,2,2,2,2,1,2,2,2,2
3043,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3044,1,2,2,3,3,2,2,2,3,3,2
3045,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3046,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3047,2,2,2,2,3,2,2,2,2,2,2
3048,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3049,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3050,2,5,2,2,2,2,2,2,2,2,2
3051,1,3,2,2,4,4,1,1,1,5,2
3052,2,2,2,2,2,3,2,2,2,2,3
3053,1,5,3,1,2,2,4,NA,4,5,4
3054,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3055,1,4,5,3,4,2,1,4,3,4,1
3056,2,2,2,2,2,2,2,2,2,2,2
3057,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3058,1,5,2,2,3,2,2,3,3,3,3
3059,2,2,1,3,2,1,2,2,3,3,3
3060,1,2,3,2,2,2,4,3,3,3,3
3061,2,2,2,2,2,2,2,2,2,2,2
3062,1,5,2,2,3,3,4,4,3,4,4
3063,1,1,3,3,2,2,2,3,2,2,2
3064,1,4,2,2,4,2,4,2,2,4,2
3065,2,2,2,1,1,1,2,2,2,2,1
3066,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3067,1,5,1,2,1,1,2,4,4,3,3
3068,2,5,2,1,4,1,3,1,2,3,2
3069,1,2,3,3,3,3,3,2,2,3,3
3070,2,2,2,2,2,2,3,3,3,2,2
3071,1,3,3,3,2,2,3,3,3,3,3
3072,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3073,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3074,1,3,3,3,3,3,3,3,3,3,3
3075,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3076,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3077,1,5,4,4,4,4,5,4,4,5,4
3078,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3079,1,2,2,2,3,2,1,2,3,3,3
3080,1,2,2,2,2,2,2,2,2,2,2
3081,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3082,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3083,2,4,2,3,3,3,2,2,2,2,3
3084,2,4,2,2,4,3,2,3,2,3,3
3085,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3086,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3087,1,3,2,2,2,2,5,3,3,3,3
3088,2,4,2,2,2,2,4,3,3,3,3
3089,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3090,1,5,3,3,3,3,4,3,3,3,3
3091,1,4,2,3,5,1,5,3,3,4,4
3092,1,5,3,2,2,2,3,3,3,3,3
3093,2,2,2,2,3,2,2,2,2,4,2
3094,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3095,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3096,2,1,2,2,3,4,4,3,4,4,4
3097,1,1,1,1,1,1,1,1,1,1,1
3098,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3099,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3100,1,1,1,1,1,1,1,1,1,1,1
3101,2,2,2,2,2,2,2,2,2,2,2
3102,1,4,4,4,3,4,4,4,4,4,3
3103,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3104,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3105,1,3,4,2,2,2,3,2,3,2,3
3106,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3107,1,3,3,3,3,3,5,5,3,3,5
3108,2,3,3,3,3,3,3,3,3,3,3
3109,2,5,2,2,4,4,4,4,3,4,5
3110,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3111,2,3,3,3,3,3,3,3,3,3,3
3112,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3113,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3114,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3115,1,5,2,2,3,4,5,2,2,4,5
3116,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3117,1,4,2,3,5,2,5,2,2,4,2
3118,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3119,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3120,2,2,2,2,2,1,2,2,3,2,1
3121,1,4,3,2,3,3,2,3,2,3,3
3122,1,3,4,2,3,3,2,3,3,3,3
3123,1,1,2,3,2,3,5,3,3,3,3
3124,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3125,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3126,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3127,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3128,1,3,3,2,3,3,4,3,2,3,4
3129,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3130,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3131,1,1,2,2,2,1,2,2,2,2,1
3132,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3133,1,5,2,3,4,2,2,3,2,3,3
3134,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3135,1,5,5,5,5,5,1,1,1,1,1
3136,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3137,1,2,2,2,2,2,4,3,3,3,4
3138,1,1,1,1,2,NA,2,2,2,4,2
3139,2,3,3,3,3,3,3,3,3,3,3
3140,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3141,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3142,1,2,2,2,2,2,3,3,2,4,3
3143,2,1,2,2,2,2,2,2,3,4,2
3144,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3145,1,4,4,4,3,4,4,3,3,3,3
3146,2,1,2,3,3,3,2,3,4,4,2
3147,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3148,1,4,2,2,3,2,1,2,2,2,2
3149,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3150,1,2,2,2,2,2,2,2,2,3,3
3151,2,3,3,3,3,3,3,3,3,3,3
3152,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3153,2,1,2,2,2,2,2,2,2,2,2
3154,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3155,1,2,3,2,2,2,3,4,4,4,4
3156,2,3,3,3,3,3,3,3,NA,3,3
3157,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3158,2,2,2,4,4,2,2,4,4,4,2
3159,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3160,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3161,2,2,2,2,2,2,2,3,2,3,3
3162,1,1,1,1,1,1,1,1,1,1,1
3163,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3164,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3165,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3166,1,4,3,2,3,3,1,1,1,1,1
3167,1,2,4,3,3,2,4,3,2,3,1
3168,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3169,1,4,4,3,2,2,5,4,4,4,4
3170,1,2,3,3,3,3,4,3,3,3,3
3171,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3172,2,4,2,2,2,2,4,3,4,3,3
3173,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3174,2,3,3,3,3,3,3,3,3,3,3
3175,2,2,2,2,2,3,2,2,2,2,3
3176,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3177,2,2,2,2,2,4,2,2,2,3,4
3178,1,4,2,2,1,1,5,1,1,3,2
3179,1,1,2,2,3,2,1,2,2,3,1
3180,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3181,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3182,1,2,4,2,1,2,2,1,2,1,2
3183,2,4,3,3,3,3,3,3,3,3,3
3184,1,4,3,3,4,2,4,2,4,5,4
3185,2,1,2,2,3,3,2,3,3,3,2
3186,1,5,2,2,3,4,5,2,2,3,4
3187,1,5,2,2,1,1,5,2,2,1,1
3188,2,3,2,2,2,2,2,3,2,3,2
3189,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3190,2,4,2,2,3,3,2,3,2,2,2
3191,1,5,2,2,5,3,5,5,5,5,5
3192,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3193,2,2,3,2,2,2,2,2,2,2,2
3194,2,2,2,2,2,2,4,3,4,4,4
3195,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3196,1,4,2,2,3,2,5,2,2,3,5
3197,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3198,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3199,2,3,3,3,3,3,3,3,3,3,3
3200,1,1,2,1,1,1,1,2,1,3,1
3201,2,2,4,2,3,3,2,3,3,4,3
3202,2,4,2,2,2,2,4,2,2,2,2
3203,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3204,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3205,2,2,4,2,2,2,2,2,1,1,1
3206,1,3,1,2,2,2,2,2,2,3,2
3207,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3208,1,1,2,1,1,1,2,3,3,3,3
3209,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3210,1,1,1,1,3,1,5,5,5,5,5
3211,1,2,2,2,1,1,2,3,2,3,2
3212,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3213,2,4,2,2,2,3,4,2,2,2,3
3214,1,3,1,1,1,1,1,2,2,3,4
3215,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3216,2,4,4,4,4,4,4,NA,2,2,2
3217,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3218,1,4,3,2,1,3,2,2,1,3,2
3219,2,2,2,2,2,2,2,2,2,2,2
3220,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3221,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3222,2,2,2,2,4,2,2,2,2,4,2
3223,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3224,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3225,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3226,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3227,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3228,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3229,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3230,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3231,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3232,1,2,2,2,2,2,4,2,2,2,4
3233,2,1,4,3,3,4,3,3,3,1,2
3234,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3235,1,1,2,2,1,2,2,2,2,2,2
3236,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3237,1,4,2,2,2,1,4,2,2,2,1
3238,1,4,3,3,3,3,2,3,2,3,3
3239,2,5,3,3,2,2,2,2,2,3,3
3240,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3241,1,5,4,2,2,3,2,2,2,3,NA
3242,1,5,4,3,2,3,3,2,2,3,3
3243,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3244,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3245,2,4,4,2,2,2,2,4,2,4,4
3246,2,3,1,1,3,1,2,3,1,4,3
3247,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3248,2,4,2,2,3,2,4,2,2,4,4
3249,1,1,2,2,2,2,2,2,2,4,2
3250,1,2,2,2,2,2,1,2,2,2,2
3251,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3252,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3253,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3254,1,4,2,4,4,3,2,2,2,3,2
3255,1,2,2,2,2,2,2,2,2,2,2
3256,1,3,3,3,3,3,3,3,3,3,3
3257,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3258,1,2,2,2,3,2,4,2,2,4,4
3259,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3260,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3261,2,2,2,3,2,2,4,3,3,3,3
3262,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3263,2,4,2,2,2,2,4,2,2,2,2
3264,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3265,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3266,1,2,2,2,1,2,4,3,2,2,3
3267,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3268,1,2,4,2,2,3,1,2,3,4,1
3269,2,3,3,3,3,3,2,3,3,3,3
3270,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3271,1,2,2,2,2,2,4,2,2,3,3
3272,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3273,2,3,3,3,3,3,3,3,3,3,3
3274,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3275,2,1,2,2,1,1,2,2,2,2,2
3276,2,5,3,3,3,3,4,3,3,3,3
3277,2,4,3,2,4,3,4,2,3,3,3
3278,1,2,4,2,2,2,5,5,5,5,4
3279,2,2,1,1,3,1,1,1,1,1,1
3280,1,1,2,1,1,1,1,2,1,1,1
3281,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3282,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3283,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3284,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3285,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3286,2,5,4,3,3,4,4,4,2,3,3
3287,1,3,1,1,2,1,5,3,4,5,5
3288,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3289,1,3,3,4,4,3,4,5,4,2,3
3290,2,3,2,2,3,2,4,3,2,3,3
3291,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3292,2,5,3,3,3,3,3,3,3,3,3
3293,1,4,2,2,2,2,4,4,4,4,4
3294,1,5,3,4,4,3,2,4,4,4,4
3295,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3296,1,4,2,2,2,2,1,2,2,3,1
3297,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3298,2,2,2,2,2,2,2,2,2,4,4
3299,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3300,2,1,1,1,1,1,4,2,1,3,3
3301,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3302,1,1,2,2,2,1,2,1,2,2,2
3303,1,1,2,2,2,1,4,2,2,2,2
3304,1,2,1,2,2,2,2,2,4,4,4
3305,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3306,2,3,3,3,3,3,3,3,3,3,3
3307,1,2,3,2,3,3,4,3,3,3,3
3308,2,2,3,2,3,3,3,3,3,3,3
3309,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3310,1,2,3,3,5,2,4,5,3,5,5
3311,2,2,2,2,2,2,2,2,2,2,2
3312,1,5,4,4,5,5,2,4,4,3,1
3313,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3314,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3315,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3316,2,2,2,2,2,2,2,3,3,3,3
3317,1,4,1,1,3,1,2,4,3,3,2
3318,1,3,3,3,3,3,3,3,3,3,3
3319,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3320,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3321,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3322,2,3,3,3,3,3,3,3,3,3,3
3323,1,4,2,2,2,3,2,2,2,2,2
3324,1,2,2,2,2,4,5,5,5,5,5
3325,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3326,1,4,3,2,2,2,4,2,2,3,3
3327,2,4,2,2,2,2,4,4,3,5,5
3328,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3329,2,2,2,2,2,3,2,5,5,5,5
3330,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3331,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3332,2,3,3,2,3,3,4,4,2,4,4
3333,2,2,2,2,NA,2,2,2,2,2,4
3334,2,1,2,2,1,1,1,2,2,1,1
3335,2,4,3,2,3,3,5,2,2,3,3
3336,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3337,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3338,1,2,2,2,2,3,2,2,2,1,1
3339,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3340,2,4,2,2,2,2,2,2,2,2,2
3341,2,2,2,3,3,3,3,3,3,3,3
3342,2,1,2,1,2,1,1,2,1,1,1
3343,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3344,2,2,2,2,2,2,2,2,3,3,3
3345,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3346,1,1,2,2,4,1,1,2,3,2,1
3347,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3348,2,2,4,2,3,3,2,2,2,3,4
3349,2,4,2,2,2,3,1,2,2,3,2
3350,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3351,2,4,2,2,1,1,5,NA,NA,4,4
3352,1,2,2,2,4,2,4,4,4,4,4
3353,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3354,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3355,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3356,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3357,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3358,2,2,1,2,2,1,2,1,2,2,1
3359,1,3,3,3,4,3,2,3,3,3,3
3360,1,2,2,2,4,4,4,2,2,4,4
3361,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3362,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3363,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3364,1,2,2,4,4,2,4,3,4,5,4
3365,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3366,2,2,4,2,2,2,4,4,2,4,4
3367,2,4,4,3,3,4,3,4,2,3,4
3368,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3369,2,2,2,2,2,2,2,2,2,2,2
3370,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3371,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3372,1,2,3,2,2,2,2,2,2,2,2
3373,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3374,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3375,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3376,1,4,2,3,2,2,4,4,NA,4,4
3377,1,4,2,2,4,2,2,2,2,4,2
3378,2,2,3,3,2,2,3,4,3,3,4
3379,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3380,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3381,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3382,1,5,1,1,1,1,2,2,1,3,3
3383,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3384,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3385,2,5,2,2,2,3,5,5,5,5,5
3386,2,2,2,3,3,2,2,3,2,2,3
3387,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3388,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3389,2,1,2,1,4,1,2,2,4,3,2
3390,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3391,1,1,2,2,2,1,4,4,3,3,3
3392,2,2,3,4,3,2,3,2,3,4,2
3393,2,5,3,3,3,3,3,3,3,3,3
3394,1,3,3,2,3,2,3,3,3,3,4
3395,2,5,4,3,3,4,3,2,NA,3,2
3396,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3397,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3398,1,5,2,2,4,4,5,4,2,4,4
3399,2,2,2,2,2,2,2,2,2,2,2
3400,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3401,2,2,NA,NA,NA,NA,2,2,NA,3,3
3402,1,2,2,2,3,2,2,3,2,3,3
3403,2,4,2,2,2,2,2,2,2,2,2
3404,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3405,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3406,1,3,3,2,3,3,4,1,1,3,4
3407,1,5,4,2,2,2,5,4,3,4,4
3408,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3409,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3410,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3411,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3412,1,3,2,2,2,2,1,1,1,1,1
3413,2,3,2,2,3,2,2,3,3,2,2
3414,1,3,5,2,4,4,4,5,5,5,5
3415,2,2,4,2,4,4,2,2,2,4,3
