4754	2	4	1	2	3	5	4	5	1	3	4	4	3	4	3	3	1	4	4	1	3	1	3	2	4	47.58	38.83	1	1	-99	1	2	2	1	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	1.249	0	0	0	0	0	0	0	0	0	1	3	3	2	5	3	2	3	2	3	5	4	2	0	999	999	999	31.14	31.91
3585	2	1	2	3	3	2	3	3	3	2	4	3	5	4	2	3	4	1	5	1	2	1	4	2	3	50.37	-96	1	1	1	2	-99	2	1	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	1.249	1.2959	1.2931	0	0	0	0	0	0	0	2	3	3	5	3	4	3	1	2	4	5	4	3	0	999	999	999	38.34	34.93
2784	2	2	2	2	2	2	2	4	2	2	4	1	2	2	2	2	2	4	2	4	2	2	2	4	2	37.21	-98	1	1	-99	1	-99	1	1	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	0	0	0	0	0	0	0	0	0	0	2	-99	-99	4	4	4	5	4	4	4	4	2	4	999	999	999	999	36.78	-98
4039	2	1	2	2	3	2	1	1	2	4	2	3	-98	5	4	3	1	2	1	2	1	3	4	4	2	41.99	-96	1	1	1	1	2	2	1	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	1.249	1.2959	1.2931	0	0	1.3549	0	0	1.3752	0	2	3	3	5	4	2	3	999	1	5	3	2	4	0	999	999	999	31.52	39.15
5373	2	2	3	2	5	4	2	4	1	1	5	1	1	2	3	1	5	4	2	5	1	1	5	1	1	65.24	69.56	4	1	1	5	5	5	4	14	4	3	1	5	1	0	7	0	0	0	25	1	1	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.28	1	3	3	4	5	5	5	5	4	5	5	5	5	0	0	0	0	67.35	71.89
1033	2	3	2	2	4	4	1	1	1	1	3	1	1	1	1	1	2	5	1	2	3	2	3	3	2	49.9	36.2	2	1	1	2	2	2	1	8	2	1	0	6	0	0	0	0	0	0	22	1	1	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	1.35	2	3	3	3	5	5	5	5	5	3	4	3	4	0	0	0	0	44.24	40.36
2418	2	4	2	2	3	4	2	4	2	1	3	2	3	4	3	2	3	4	2	4	3	2	3	3	3	39.87	39.02	1	1	1	1	2	2	1	3	2	1	0	10	0	0	0	0	0	0	52	1	1	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	0	0	0	1.3752	1.35	2	-99	-99	2	4	5	4	3	2	3	4	3	3	999	0	0	0	43.59	36.49
5318	2	5	3	4	3	1	1	1	1	1	3	1	3	5	5	5	3	1	1	1	1	3	3	1	3	38.68	-98	1	1	-99	2	2	2	1	1	1	1	0	10	0	0	0	0	0	0	61	0	0	1.3125	1.249	0	0	0	0	0	0	0	0	1.28	1	3	3	1	5	5	5	3	1	5	3	5	3	0	0	0	0	-98	-98
1794	2	1	1	2	4	4	2	4	2	2	3	2	2	3	3	2	3	3	2	3	2	2	3	2	2	44.59	52.84	1	1	1	-99	-99	-99	-99	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	1.3125	1.249	1.2959	1.2931	1.5405	1.4909	1.3549	0	0	1.3752	0	2	3	3	5	4	4	4	4	3	4	4	4	4	0	999	999	999	48.83	57.38
2212	2	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	56.58	-96	1	1	1	2	1	2	1	3	2	1	0	10	0	0	0	0	0	0	41	1	1	1.3125	1.249	1.2959	1.2931	1.5405	0	0	0	0	0	1.35	2	3	3	1	3	3	3	3	3	3	3	3	3	0	0	0	0	40.21	40.78
1324	2	1	1	1	5	5	2	5	1	1	3	1	1	1	1	1	2	5	1	1	1	1	3	4	1	44.59	42	2	1	1	2	5	5	4	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	.668	.6357	.7403	.9506	0	1.4092	0	0	0	1.1198	0	2	2	2	5	5	5	5	5	5	5	5	2	5	1	999	999	999	42.71	45.07
1681	2	4	4	4	3	3	1	3	3	3	4	3	1	2	3	2	3	3	1	2	1	2	3	3	2	34.68	42.23	2	1	1	2	2	2	1	-95	-95	-95	-95	-95	-95	-99	-99	-99	-95	-95	-95	-95	-95	.668	.6357	.7403	.9506	0	0	0	0	0	0	0	2	2	2	2	3	3	3	5	4	5	4	3	4	1	999	999	999	33.85	37.62
4916	2	3	5	5	1	1	1	1	1	1	1	1	1	2	5	3	3	3	3	3	3	3	3	1	1	41.08	-98	2	1	1	1	1	1	1	9	3	2	0	10	0	0	0	0	0	0	52	1	1	.668	.6357	.7403	.9506	0	0	0	0	0	0	.64	1	3	3	3	5	5	5	5	4	3	3	5	5	0	0	0	0	49.85	-98
2310	2	2	2	2	4	4	2	4	2	3	4	2	3	4	2	2	4	4	2	4	3	3	4	3	3	40.43	40.95	2	1	1	-99	2	2	1	5	2	1	0	5	1	0	0	0	0	0	18	1	1	.668	.6357	.7403	.9506	1.4113	1.4092	0	0	0	1.1198	.64	1	2	2	4	4	3	4	3	2	3	3	3	3	1	0	0	0	52.57	45.52
