.	.	.	.	0	.	0	.	.	.	.	.	.	1	0	1	269.0725	1	106207
1	1	1	1	1	1	1	1	.	.	.	.	.	1	1	1	272.5621	0	106208
0	0	0	1	1	1	1	1	.	.	.	.	0	1	0	1	277.2276	1	106209
.	.	.	.	.	.	.	.	.	.	.	.	.	1	0	1	249.0023	0	106210
1	0	1	0	1	1	1	1	.	.	.	.	.	2	0	1	243.5918	1	106211
.	.	1	.	.	.	.	.	.	.	.	.	.	1	1	1	259.6327	1	106212
0	0	0	0	0	0	0	0	.	.	.	.	.	2	1	1	250.6599	0	106213
.	.	.	.	.	.	.	.	.	.	.	.	.	2	0	1	229.339	1	107101
.	.	.	.	.	.	.	.	.	.	.	.	.	1	0	1	286.9404	0	107102
1	1	0	1	1	1	1	1	.	.	.	.	.	2	0	1	270.2977	0	107104
.	.	1	.	.	.	.	.	.	.	.	.	.	1	0	1	263.7147	0	107105
0	0	0	1	0	0	1	1	.	.	.	.	.	1	0	1	0	.	107106
0	0	1	0	0	0	0	0	.	.	.	.	.	1	0	1	0	.	107107
.	.	.	.	.	.	0	.	.	.	.	.	0	2	0	1	95.0742	0	107108
1	0	0	0	.	0	0	0	.	.	.	.	.	1	1	1	270.219	0	107109
0	1	1	0	0	0	1	1	.	.	.	.	.	1	0	1	415.5849	0	107110
1	0	0	0	0	0	0	0	.	.	.	.	0	2	1	1	511.9957	0	107111
0	0	0	0	0	0	0	0	.	.	.	.	.	2	0	1	0	.	107112
0	0	0	0	0	0	0	0	.	.	.	.	.	2	0	1	232.7345	0	107113
1	1	1	0	0	0	0	0	.	.	.	.	.	2	1	1	206.2566	0	107114
1	0	0	0	0	0	0	0	.	.	.	.	.	1	1	1	255.6309	0	107115
