KA46A,KA46H,KA46I,KA46K,KA46L,KA47A,KA47H,KA47I,KA47K,KA47L,AB39A,AB39H,AB39I,AB39K,AB39L,AB39M,AB39T,AB39U,AB39W,AB39X,GA32A,GA32H,GA32I,GA32K,GA32L,GA33A,GA33H,GA33I,GA33K,GA33L,STEM,STEMSUP,ENGINEER,MATHG8,SCIG8,MATHG11,SCIG11,FEMALE,MINORITY,MATHG7,MATHG10,MATHG12,CASENUM,CPROB1,CPROB2,CPROB3,CPROB4,N3
0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,44.77,54.56,9999,9999,1,0,41.23,52.87,53.85,3871,0.001,0,0.056,0.943,4
1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46.72,53.55,63.86,57.6,0,0,51.79,64.07,68.04,1155,0,0.183,0.731,0.086,3
1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,50.16,36.76,67.64,55.99,1,0,51.7,64.96,63.72,4437,0.127,0,0.165,0.708,4
1,1,1,1,1,1,1,1,1,1,1,1,9999,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,62.35,64.17,85.3,70.27,0,1,55.49,78.89,80.23,1011,0.997,0,0.003,0,1
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,50.89,62.65,9999,9999,1,0,48.58,9999,68.88,2500,0.997,0,0.003,0,1
1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,50.46,54.48,65.01,53.48,1,1,46.17,55.27,61.65,4138,0.95,0,0.049,0,1
1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,57.72,55.52,73.38,54.72,0,0,54.68,66.51,79.64,6029,0,0.001,0.006,0.993,4
1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,64.22,62.54,9999,9999,1,0,64.24,81.75,85.66,3232,0.802,0,0.105,0.093,1
1,1,1,1,1,1,0,1,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,1,1,1,1,1,1,0,1,0,1,0,58.19,56.14,9999,9999,1,0,50.69,71.6,9999,3211,0.576,0,0.15,0.273,1
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,9999,1,0,1,1,0,1,0,0,1,1,0,73.76,76.37,9999,9999,0,0,67.1,86.72,9999,2230,0.986,0,0.013,0,1
0,1,1,1,0,0,1,0,0,0,1,9999,1,1,1,1,1,1,1,1,0,9999,0,1,0,0,0,0,1,0,0,0,0,65.94,63.47,9999,9999,1,0,60.44,79.11,9999,2840,0,0.029,0.553,0.417,3
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,58.77,70.72,9999,9999,0,0,56.12,74.96,9999,3488,0.997,0,0.003,0,1
0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,78.77,70.78,9999,9999,1,0,68.62,82.01,92.72,4382,0.872,0,0.117,0.011,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,9999,62.74,88.22,82.79,0,0,65.54,9999,92.83,2305,0.997,0,0.003,0,1
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,76.52,77.02,9999,9999,1,0,66.84,91.31,9999,3949,0.244,0,0.754,0.002,3
1,1,1,9999,0,0,0,0,0,0,1,1,1,0,0,1,0,1,9999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,66.7,62.95,9999,9999,1,0,61.97,80.49,9999,2645,0,0.193,0.082,0.725,4
0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,9999,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,73.02,73.08,9999,9999,1,0,64.77,84.34,9999,5671,0.324,0,0.373,0.302,3
1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.37,46.98,9999,9999,0,0,41.49,9999,66.08,4196,0.997,0,0.003,0,1
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,50.04,42.36,9999,9999,1,0,52.72,63.9,9999,4298,0,0.962,0.035,0.003,2
1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,57.34,61.88,69.9,67.9,0,1,40.28,51.94,69.21,6167,0.002,0,0.026,0.972,4
0,0,0,1,0,0,0,0,0,0,0,9999,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55.13,61.3,9999,9999,1,0,52.94,63.75,64.18,2244,0,0.985,0.008,0.008,2
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,48.51,48.41,9999,9999,0,0,44.28,73.24,9999,4243,0.997,0,0.003,0,1
1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,9999,46.48,9999,9999,0,0,63.92,81.65,9999,1167,0.965,0,0.029,0.006,1
0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,60.79,56.44,72.31,69.92,0,0,45.36,69.01,66.31,3946,0,0.003,0.013,0.984,4
1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,72.85,79.61,9999,9999,0,9999,67.96,80.91,9999,3047,0.951,0,0.048,0,1
0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,55.79,58.46,9999,9999,1,0,54.4,63.25,72.35,6694,0.076,0,0.337,0.587,4
0,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,1,1,0,0,1,1,1,0,0,0,0,9999,9999,9999,9999,0,9999,66,90.26,94.54,6226,0.986,0,0.013,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,66.68,60.66,9999,9999,1,0,59.64,76.27,80.82,6865,0.997,0,0.003,0,1
0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,61.02,65.05,73,62.28,1,0,53.08,72.36,9999,1396,0.004,0.002,0.861,0.133,3
1,1,1,1,1,1,1,1,1,1,1,9999,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,51.43,38.86,41.99,51.01,1,0,35.65,52.22,9999,5596,0.997,0,0.003,0,1
1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,49.78,45,63.58,54.99,1,0,37.7,61.03,62.26,5698,0.001,0.002,0.144,0.853,4
1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,55.49,50.39,65.4,57.96,1,0,40.62,59.08,63.4,6021,0,0.954,0.031,0.015,2
1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,41.66,56.27,59.2,68.87,0,0,36.02,49.57,55.69,4937,0,0.007,0.009,0.984,4
1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,68.62,66.59,85.38,77.97,1,0,64.2,78.84,88.45,3969,0.001,0,0.022,0.977,4
0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,46.54,52.84,54.99,62.56,1,1,48.01,57.6,9999,6887,0,0.185,0.729,0.086,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,54.38,56.76,66.71,69.73,0,0,53.04,64,63.82,4812,0.997,0,0.003,0,1
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56.29,56.88,64.73,62.49,1,0,55.58,62.79,71.7,1793,0,0.998,0.002,0,2
1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,46.14,54.9,51.5,9999,1,1,51.15,48.44,9999,2720,0.001,0,0.022,0.977,4
0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,35.28,31.2,41.68,9999,1,0,38.73,41.17,32.07,5270,0.951,0,0.046,0.003,1
1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53.8,50.61,9999,9999,1,1,50.02,60.93,63.22,3137,0,0.001,0.006,0.993,4
1,1,1,1,1,0,9999,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,58.2,56.23,58.94,64.05,1,1,38.68,9999,60.67,6147,0.001,0.001,0.01,0.989,4
1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,56.92,46.48,70.9,47.72,0,0,55.69,54.51,56.44,1529,0.997,0,0.003,0,1
0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,57.05,65.59,75.48,66,1,0,47.78,65.86,68.56,6322,0.293,0,0.47,0.237,3
1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,55.13,59.4,65.13,70.52,1,0,57.63,60.75,67.15,3696,0,0.001,0.006,0.993,4
0,1,1,1,1,9999,9999,9999,9999,9999,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,57.07,57.9,9999,9999,0,0,53.89,66.21,9999,5422,0.464,0.001,0.096,0.44,1
1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,56.86,65.36,75.76,67.28,1,0,56.66,66.44,73.01,5472,0.951,0,0.048,0,1
1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,49.02,56.61,42.28,9999,0,1,39.47,46.75,46.32,5200,0.004,0.001,0.932,0.064,3
0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,53.61,48.23,63.12,9999,0,0,41.66,56.5,46.23,2967,0,0.296,0.666,0.038,3
0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,59.83,45.08,9999,48.11,0,0,49.12,61.78,9999,5546,0.003,0,0.988,0.009,3
0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,9999,0,1,0,0,1,0,0,0,0,1,0,0,0,0,53.53,51.3,60.79,55.16,1,1,45.03,62.72,63.03,4566,0,0.748,0.22,0.032,2
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,67.52,62.94,73.36,74.76,0,0,56.23,69.94,70.36,6581,0.997,0,0.003,0,1
1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,57.03,56.63,78.45,69.72,0,1,51.66,75.93,78.12,6299,0.178,0,0.609,0.213,3
0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,9999,1,1,1,1,0,0,0,59.74,64.17,68.4,68.31,1,0,59.28,64.98,69.81,3774,0.986,0,0.013,0,1
0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,48.03,41.86,41.23,41.39,1,0,36.56,42.96,46.28,6579,0.364,0,0.628,0.008,3
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,60.34,62.78,70.14,57.48,0,0,51.99,67.57,9999,3056,0.997,0,0.003,0,1
0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,9999,0,0,0,0,38.09,46.85,9999,9999,0,0,45.9,45,9999,2187,0,0.411,0.586,0.004,3
0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,60.24,65.97,79.11,73.44,1,0,55.45,75.02,75.22,1369,0,0.201,0.647,0.152,3
1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,58.84,65.3,79.32,70.04,1,0,60.09,74.98,74.43,1534,0,0.018,0.036,0.947,4
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,52.16,64.7,68.99,66.65,0,1,51.69,65.58,9999,1364,0,0.984,0.016,0.001,2
0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,62.86,72.81,71.66,73.82,0,0,57.64,65.48,9999,3457,0,0.002,0.998,0,3
1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,55.78,55.43,70.05,67.84,1,0,51.65,67.81,75.38,1924,0.124,0,0.744,0.132,3
1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,59.27,59.68,78.16,73.26,1,0,57.72,76.01,79.34,3402,0.008,0.001,0.386,0.605,4
1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,72.66,67.31,81.62,73.74,0,0,63.76,78.84,87.88,2618,0,0.475,0.515,0.01,3
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,68.67,76.09,86.09,79.79,0,9999,61.63,76.42,90.03,2679,0.997,0,0.003,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.29,34.8,36.52,52.78,1,0,46.42,42.49,54.1,3077,0,0.998,0.002,0,2
1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,45.26,49.58,56.35,57.29,0,1,42.31,9999,46.06,2861,0.097,0,0.901,0.002,3
0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,9999,9999,1,1,0,1,0,53.29,40.41,47.49,57.15,0,9999,32.14,47.19,52.13,1619,0,0.439,0.254,0.307,2
0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,45.43,47.96,62.73,50.2,1,0,47.14,65.61,66.77,1362,0,0.913,0.069,0.018,2
1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,9999,1,0,0,1,1,0,9999,1,0,0,0,9999,0,0,0,0,47.87,33.8,62.6,43.67,1,1,42.25,56.81,63.23,6811,0.002,0,0.026,0.972,4
0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,53.47,58.19,64.68,60.73,1,0,51.91,65.46,65,6437,0.024,0,0.301,0.675,4
0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,57.26,50.77,63.79,52.37,1,0,51.58,59.46,60.53,6641,0,0.998,0.002,0,2
0,1,0,1,0,0,1,0,1,0,1,1,9999,1,9999,0,0,0,0,9999,1,1,1,1,1,1,1,1,1,1,0,0,0,58.35,62.34,64.01,59.2,1,0,52.13,64.38,62.79,4425,0,0.017,0.888,0.094,3
0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,56.83,54.54,57.45,54.58,1,0,48.66,60.14,9999,4977,0,0.513,0.054,0.433,2
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,9999,1,0,0,0,0,0,0,0,0,59.33,60.56,76.49,71.33,0,0,54.38,74.63,72.6,5251,0,0.998,0.002,0,2
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.4,54.05,59.49,9999,0,0,57.47,61.19,9999,3960,0,0.998,0.002,0,2
1,1,1,1,1,9999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,44.92,41.27,38.35,36.75,0,1,43.27,39.14,38.54,1639,0.996,0,0.004,0,1
1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,54.13,50.82,66.91,51.12,0,1,52.03,68.22,66.98,5438,0.965,0,0.026,0.01,1
0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,53.93,9999,9999,33.97,0,0,43.94,9999,9999,1292,0,0.998,0.002,0,2
0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,60.73,61.6,60.88,48.01,0,0,54.44,61.2,60.64,1684,0,0.432,0.446,0.123,3
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,9999,1,0,0,0,1,1,0,0,0,1,1,0,0,0,59.41,65.65,68.34,67.69,0,0,53.54,69.96,9999,5612,0,0.998,0.002,0,2
1,1,1,1,0,1,1,1,1,1,1,1,1,1,9999,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,50.68,55.11,65.96,74.74,0,0,52.04,68.23,62.14,5330,0.862,0,0.137,0.001,1
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,9999,1,0,0,0,59.05,53.34,66.87,58.58,0,0,49.98,64.28,68.57,1738,0,0.995,0.004,0.001,2
1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,32.53,9999,39.24,9999,0,1,30.61,43.11,34.38,6297,0.003,0.004,0.661,0.331,3
1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9,54.46,9999,53.21,0,0,43.98,56.47,9999,2531,0,0.031,0.966,0.004,3
0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,42.61,52.78,49.02,54.21,0,1,35.42,49.3,41.56,1997,0.001,0,0.056,0.943,4
1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,57.25,57.17,9999,53.04,0,1,50.96,66.17,66.16,6777,0.676,0,0.3,0.024,1
1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,66.15,64.32,74.1,74.53,0,0,60.63,70.47,9999,6385,0.056,0,0.157,0.787,4
0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,51.72,45.81,47.42,9999,0,0,45.07,50.89,39.91,4396,0.004,0.002,0.898,0.096,3
1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,65.98,71.79,72.42,81.3,0,0,65.98,69.69,80.33,1647,0.973,0,0.023,0.004,1
0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,49.27,58.22,9999,56.12,0,1,50.9,57,9999,5651,0.001,0.001,0.992,0.006,3
1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,50.92,44.17,58.26,53.16,1,1,42.86,61.87,65,2528,0.802,0,0.105,0.093,1
1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,62.14,58.67,87.75,68.34,1,0,62.9,81.8,9999,3899,0.159,0,0.115,0.725,4
1,1,1,0,0,0,0,0,0,0,1,1,9999,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,62.69,57.96,81.97,68.34,1,0,59.66,68.36,9999,4571,0,0.545,0.136,0.319,2
1,0,1,1,1,1,0,1,1,1,1,1,0,9999,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,43.09,32.96,40.05,36.77,1,1,40.22,48.76,38.63,5463,0.676,0,0.3,0.024,1
1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,58.35,37.48,42.46,9999,1,0,54.44,58.33,55.44,4576,0.001,0.006,0.914,0.079,3
0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,50.08,50.26,67.34,45.55,1,1,42.42,58.85,9999,5144,0,0.003,0.013,0.984,4
1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,46.93,44.4,54.38,9999,1,1,48.12,59.2,9999,2032,0.802,0,0.105,0.093,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,38.25,39.63,46.41,42.46,1,1,37.29,45.71,39.99,4072,0.997,0,0.003,0,1
1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,49.51,9999,45.98,59.03,1,0,35.79,47.55,9999,1714,0.121,0,0.816,0.064,3
1,0,1,1,0,1,1,0,1,1,0,1,0,1,9999,1,9999,0,1,9999,1,1,0,1,1,1,1,1,1,1,0,1,0,37.22,40.73,37.3,37.07,1,1,31.66,43.38,36.85,6856,0.046,0,0.95,0.003,3
0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,59.21,51.93,69.93,56.27,0,0,57.71,57.57,9999,5130,0,0.66,0.26,0.08,2
1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,63.19,64.62,1,0,43.43,50.24,68.58,1391,0.965,0,0.029,0.006,1
1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,67.71,71.99,84.99,77.5,1,0,64.18,78.54,82.38,3849,0.004,0.001,0.959,0.037,3
1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,38.63,43.12,56.82,58.07,1,0,47.12,46.23,9999,3703,0,0.741,0.229,0.03,2
1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,47.36,68.98,78.63,74.6,0,0,54.99,74.6,76.31,1848,0.997,0,0.003,0,1
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,35.87,41.23,9999,54.75,0,0,36.94,9999,55.59,5229,0.965,0,0.026,0.01,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,64.53,64.02,9999,9999,0,0,63.71,9999,84.09,1313,0.997,0,0.003,0,1
0,1,0,1,1,1,0,1,0,1,0,9999,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,48.88,54.94,9999,62.73,0,1,48.41,52.91,9999,2842,0.04,0,0.617,0.343,3
0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,9999,0,0,0,0,34.17,31.86,39.11,30.77,0,0,41.23,35.38,40.63,1952,0,0.243,0.242,0.515,4
0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,38.57,53.83,71.22,65.39,0,0,41.59,69.47,72.98,1464,0.002,0.001,0.105,0.892,4
1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,38.19,9999,37.18,9999,0,0,43.88,33.85,36.6,5838,0.001,0.009,0.368,0.623,4
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,37.41,35.47,35.1,36.33,1,0,36.64,40.27,31.6,5788,0,0.998,0.002,0,2
1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,47.75,48.01,52.72,54.94,1,0,50.66,56.76,45.29,3933,0,0.001,0.006,0.993,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,60.42,68.25,85.28,74.68,1,0,65.85,68.6,80.12,5061,0.997,0,0.003,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38.34,49.7,62.2,64.35,1,0,54.01,61.84,74.58,1282,0.997,0,0.003,0,1
1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,52.12,44.68,9999,54.59,1,0,55.73,60.68,9999,5338,0.003,0,0.981,0.015,3
0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,47.86,49.69,9999,9999,1,0,51.86,62.84,9999,1779,0.951,0,0.046,0.003,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,62.21,60.36,69.95,68.16,1,0,55.57,69.13,68.4,6599,0.997,0,0.003,0,1
