KA46A,KA46H,KA46I,KA46K,KA46L,KA47A,KA47H,KA47I,KA47K,KA47L,AB39A,AB39H,AB39I,AB39K,AB39L,AB39M,AB39T,AB39U,AB39W,AB39X,GA32A,GA32H,GA32I,GA32K,GA32L,GA33A,GA33H,GA33I,GA33K,GA33L,STEM,STEMSUP,ENGINEER,MATHG8,SCIG8,MATHG11,SCIG11,FEMALE,MINORITY,MATHG7,MATHG10,MATHG12,CASENUM,CPROB1,CPROB2,CPROB3,CPROB4,N3
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,9999,1,1,1,1,1,0,1,1,1,1,9999,1,0,0,0,46.44,37.59,9999,77.89,1,9999,50.47,69.32,69.87,5925,0.957,0,0.035,0.008,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,55.76,64.54,77.64,73.32,0,0,46.81,75.13,70.2,5969,0.997,0,0.003,0,1
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,43.8,51.71,52.15,9999,0,0,49.1,49.14,9999,2254,0,0.706,0.26,0.034,2
1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,49.12,35.56,50.83,47.72,0,1,38.62,56.53,58.63,6604,0.03,0,0.886,0.084,3
1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,42.69,47.2,63.05,60.62,0,0,45.2,62.26,9999,2514,0.997,0,0.003,0,1
0,0,0,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,1,0,0,1,0,0,0,0,0,0,0,0,44.44,9999,64.78,9999,1,0,47.46,51.24,73.44,4410,0,0.998,0.002,0,2
1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,62.5,62.94,84.04,80.85,0,0,50.53,87.3,92.29,3592,0.159,0,0.115,0.725,4
1,9999,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,42.74,40.53,51.2,43.5,0,0,32.53,41.5,9999,6639,0.473,0,0.308,0.22,1
0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,48.28,45.55,61.91,53.49,1,0,42.34,55.37,63.55,3632,0.813,0,0.186,0.001,1
0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,62.97,57.41,9999,58.12,1,0,53.84,70.41,9999,4447,0.078,0,0.922,0,3
1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,51.01,46.03,37,40.6,0,0,43.42,47.84,42.07,6294,0.014,0.001,0.731,0.254,3
0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,46.52,9999,55.61,54.19,1,0,44.67,54.66,43.84,2722,0,0.037,0.018,0.945,4
0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,54.26,48.11,63.78,66.88,1,9999,39.95,59.81,63.89,2370,0,0.294,0.182,0.524,4
1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,54.43,53.67,70.06,64.35,1,0,50.09,68.14,72.7,2680,0.563,0,0.205,0.232,1
1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,67.02,64.37,79.57,75.89,1,0,57.7,78.27,78.44,5170,0.997,0,0.003,0,1
0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,9999,9999,63.66,63.58,0,9999,36.62,64.42,43.42,6257,0.951,0,0.046,0.003,1
0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,32.71,27.8,9999,37.53,0,0,41.4,44.82,9999,2131,0.986,0,0.013,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,9999,1,0,43.39,32.02,40.94,4858,0,0.998,0.002,0,2
1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,59.57,53.95,62.11,46.36,0,0,39.02,71.06,63.31,6699,0.997,0,0.003,0,1
0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55.29,46.65,59.4,45.83,1,0,48.13,64.34,9999,3652,0,0.008,0.966,0.026,3
0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,62.59,57.24,75.44,74.67,1,0,58.49,75.56,79.3,2525,0,0.008,0.966,0.026,3
0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,56.03,53.69,9999,37.91,0,0,32.42,69.15,60.46,1403,0.002,0.001,0.068,0.929,4
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,55.12,55.3,77.36,67.96,0,0,52.77,73.02,81.61,2955,0.965,0,0.026,0.01,1
0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,1,9999,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,37.15,48.93,9999,47.15,1,0,41.44,55.42,9999,2482,0,0.998,0.002,0,2
1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,57.01,54.54,81.78,67.35,1,0,56.09,77.28,86.04,2936,0.003,0,0.028,0.969,4
0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.05,57.83,57.74,60.78,0,0,59.03,60.45,58.92,1761,0,0.081,0.072,0.847,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,69.56,61.13,9999,9999,0,0,62.25,63.72,9999,1325,0.997,0,0.003,0,1
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,9999,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,80.11,69.22,83.48,79.92,0,0,71.45,88.65,91.22,5477,0,0.998,0.002,0,2
0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,9999,1,1,0,1,1,1,57.07,57.48,75.74,66.7,0,0,47.86,70.18,70.67,5611,0.001,0.008,0.851,0.14,3
1,0,0,0,1,1,0,9999,9999,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,37.39,9999,9999,9999,0,0,42.64,9999,9999,1460,0,0.385,0.451,0.164,3
1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,59.98,57.77,76.29,73.24,0,0,59.06,76.09,77.88,6103,0.965,0,0.029,0.006,1
1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,63.63,53.12,9999,9999,0,0,50.59,69.77,69.85,5091,0.001,0.013,0.425,0.562,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,58.97,55.82,76.78,58.67,0,0,51.75,73.12,74.67,5980,0.997,0,0.003,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,79.41,76.48,92.03,91.44,0,0,67.88,91.15,99.3,4863,0.997,0,0.003,0,1
0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,57.31,9999,67.07,9999,1,0,53.2,71.95,71.4,4695,0.986,0,0.013,0,1
0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,53.23,63.24,69.02,67.32,1,0,47.94,70.02,62.26,1667,0,0.86,0.058,0.082,2
0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,66.69,64.24,83.79,75.45,0,0,63.38,78.13,85.05,3202,0.951,0,0.046,0.003,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,63.05,72.12,84.49,81.66,0,0,61.5,79.12,91.48,4468,0.997,0,0.003,0,1
0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,62.07,59.67,68.84,64.06,1,0,58.09,69.45,72.32,3317,0.004,0.003,0.636,0.357,3
1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,57.58,58.53,71.88,58.72,0,0,49.52,71.63,9999,5613,0.957,0,0.035,0.008,1
0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,65.56,61.78,85.13,70.63,0,0,69.87,80.03,84.38,6720,0,0.913,0.069,0.018,2
1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,43.21,52.44,9999,9999,0,1,42.61,64.38,64.17,1899,0.003,0,0.028,0.969,4
1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,51.83,36.31,60.36,42.02,1,0,48.59,53.44,9999,1242,0,0.945,0.017,0.037,2
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,51.56,51.28,60.5,61.93,1,0,50.31,61.96,62.06,2474,0,0.998,0.002,0,2
0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,9999,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,33.37,38.31,40.41,42.79,0,0,29.89,9999,36.84,2450,0,0.563,0.037,0.4,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,9999,9999,54.27,9999,0,0,58.79,72.98,70,3869,0.997,0,0.003,0,1
0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,79.23,69.89,87.75,78.88,0,0,62.65,84.75,86.82,4685,0,0.003,0.996,0,3
0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,54.71,56.98,9999,9999,0,0,46.01,53.88,9999,4353,0.002,0.002,0.392,0.603,4
0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,59.75,50.42,9999,9999,0,0,50.75,71.58,67.02,4387,0.002,0.001,0.068,0.929,4
0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,9999,0,0,0,1,0,0,0,0,0,0,56.36,59.82,68.03,70.37,0,0,57.41,74.28,9999,3917,0,0.013,0.953,0.034,3
0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,47.27,64.38,54.4,66.24,0,0,46.98,55.39,9999,1198,0,0.003,0.013,0.984,4
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,58.87,54.83,70.01,63.9,1,0,55.45,66.81,63.52,1760,0,0.998,0.002,0,2
1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,74.14,58.59,83.04,72.62,0,0,67.52,76.05,97.67,2716,0.95,0,0.049,0,1
1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,56.03,46.27,62.9,63.6,1,0,47.3,67.62,69.34,3167,0,0.031,0.838,0.131,3
1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,50.84,68.45,9999,9999,1,1,56.35,71.36,9999,5629,0.039,0,0.095,0.866,4
1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,9999,1,1,1,0,0,0,0,0,0,0,0,9999,42.92,68.57,9999,0,0,53.29,63.29,9999,1009,0,0.001,0.006,0.993,4
0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,61.68,59.25,77.79,69.05,1,0,62.57,72.35,76.28,4776,0,0.087,0.912,0.001,3
0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,58.42,61.35,65.87,66.49,1,0,58.38,69.91,64.68,3484,0.986,0,0.013,0,1
0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,42.1,36.7,9999,9999,1,1,41.2,46.49,9999,3187,0.951,0,0.046,0.003,1
0,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,1,1,1,1,1,1,1,1,0,0,0,30.99,61.98,73.43,9999,0,0,9999,70.28,81.01,4152,0.986,0,0.013,0,1
0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,62.39,45.05,76.57,65.96,1,0,45.65,73.58,78.99,5768,0.001,0.001,0.991,0.007,3
1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,68.39,65.28,79.44,67.89,1,0,55.71,76.45,81.54,6700,0.563,0,0.205,0.232,1
1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9999,9999,85.58,73.65,0,0,52.3,69.36,85.8,3589,0.028,0,0.088,0.884,4
1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,60.7,61.01,72.83,62.91,1,0,48.61,71.1,78.58,2021,0,0.995,0.004,0.001,2
0,1,1,0,1,0,1,1,0,1,0,1,1,9999,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,42.71,44.7,61.54,59.21,0,0,34.9,56.27,67.83,3068,0.107,0,0.847,0.046,3
0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,59.17,66.55,9999,74.84,1,0,43.45,66.13,77.66,5570,0,0.01,0.271,0.718,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,9999,1,1,1,0,1,1,1,0,0,0,60.62,57.74,80.34,68.67,0,0,43.41,69.4,69.47,2333,0.997,0,0.003,0,1
1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,55.53,55.18,75.64,73.58,1,0,51.29,74.51,78.48,4456,0.844,0,0.153,0.004,1
1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,42.39,31.61,68.73,47.26,0,0,38.66,47.56,9999,1615,0.146,0,0.4,0.454,4
0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,61.17,68.22,71.06,63.81,1,0,58.02,67.07,71.18,2167,0.293,0,0.47,0.237,3
0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,46,46.52,60.96,64.43,0,0,43.41,59.25,64.21,2985,0.308,0,0.682,0.01,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,74.31,72.97,83.44,77.37,1,0,53.53,78.8,83.78,6305,0.997,0,0.003,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,65.68,59.08,85.44,76.41,0,1,9999,77.36,88.5,1359,0.997,0,0.003,0,1
1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,71.78,70.55,93.39,80.85,0,0,54.21,91.92,97.69,4649,0.659,0,0.331,0.011,1
1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,9999,1,1,1,1,0,0,1,1,1,0,0,0,1,0,55.27,52.17,9999,75.5,0,1,51.95,9999,68.71,4025,0.046,0,0.867,0.087,3
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.55,9999,54.06,59.16,0,0,36.47,42.02,52.72,4550,0,0.995,0.004,0.001,2
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,46.75,42.44,38.84,57.36,0,0,32.3,37.95,53.31,5096,0,0.998,0.002,0,2
0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,83,76.06,97.39,85.58,0,0,73.75,93.27,94,6398,0,0.031,0.923,0.046,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,58.24,64.87,9999,9999,1,0,55.82,61.83,9999,6374,0.997,0,0.003,0,1
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,61.86,65.11,9999,9999,0,0,57.94,75.64,9999,1919,0.997,0,0.003,0,1
1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,9999,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,52.61,48.56,66.43,67.5,1,0,45.82,64.35,69.19,4157,0,0.018,0.036,0.947,4
1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,80.79,79.42,9999,9999,1,0,74.04,85.43,9999,3268,0.005,0.001,0.978,0.017,3
1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,53.59,58.66,9999,9999,0,0,49.95,64.97,9999,1410,0,0.003,0.988,0.009,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,75.22,75.76,86.93,91.58,0,0,74.64,89.06,91.28,1830,0.997,0,0.003,0,1
1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,70.97,68.23,95.35,80.73,0,0,68.61,86.32,88.29,5444,0.003,0,0.981,0.015,3
1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,81.45,76.68,89.11,78.09,1,0,73.79,84.38,88.72,6146,0.951,0,0.048,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,65.34,69.3,9999,9999,1,0,55.66,78.22,9999,2904,0.997,0,0.003,0,1
1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,68.15,64.45,84.74,81.93,0,0,64.46,87.32,97.56,4965,0.178,0,0.609,0.213,3
1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,59.94,58.48,9999,9999,0,0,66.12,68.85,9999,2414,0.002,0,0.997,0.001,3
0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.78,9999,55.75,52.46,1,9999,42.1,48.16,41.4,5935,0,0.998,0.002,0,2
0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,9999,74.54,83.33,81.49,0,0,66.58,75.57,9999,5968,0.01,0,0.988,0.002,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,67.81,50.2,9999,9999,1,0,60.83,9999,9999,5509,0.997,0,0.003,0,1
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,51.13,46.4,9999,9999,1,0,51.79,74.64,9999,4279,0,0.998,0.002,0,2
0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,57.85,67.65,80.36,78.26,0,9999,9999,73.32,81.43,3213,0.031,0,0.936,0.033,3
1,0,1,1,1,0,1,0,1,1,1,9999,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,41.29,45.74,9999,61.02,0,9999,50.06,72.89,67.49,5805,0.38,0,0.54,0.081,3
1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,9999,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,62.22,66.95,9999,9999,1,0,63.16,80.82,86.53,1800,0.028,0,0.088,0.884,4
1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,79.63,78.48,9999,9999,0,0,70.61,87.79,9999,3445,0.965,0,0.029,0.006,1
0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9999,9999,9999,9999,1,0,62.91,73.13,9999,2457,0,0.82,0.15,0.03,2
0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,9999,9999,0,9999,57.41,79.75,9999,2387,0,0.634,0.364,0.002,2
0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,71.06,68.39,87.4,85.34,0,0,64.74,81,82.69,1476,0,0.875,0.118,0.007,2
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,55.02,59.65,68.48,56,0,1,35.02,69.52,69.53,3515,0,0.998,0.002,0,2
0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,72.96,75.04,9999,9999,1,0,65.79,84.97,9999,2792,0,0.354,0.39,0.256,3
1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,50.68,59.21,9999,9999,1,0,56.12,9999,9999,2858,0,0.363,0.097,0.54,4
1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.85,64.1,76.51,74.59,1,0,63.01,76.71,77.59,6609,0,0.945,0.017,0.037,2
1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,71.46,65.42,9999,9999,1,0,61.73,76.12,9999,1473,0.046,0,0.867,0.087,3
1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,9999,48.61,68.29,73.11,0,0,53.44,78.45,76.26,5713,0,0.363,0.097,0.54,4
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,9999,45.31,65.07,53.52,0,0,53.09,66.01,72.08,4991,0.997,0,0.003,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9999,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,47.89,44.63,70.43,60.15,1,1,47.83,63.34,70.33,3583,0.997,0,0.003,0,1
0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,57.94,45.76,62.43,66.4,1,0,45.48,65.28,9999,4922,0,0.009,0.989,0.002,3
1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,9999,55.36,9999,9999,0,0,56.3,76.35,71.82,4248,0,0.607,0.094,0.298,2
1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,9999,9999,9999,9999,0,9999,9999,9999,70.37,1764,0,0.08,0.322,0.598,4
1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,67.37,68.17,85.31,82.77,0,0,61.93,77.1,87.29,4181,0.004,0.001,0.959,0.037,3
1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,57.95,54.61,9999,9999,0,0,46.1,63.59,9999,2867,0,0.891,0.102,0.008,2
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,60.47,60.62,66.51,67.72,1,0,56.55,64.2,64.68,1828,0.997,0,0.003,0,1
0,1,1,1,9999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,50.88,53.71,9999,9999,0,1,47.99,9999,9999,6824,0.972,0,0.028,0,1
1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,63.12,56.08,66.5,71.16,0,0,53.29,59.03,9999,6346,0,0.962,0.035,0.003,2
0,1,0,1,9999,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,59.55,61.43,65.17,67.11,1,0,51.2,64.69,64.97,1487,0.002,0.016,0.551,0.432,3
0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,52.84,56.11,49.67,64.52,0,0,40.14,39.54,55.53,5455,0,0.702,0.286,0.011,2
