AB39A,AB39H,AB39I,AB39K,AB39L,AB39M,AB39T,AB39U,AB39W,AB39X,GA32A,GA32H,GA32I,GA32K,GA32L,GA33A,GA33H,GA33I,GA33K,GA33L,KA46A,KA46H,KA46I,KA46K,KA46L,KA47A,KA47H,KA47I,KA47K,KA47L,STEM,STEMSUP,ENGINEER,MATHG8,SCIG8,MATHG11,SCIG11,FEMALE,MINORITY,MATHG7,MATHG10,MATHG12,CASENUM,CPROB1,CPROB2,CPROB3,CPROB4,N1,N2,N3
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,55.74,60.56,69.86,9999,1,0,50.11,65.41,9999,6345,0,0.92,0.077,0.003,2,3,9999
0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,54.89,56.43,69.21,67.14,0,0,50.74,62.04,64.72,1470,0.958,0,0.039,0.003,1,1,4
0,0,0,1,1,0,0,0,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,9999,9999,0,0,56.35,9999,9999,4673,0.001,0.009,0.666,0.324,3,9999,9999
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,72.43,73.94,79.62,85.8,0,0,64.42,79.27,87.59,4009,0.969,0,0.021,0.01,1,1,1
0,0,0,0,0,9999,9999,9999,9999,9999,0,0,0,0,0,1,0,0,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,56.56,42.97,9999,9999,1,0,43.66,62.81,9999,1005,0,0.902,0.097,0.001,2,2,9999
1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,74.84,62.04,90.75,78.76,0,0,63.82,84.16,93.09,4587,0.122,0,0.095,0.783,4,4,4
1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,61.11,50,63.32,64.3,1,0,58.99,71.11,65.58,5900,0,0.011,0.807,0.182,3,3,3
0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,0,55.76,54.82,9999,9999,1,0,52.13,69.94,9999,3563,0,0.018,0.016,0.966,4,3,9999
1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,42.21,48.92,47.13,53.85,0,1,47.62,44.75,55.06,6451,0,0.009,0.173,0.818,4,4,4
1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,63.88,65.31,83.06,66.51,1,0,66.74,81.25,79.02,4662,0.997,0,0.003,0,1,4,1
0,1,1,1,0,1,0,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,9999,9999,1,9999,54.92,9999,9999,2042,0.001,0.003,0.675,0.321,3,9999,9999
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,66.33,64.54,73.28,72.31,1,9999,62.42,71.69,67.49,3779,0.976,0,0.019,0.004,1,4,4
0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,54.87,65.87,62.84,68.82,0,0,56.58,65.72,63.31,3934,0.958,0,0.039,0.003,1,3,2
0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,65.4,54.49,83.77,78.53,0,1,42.08,70.23,76.36,3766,0.912,0,0.08,0.008,1,1,4
0,0,0,1,1,1,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,52.79,54.63,60.54,60.23,1,1,49.47,9999,9999,2862,0,0.172,0.186,0.642,4,9999,9999
1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,68.39,66.95,75.73,69.65,1,0,61.97,74.19,83.64,1834,0.997,0,0.003,0,1,1,1
1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,9999,0,0,0,0,69.48,65.93,86.06,77.78,0,0,66.1,80.69,87.69,3426,0.962,0,0.03,0.008,1,3,3
1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,58.26,58.82,68.17,59.09,1,0,53.21,72.11,71.4,4012,0.997,0,0.003,0,1,3,2
1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,41.03,36.15,54.66,57.46,0,1,42.23,45.25,57.52,4314,0,0.018,0.979,0.002,3,1,9999
1,0,1,0,0,1,0,0,1,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,37.52,47.86,9999,9999,0,0,37.81,71.49,9999,4107,0,0.072,0.899,0.029,3,9999,9999
1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,69.39,50.76,82.98,75.11,1,0,55.29,77.48,84.24,6924,0,0,0.005,0.995,4,3,1
0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,50.05,46.35,76,65.65,1,0,51.08,68.42,73.46,6814,0,0.853,0.113,0.034,2,4,1
1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,57.93,54.06,76.18,65.53,1,1,53.5,74.52,84,3303,0.027,0,0.253,0.719,4,4,1
1,1,1,1,1,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,50.67,51.48,9999,9999,1,1,48.05,9999,9999,5006,0,0,0.005,0.995,4,9999,9999
1,1,1,1,0,0,1,0,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,38.98,45.45,9999,9999,0,0,35.75,9999,9999,5551,0.02,0,0.717,0.263,3,9999,9999
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,63.33,60.74,9999,9999,1,0,58.92,70.47,77.52,6418,0.997,0,0.003,0,1,1,1
1,1,1,1,1,1,1,1,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,1,0,63.13,61.36,9999,9999,1,0,61.25,9999,84.07,1506,0.969,0,0.025,0.006,1,9999,9999
1,1,1,1,1,1,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,1,1,1,1,0,0,1,0,0,0,0,0,61.32,60.15,9999,9999,1,0,54.67,9999,78.71,2403,0.001,0,0.018,0.981,4,9999,4
0,1,0,1,1,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,47.44,41.19,9999,9999,1,0,44.39,9999,9999,1991,0,0.018,0.016,0.966,4,9999,9999
1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,0,69.35,9999,81.63,81.94,0,0,63.09,78.47,9999,5276,0.583,0,0.177,0.24,1,1,9999
1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,64.41,54.77,9999,9999,0,9999,56.04,9999,75.3,3098,0.997,0,0.003,0,1,9999,9999
1,1,1,1,0,1,1,1,1,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,73.27,70.49,82.17,81.59,1,0,67.2,9999,9999,6490,0.381,0,0.604,0.015,3,9999,9999
1,0,0,1,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,61.16,58.72,9999,9999,1,0,61.43,9999,9999,1303,0,0.897,0.029,0.075,2,9999,9999
1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,63.49,72.52,9999,9999,1,0,55.59,82.61,83.14,4276,0.816,0,0.089,0.094,1,4,9999
1,0,9999,1,1,0,0,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,61.53,57.66,9999,9999,0,1,52.42,9999,9999,6261,0.274,0,0.552,0.174,3,9999,9999
1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,69.21,62.22,87.26,78.64,1,0,64.67,85.6,99.3,6651,0.591,0,0.129,0.28,1,4,9999
0,1,1,0,1,1,9999,1,1,1,1,1,1,0,1,0,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,77.51,9999,1,0,46.87,71.1,9999,6555,0.742,0,0.253,0.004,1,1,9999
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,62.62,57.66,79.14,67.08,1,0,60.55,81.86,77.5,1727,0.997,0,0.003,0,1,1,1
1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,0,0,1,0,0,0,0,0,0,0,47.15,49.35,9999,9999,1,0,49.65,9999,9999,5762,0.997,0,0.003,0,1,9999,2
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.25,45.49,9999,63.7,0,0,43.09,58.01,65.46,6859,0.001,0,0.018,0.981,4,2,2
1,1,1,1,1,1,0,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,49.27,47.01,9999,9999,0,0,41.38,9999,9999,4502,0.969,0,0.021,0.01,1,9999,9999
9999,9999,9999,9999,9999,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,9999,9999,0,0,40.7,9999,9999,3230,0.49,0.041,0.255,0.214,1,9999,9999
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,64.16,63.97,84.74,86.01,0,0,53.46,75.17,9999,3553,0.997,0,0.003,0,1,1,1
1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,54.43,45.15,59.53,9999,1,0,54.21,62.16,49.68,1895,0.002,0,0.021,0.976,4,2,3
0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,64.47,59.16,75.4,71.71,1,0,63.06,77.48,9999,3324,0,0.192,0.756,0.052,3,2,4
1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,62.07,53.89,78.16,64.14,0,0,50.8,74.09,9999,5790,0,0.001,0.027,0.972,4,3,4
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,59.44,47.25,81.15,75.17,1,0,51.64,74.91,81.17,3801,0.997,0,0.003,0,1,1,1
0,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,36.62,38.84,9999,9999,0,9999,37.73,9999,9999,4351,0.989,0,0.011,0,1,9999,9999
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,56.62,45.38,59.78,9999,1,0,51.36,56.56,9999,6093,0,0.765,0.042,0.193,2,2,9999
1,1,1,1,1,1,1,0,0,1,0,1,9999,1,1,0,0,0,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,51.84,54.99,9999,9999,1,0,40.65,9999,9999,6369,0.709,0,0.139,0.152,1,4,9999
0,1,1,1,9999,0,0,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,1,1,1,1,1,1,1,0,0,0,0,0,49.13,54.03,63.19,60.52,1,0,49.73,9999,9999,3887,0.001,0.002,0.088,0.909,4,9999,3
1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,1,0,53.13,47.94,9999,9999,1,0,55.18,58.08,79.17,4882,0,0.004,0.007,0.989,4,1,9999
1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,1,1,1,1,1,1,1,1,0,0,0,57.62,67.22,9999,9999,0,0,49.33,9999,9999,2621,0.997,0,0.003,0,1,9999,1
1,9999,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,65.55,66.7,9999,9999,1,1,59.94,67.88,9999,3741,0,0.023,0.011,0.966,4,1,9999
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,36.85,40.97,40.95,31.1,0,0,36.61,35.66,9999,4546,0,0.997,0.003,0.001,2,2,9999
1,0,0,9999,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,40.34,37.53,36.55,9999,0,9999,37.98,39.6,41.04,1504,0,0.369,0.034,0.597,4,4,4
1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,9999,1,0,0,0,0,0,0,0,0,9999,54.01,9999,9999,1,1,54.34,9999,9999,1492,0,0,0.005,0.995,4,1,2
1,1,9999,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,59.21,60.48,9999,9999,0,0,57.06,71.19,85.87,3366,0.021,0,0.084,0.894,4,4,4
1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,53.53,64.01,9999,9999,1,0,48.88,65.75,9999,2361,0.709,0,0.139,0.152,1,1,2
1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,9999,0,1,0,0,0,0,0,0,37.81,55.63,9999,9999,1,0,47.49,44.34,43.2,2029,0.646,0,0.334,0.02,1,1,2
0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,9999,1,1,1,0,0,0,43.22,65.14,57.31,62.89,0,0,48.42,61.87,9999,3216,0.346,0,0.332,0.322,1,1,3
1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,52.57,64.25,63.5,56.4,1,0,58.85,61.38,78.65,5298,0.591,0,0.129,0.28,1,1,1
1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,56.44,62.65,9999,9999,1,1,46.05,9999,9999,5296,0.69,0,0.295,0.015,1,1,4
1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,43.13,52.39,39.54,9999,1,0,41.02,42.95,40.19,3643,0.862,0,0.133,0.005,1,2,3
1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,9999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,44.85,51.18,9999,9999,0,0,45.5,45.55,42.3,2676,0.178,0,0.47,0.352,3,3,1
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,60.46,60.43,60.71,61.63,0,0,61.79,68.87,9999,5316,0.997,0,0.003,0,1,4,9999
1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,1,0,44.29,53.62,9999,9999,1,0,47.19,9999,9999,3832,0,0.01,0.023,0.967,4,4,9999
1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,56.35,65.95,79.54,75.25,0,0,45.63,73.27,92.37,5415,0,0.003,0.107,0.89,4,3,1
0,1,0,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,36.71,43.52,9999,9999,1,1,32.42,9999,9999,5564,0,0.96,0.021,0.018,2,9999,9999
1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,50.51,57.88,55.33,64.02,1,0,43.07,56.31,9999,2759,0,0.001,0.027,0.972,4,4,9999
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,51.68,43.53,65.36,62.38,1,1,51.04,64.78,68.1,1399,0.997,0,0.003,0,1,1,4
1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,66.6,70.55,84.4,9999,1,0,45.1,83.06,90.5,1781,0.002,0,0.021,0.976,4,4,3
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,63.28,50.18,9999,9999,1,0,45.61,87.19,9999,4366,0.976,0,0.019,0.004,1,4,9999
1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,64.1,67.63,71.04,77.18,0,0,62.83,68.68,75.23,5515,0.002,0,0.021,0.976,4,1,1
1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,61.5,71.51,72.76,73.46,0,0,58.43,76.74,89.1,1352,0.001,0,0.018,0.981,4,1,1
1,1,1,0,1,1,9999,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,42.25,54.08,69.84,76.66,1,0,29.8,63.71,9999,3880,0.002,0.003,0.174,0.821,4,2,1
0,1,0,9999,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,1,0,51.82,57.49,69.49,61.46,1,0,41.25,9999,43.29,4116,0.001,0.004,0.313,0.682,4,1,9999
1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,59.37,66.81,83.98,9999,0,0,56.88,83.36,80.1,2978,0.008,0,0.344,0.647,4,2,2
0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,34.65,55.28,49.72,9999,1,0,42.94,53.74,58.65,2844,0,0.001,0.999,0,3,3,3
1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56.11,54.25,9999,9999,0,0,58.76,66.85,9999,1621,0.02,0,0.159,0.821,4,4,2
1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,61.63,59.91,9999,9999,0,0,56.33,9999,9999,5801,0.997,0,0.003,0,1,9999,9999
1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,59,56.5,71.92,9999,1,0,59.76,72.37,69.07,1750,0.989,0,0.009,0.002,1,2,3
1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,51.15,44.14,9999,9999,0,0,48.8,73.59,72.18,3570,0.002,0,0.021,0.976,4,3,4
0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,54.07,58.29,69.66,68.09,1,0,40.71,70.58,72.88,6196,0,0.192,0.756,0.052,3,3,2
1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,68.87,62.9,1,0,59.36,66.52,9999,3417,0,0.934,0.06,0.006,2,2,9999
1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.03,62.69,9999,9999,0,1,60.64,56.08,9999,3199,0,0.934,0.06,0.006,2,2,2
1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60.37,59.67,9999,9999,1,0,56.95,9999,9999,6250,0,0.112,0.029,0.859,4,2,2
1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,78.24,72.85,90.53,88.67,1,0,70.96,90.94,90.64,6713,0.07,0,0.78,0.151,3,1,3
1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,51.55,52.46,9999,9999,0,0,54.78,62.74,54.12,3796,0.053,0,0.089,0.858,4,2,4
1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,56.79,53.14,9999,9999,1,0,58.43,52.4,61.81,4086,0.131,0,0.141,0.728,4,2,4
0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,46.23,49.01,41.83,48.15,1,0,42.36,47.15,62.72,4326,0.958,0,0.039,0.003,1,1,3
1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,57.24,67.21,67.6,71.85,1,0,59.86,68.46,68.04,3296,0,0.004,0.081,0.915,4,4,1
1,1,1,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,54.82,66.86,9999,60.24,0,0,59.95,9999,9999,2827,0,0.375,0.164,0.46,4,9999,2
9999,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,54.13,52.23,45.77,9999,1,1,38.86,59.78,41.62,3815,0.001,0,0.025,0.974,4,3,4
1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,65.68,75.57,9999,9999,0,0,72.32,9999,9999,5368,0,0.004,0.081,0.915,4,4,3
1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.88,58.45,9999,9999,1,0,57.72,9999,45.2,3256,0,0.122,0.505,0.374,3,2,2
1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,65.35,65.13,9999,9999,0,0,62.93,81.05,9999,5580,0,0.122,0.505,0.374,3,3,9999
1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.65,47.94,54.42,45.74,0,0,30.44,58.45,9999,6327,0,0.004,0.007,0.989,4,3,2
0,0,0,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,45.02,9999,9999,9999,1,0,50.6,9999,9999,3860,0,0.997,0.003,0.001,2,9999,9999
0,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,62.73,59.69,69.75,75.15,1,0,60.89,9999,9999,4386,0.989,0,0.011,0,1,9999,9999
0,0,0,1,0,9999,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,1,1,1,1,0,1,1,1,1,0,0,0,53.2,58.18,9999,9999,1,0,48.99,9999,9999,2982,0,0.944,0.036,0.02,2,9999,1
1,1,0,1,1,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,1,1,1,1,0,1,0,0,0,0,0,63.23,50.56,9999,9999,1,0,53.24,9999,9999,4895,0,0.004,0.007,0.989,4,9999,4
1,1,1,1,1,1,1,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,1,1,9999,0,0,0,0,0,0,0,0,0,36.07,9999,9999,9999,0,0,42.45,9999,9999,1673,0.057,0,0.134,0.808,4,9999,2
0,0,0,0,0,1,1,0,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,0,0,1,0,1,0,1,0,0,0,37.06,9999,9999,9999,0,0,52.77,9999,9999,4667,0,0.033,0.966,0.001,3,9999,3
0,0,0,1,1,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,44.3,53.28,9999,9999,0,0,40.37,9999,9999,3944,0,0.384,0.044,0.572,4,9999,9999
0,1,0,1,1,1,1,0,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,0,1,1,1,0,0,0,0,0,0,0,0,57.87,61.67,9999,9999,1,0,58.81,9999,9999,4209,0.443,0,0.522,0.036,3,9999,4
1,1,0,1,1,0,0,0,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,0,0,1,0,1,0,0,0,0,0,42.56,44.25,9999,9999,1,0,41.49,9999,9999,5242,0.02,0,0.159,0.821,4,9999,2
0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,74.38,71.4,86.39,85.27,1,0,68.26,78.48,90.14,3121,0.003,0.001,0.542,0.454,3,3,3
