AB39A,AB39H,AB39I,AB39K,AB39L,AB39M,AB39T,AB39U,AB39W,AB39X,GA32A,GA32H,GA32I,GA32K,GA32L,GA33A,GA33H,GA33I,GA33K,GA33L,KA46A,KA46H,KA46I,KA46K,KA46L,KA47A,KA47H,KA47I,KA47K,KA47L,STEM,STEMSUP,ENGINEER,MATHG8,SCIG8,MATHG11,SCIG11,FEMALE,MINORITY,MATHG7,MATHG10,MATHG12,CASENUM,CPROB1,CPROB2,CPROB3,CPROB4,N1,N2,N3
1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,46.13,49.75,66.79,49.7,1,0,44.78,62.02,65.68,1066,0.997,0,0.003,0,1,3,3
1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,38.93,43.63,48.05,50.54,0,0,42.04,39.7,40.68,1080,0,0.057,0.911,0.032,3,1,1
0,1,1,1,1,0,0,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,1,1,0,1,0,0,0,0,0,0,0,0,59.57,56.24,67.55,62.3,1,0,48.46,9999,68.34,6630,0.001,0,0.047,0.952,4,9999,4
1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,65.08,60.4,81.06,75.53,1,0,58.44,80.34,9999,5238,0,0.021,0.155,0.824,4,3,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,53.35,52.4,9999,9999,0,0,56.93,61.06,9999,6775,0.997,0,0.003,0,1,1,9999
1,1,1,1,1,1,1,1,1,1,1,9999,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,55.19,54.57,73.34,66.62,0,0,57.02,71.28,76.52,1244,0.997,0,0.003,0,1,3,4
1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,55.65,63.72,9999,69.73,0,0,56.01,9999,9999,3742,0.012,0.001,0.325,0.663,4,2,9999
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54.83,9999,9999,60.21,1,9999,45.63,55.21,9999,5433,0.997,0,0.003,0,1,1,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,67.44,68.29,78.42,78.59,0,0,55.03,64.79,9999,4330,0.997,0,0.003,0,1,1,9999
0,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,49.68,9999,9999,9999,0,0,46.66,9999,9999,2174,0.989,0,0.011,0,1,9999,9999
1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,65.96,59.49,73.4,67.29,1,0,51.74,68.26,9999,2126,0,0.464,0.243,0.293,2,4,9999
1,1,1,1,9999,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,53.03,43.03,58.33,51.06,1,1,52.66,63.13,9999,4753,0.608,0,0.252,0.14,1,4,9999
1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,50.12,9999,9999,0,0,44.93,9999,9999,6106,0.997,0,0.003,0,1,9999,9999
1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,62.16,69.51,76.68,79.05,0,0,59.84,73.57,9999,6002,0.001,0.006,0.53,0.463,3,1,9999
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,9999,9999,65.95,67.2,0,0,44.45,75.15,66.44,1522,0.997,0,0.003,0,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65.74,66.28,62.17,9999,0,0,60.4,69.93,9999,3923,0.997,0,0.003,0,1,1,2
1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,61.23,65.1,69.96,72.6,1,1,57,64.66,9999,4235,0.001,0.007,0.384,0.609,4,1,9999
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,59.73,56.54,9999,9999,0,0,47.72,67.45,9999,4269,0,0.765,0.042,0.193,2,2,9999
1,0,1,1,1,1,1,1,0,1,1,1,1,0,9999,0,1,0,1,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,54.72,51.85,38.3,9999,0,0,52.8,38.88,9999,3908,0.69,0,0.295,0.015,1,3,9999
1,0,0,0,9999,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,55.16,48.49,9999,9999,0,1,51.84,57.65,9999,6424,0,0.964,0.011,0.025,2,3,9999
1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,60.03,63.61,73.12,70.28,0,0,57.75,62.96,9999,2162,0,0.001,0.034,0.965,4,1,9999
1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,64.94,63.28,73.66,62.89,0,0,60.8,9999,9999,1806,0,0.083,0.516,0.401,3,4,3
1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,9999,9999,74,69.77,0,0,53.63,75.6,76.26,5848,0.001,0,0.018,0.981,4,2,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,52.97,62.13,78.46,71.32,1,0,56.83,67.96,9999,3076,0.997,0,0.003,0,1,1,9999
1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,45.51,58.65,50.33,56.67,1,0,52.14,53.37,9999,4186,0.697,0,0.292,0.011,1,1,9999
1,1,1,1,1,1,1,9999,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,1,1,1,0,1,1,1,1,0,0,0,46.34,48.86,54.62,58.69,1,0,44.94,9999,56.1,6714,0.943,0,0.036,0.021,1,9999,1
1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,55.62,63.15,9999,9999,0,1,50.17,49.92,9999,6538,0.989,0,0.009,0.002,1,4,3
0,9999,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,44.22,41.28,9999,46.23,0,1,42.88,9999,9999,3906,0.002,0.002,0.088,0.908,4,4,9999
1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,51.95,55.23,54.66,61.76,0,0,40.48,54.75,9999,6810,0.029,0,0.075,0.897,4,1,9999
1,0,0,0,1,1,0,1,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,9999,9999,1,9999,50.84,9999,9999,4136,0.001,0.002,0.95,0.047,3,9999,9999
1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,65.04,60.7,9999,63.7,0,0,59.94,70.76,9999,4014,0.001,0,0.018,0.981,4,2,3
1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,58.31,46.87,66.01,59.98,1,1,57.85,64.55,9999,5638,0,0,0.005,0.995,4,1,9999
0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,64.29,58.64,73.28,72.12,1,0,9999,69.24,9999,5181,0,0.139,0.243,0.618,4,3,9999
1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,38.17,32.21,9999,9999,0,0,38.27,9999,9999,4201,0.997,0,0.003,0,1,9999,9999
1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,53.7,43.46,9999,9999,1,0,49.78,53,9999,3976,0.029,0,0.075,0.897,4,1,2
1,1,1,1,1,1,9999,1,9999,0,1,1,1,1,0,1,1,1,1,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,41.59,50.94,68.55,59.15,1,1,34.61,59.51,9999,5591,0.584,0,0.073,0.343,1,3,9999
1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,77.97,71.16,97.39,81.05,0,0,72.87,90.66,94.27,5065,0.851,0,0.077,0.072,1,1,1
0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,64.15,63.27,65.14,67.46,0,0,58.22,63.45,69.89,4291,0.868,0,0.118,0.015,1,3,3
0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,40.61,70.64,59.25,47.32,1,0,46.77,54.76,62.25,5405,0,0.117,0.788,0.095,3,2,3
1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,38.01,50.34,61.77,63.48,1,0,43.31,9999,64.55,2401,0.664,0,0.113,0.224,1,3,2
1,9999,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,41.86,68.51,9999,9999,1,0,46.77,52.99,9999,5099,0.012,0.001,0.216,0.772,4,4,9999
1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57.34,59.07,60.81,50.85,1,0,56.93,50.82,51.01,4896,0.004,0,0.978,0.018,3,1,2
0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,52.9,55.25,64.45,45.92,0,0,59.6,9999,64.46,5722,0.989,0,0.011,0,1,3,4
1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,46.79,45.87,62.77,9999,0,0,43.69,9999,66.98,2094,0,0.018,0.979,0.002,3,2,9999
0,1,1,9999,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,43.79,49.09,66.62,58.79,0,0,55.71,62.52,9999,1193,0.009,0,0.937,0.054,3,3,9999
1,1,1,9999,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9999,39.28,49.21,9999,0,0,51.04,46.43,54.72,1695,0.523,0,0.208,0.269,1,2,2
1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,51.72,53.56,61.28,54.06,1,0,44.92,53.99,64.8,2693,0,0.122,0.505,0.374,3,3,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,67.07,64.73,82.98,74.61,1,0,61.05,75.55,9999,4354,0.997,0,0.003,0,1,4,9999
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,46.72,56.98,73.73,63.59,1,0,44.37,9999,9999,6383,0,0.793,0.169,0.038,2,3,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,57.16,65.94,78.56,9999,0,0,60.75,70.19,9999,6613,0.997,0,0.003,0,1,1,9999
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,9999,9999,9999,9999,0,0,60.97,63.16,9999,6925,0,0.991,0.007,0.003,2,2,2
1,9999,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,9999,0,0,0,1,1,0,69.4,70.46,76.8,73.28,1,0,64.17,72.96,78.08,4015,0,0.368,0.208,0.424,4,2,2
1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,62.92,54.79,9999,9999,1,0,58.32,73.36,9999,1879,0,0.004,0.007,0.989,4,4,9999
0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,54.12,69.1,77.1,68.56,0,0,59.89,62.85,75.05,2337,0.63,0,0.369,0.001,1,2,2
1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,50.06,56.32,61.2,64.09,1,0,54.32,69.1,65.36,5665,0,0.002,0.994,0.004,3,1,4
1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,53.17,46.22,56.61,59.63,1,0,47.45,54.06,9999,6593,0.969,0,0.021,0.01,1,3,3
1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,68.67,67.78,77.62,9999,1,0,65.59,75.87,9999,4876,0,0.001,0.027,0.972,4,4,4
0,0,1,1,0,1,9999,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,57.04,50.04,62.72,62.7,0,0,45.16,39.83,67.66,3748,0.001,0.015,0.941,0.043,3,2,1
0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,9999,1,0,48.29,64.44,9999,5742,0,0.381,0.428,0.191,3,2,2
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,36.23,9999,9999,9999,0,0,39.67,31.96,9999,2663,0.997,0,0.003,0,1,2,9999
0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,56.26,68.32,69.5,70.21,1,0,57.61,66.86,66.37,3184,0.865,0,0.133,0.002,1,3,2
1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45.8,9999,68.87,65.07,0,0,53.91,69.18,9999,2306,0,0.991,0.007,0.003,2,1,2
1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,53.37,52.75,54.42,9999,1,0,50.35,52.04,9999,4799,0,0,0.005,0.995,4,4,9999
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,66.69,64.92,79.01,75.14,0,0,60.52,82.84,91.53,4539,0.997,0,0.003,0,1,1,1
1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,50.09,45.76,44.2,55.7,1,0,48.3,50.6,54.5,5726,0.008,0,0.344,0.647,4,4,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,60.12,57.75,79.38,65.61,0,0,62.17,75.26,83.14,6285,0.997,0,0.003,0,1,1,1
1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,36.91,9999,69.54,56.01,0,1,56.82,70.2,64.15,6101,0.005,0,0.956,0.039,3,3,1
0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,9999,47.99,65.85,63.92,0,0,54.15,60.94,71.8,5483,0,0.971,0.014,0.016,2,1,1
1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,59.26,65.65,79.86,67.79,1,0,54.96,66.51,74.96,3940,0.029,0,0.075,0.897,4,1,1
0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,57.7,68.15,69.1,71.07,1,0,55.35,65.67,64.43,5045,0.005,0.001,0.881,0.113,3,3,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,54.31,56.08,76,67.12,1,0,56.79,69.27,74.36,4204,0.997,0,0.003,0,1,1,1
0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,43.38,69.69,56.32,0,0,55.14,59.65,52.8,1745,0,0.124,0.392,0.484,4,4,9999
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,52.45,45.65,52.7,49.66,0,0,56.57,41.72,53.24,4838,0,0,0.005,0.995,4,2,2
1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,68.03,65.67,76.22,66.18,1,0,68.71,72.19,80.69,3966,0.172,0,0.617,0.21,3,4,2
1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,61.42,65.13,84.85,70.87,0,0,66.24,78.38,83.03,5220,0.001,0,0.018,0.981,4,4,4
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,9999,9999,73.35,54.54,0,0,61.15,9999,78.72,3462,0,0,0.005,0.995,4,2,4
0,0,0,0,0,1,0,0,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,0,1,1,1,0,0,0,0,0,0,0,56.85,58.95,9999,63.71,1,0,56.44,66.71,59.91,2940,0,0.554,0.442,0.004,2,9999,4
1,1,9999,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,56.77,59.6,64.3,9999,1,0,54.1,60.1,66.61,5332,0.039,0,0.101,0.86,4,2,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59.25,56.31,61.27,68.8,0,1,56.18,72.83,57.22,1626,0.997,0,0.003,0,1,1,2
1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,56.3,38.85,67.73,60.46,1,0,41.7,62.89,61.86,4920,0,0,0.005,0.995,4,4,4
1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,36.75,35.43,9999,9999,0,0,36.06,32.43,9999,1776,0,0.024,0.95,0.026,3,2,9999
1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,61.54,63.67,77.19,64.07,1,0,58.89,73.52,77.37,6785,0,0.009,0.173,0.818,4,2,4
1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87,51.46,57.28,53.09,0,0,39.58,57.34,55.37,2498,0,0.869,0.045,0.086,2,4,2
0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,54.89,49.86,60.88,58.62,1,1,46.55,57.19,62.15,3015,0,0.759,0.09,0.152,2,4,4
1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.37,51.36,45.48,52.06,0,0,28.93,34.67,35.81,5066,0,0.001,0.034,0.965,4,2,2
1,1,9999,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,54.34,60.74,47.44,62.52,0,0,34.79,51.64,56.88,1245,0.123,0,0.674,0.203,3,4,3
1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,61.31,64.81,75.91,74.92,0,0,62.12,73.06,80.27,6776,0.001,0,0.018,0.981,4,4,1
0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,61.13,68.41,9999,9999,0,0,60.97,75.13,9999,2185,0.014,0,0.155,0.831,4,3,9999
0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,68.13,59.42,79.62,72.79,1,0,64.12,78.73,84.9,2853,0,0.049,0.047,0.904,4,4,4
1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,55.32,57.73,61.14,71.22,1,0,46.94,61.63,64.35,4790,0,0.991,0.007,0.003,2,1,1
0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,62.52,64.73,75.51,71.31,0,0,53.9,70.33,74.92,5572,0.014,0,0.155,0.831,4,1,4
1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,38.1,41.78,47.79,59.31,0,0,35.4,36.22,9999,2836,0,0.044,0.841,0.115,3,4,9999
0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,58.83,67.53,70.28,65.91,1,0,52.76,70.11,66.05,2272,0.014,0,0.155,0.831,4,3,3
0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,67.51,65.93,73.84,69.07,1,0,61.08,71.14,74.53,1754,0,0.172,0.186,0.642,4,2,2
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,43.76,44.65,61.39,64.72,0,1,45.04,61.18,61.44,3070,0.958,0,0.041,0,1,1,4
1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,64.85,69.89,80.32,72.08,1,0,60.02,74.76,82.72,3131,0.053,0,0.089,0.858,4,4,1
1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,58.65,67.19,74.71,80.67,0,0,61.11,71.44,77.7,6074,0.029,0,0.075,0.897,4,3,1
1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,64.65,66.77,78.96,76.78,0,0,69.38,82.52,83.98,2261,0.002,0,0.021,0.976,4,1,1
1,0,0,1,1,1,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,1,0,1,1,1,1,1,0,0,0,0,45.9,40.55,53.85,55.98,0,0,42.19,60.35,50.98,2691,0,0.044,0.11,0.846,4,9999,1
0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,58.42,56.1,65.02,67.74,1,0,63.09,71.06,73.37,3237,0,0.001,0.011,0.988,4,4,1
1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,70.26,71.38,90.48,79.69,0,0,61.81,84.55,86.44,2052,0,0.058,0.845,0.096,3,2,9999
1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,57.07,61.48,71.12,70.54,1,1,53.58,66.6,69.78,5680,0.969,0,0.025,0.006,1,1,1
1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,56.52,71.89,71.09,69.83,0,0,58.82,65.56,75.52,5718,0,0.057,0.911,0.032,3,3,1
0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,57.2,62.24,60.86,67.37,1,0,54.76,67.58,68.81,3092,0,0.083,0.272,0.645,4,3,4
0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,64.3,68.68,79.24,77.63,0,0,58.28,72.85,75.28,1549,0.002,0.001,0.229,0.767,4,3,2
1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,52.78,58.72,66.44,66.24,1,0,45,64.18,64.75,2672,0,0.01,0.023,0.967,4,4,4
1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,51.66,53.13,55.39,62.81,1,0,48.02,54.3,54.45,3970,0,0.036,0.144,0.821,4,4,2
0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.91,50.71,9999,9999,0,0,43.87,46.87,9999,3276,0.001,0,0.047,0.952,4,2,2
1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,0,77.89,71.78,86.53,84.94,0,0,72.59,84.58,9999,3129,0.997,0,0.003,0,1,4,9999
0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,9999,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,54.35,55.15,63.04,66.92,1,0,47.37,63.01,64.5,3323,0.001,0.001,0.987,0.011,3,3,1
